Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
30,Abbotsford Heat,Regular Season,,3806,23.906,23.787,80,175,295,470,1262,2.188,3.688,1.686,5.875,15:47,2486,31.075,7.0%,1942,24.275,0.908,344,50,14.5%,351,59,83.2%
29,Adirondack Phantoms,Regular Season,,3575,24.33,24.509,80,193,329,522,1551,2.413,4.113,1.705,6.525,19:23,2463,30.788,7.8%,2133,26.663,0.902,381,53,13.9%,364,68,81.3%
26,Albany Devils,Regular Season,,3114,24.517,24.803,80,211,346,557,1907,2.638,4.325,1.64,6.963,23:50,2357,29.463,9.0%,2192,27.4,0.891,352,48,13.6%,410,94,77.1%
4,Binghamton Senators,Regular Season,Playoffs,3652,24.399,24.272,80,254,450,704,1213,3.175,5.625,1.772,8.8,15:10,2528,31.6,10.1%,2398,29.975,0.919,356,81,22.8%,322,50,84.5%
18,Bridgeport Sound Tigers,Regular Season,,4140,24.276,24.553,80,214,371,585,1383,2.675,4.638,1.734,7.313,17:17,2332,29.15,9.2%,2320,29.0,0.901,382,80,20.9%,389,72,81.5%
5,Charlotte Checkers,Regular Season,Playoffs,6312,23.563,23.705,80,260,441,701,1302,3.25,5.513,1.696,8.763,16:16,2606,32.575,10.0%,2389,29.863,0.913,381,80,21.0%,340,56,83.5%
2,Chicago Wolves,Regular Season,,7452,25.08,25.766,80,254,460,714,1348,3.175,5.75,1.811,8.925,16:51,2462,30.775,10.3%,2130,26.625,0.896,369,76,20.6%,373,83,77.7%
16,Connecticut Whale,Regular Season,Playoffs,5694,24.221,24.562,80,216,379,595,1735,2.7,4.738,1.755,7.438,21:41,2544,31.8,8.5%,2038,25.475,0.906,327,63,19.3%,369,65,82.4%
13,Grand Rapids Griffins,Regular Season,,7241,24.821,24.917,80,222,379,601,1434,2.775,4.738,1.707,7.513,17:56,2485,31.063,8.9%,2130,26.625,0.898,344,60,17.4%,382,72,81.2%
19,Hamilton Bulldogs,Regular Season,Playoffs,4257,23.915,24.104,80,220,364,584,1188,2.75,4.55,1.655,7.3,14:51,2479,30.988,8.9%,2108,26.35,0.922,315,59,18.7%,348,59,83.0%
6,Hershey Bears,Regular Season,Playoffs,9800,25.866,26.662,80,252,439,691,1563,3.15,5.488,1.742,8.638,19:32,2433,30.413,10.4%,1990,24.875,0.907,365,66,18.1%,393,66,83.2%
11,Houston Aeros,Regular Season,Playoffs,6325,24.676,24.576,80,230,391,621,1272,2.875,4.888,1.7,7.763,15:54,2742,34.275,8.4%,2108,26.35,0.913,386,78,20.2%,347,66,81.0%
20,Lake Erie Monsters,Regular Season,Playoffs,6568,25.234,24.988,80,218,365,583,1178,2.725,4.563,1.674,7.288,14:44,2432,30.4,9.0%,2026,25.325,0.913,348,55,15.8%,365,55,84.9%
8,Manchester Monarchs,Regular Season,Playoffs,5461,22.833,23.039,80,254,436,690,1413,3.175,5.45,1.717,8.625,17:40,2564,32.05,9.9%,2188,27.35,0.917,384,71,18.5%,345,51,85.2%
24,Manitoba Moose,Regular Season,Playoffs,8403,25.477,24.793,80,211,353,564,1096,2.638,4.413,1.673,7.05,13:42,2384,29.8,8.9%,2219,27.738,0.92,374,55,14.7%,333,48,85.6%
17,Milwaukee Admirals,Regular Season,Playoffs,5795,24.092,24.689,80,218,376,594,1021,2.725,4.7,1.725,7.425,12:46,2188,27.35,10.0%,2180,27.25,0.924,346,68,19.7%,324,63,80.6%
3,Norfolk Admirals,Regular Season,Playoffs,4490,24.659,24.569,80,260,454,714,1588,3.25,5.675,1.746,8.925,19:51,2752,34.4,9.5%,1967,24.588,0.901,357,69,19.3%,339,63,81.4%
9,Oklahoma City Barons,Regular Season,Playoffs,4154,25.041,25.627,80,240,411,651,1341,3.0,5.138,1.713,8.138,16:46,2484,31.05,9.7%,2182,27.275,0.908,407,76,18.7%,394,69,82.5%
15,Peoria Rivermen,Regular Season,Playoffs,5196,24.66,24.966,80,217,379,596,1583,2.713,4.738,1.747,7.45,19:47,2340,29.25,9.3%,2230,27.875,0.916,359,70,19.5%,414,63,84.8%
