Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
30,Bakersfield Condors,Regular Season,,4828,24.262,24.786,68,185,301,486,777,2.721,4.426,1.627,7.147,11:26,2027,29.809,9.1%,1901,27.956,0.907,266,44,16.5%,257,42,83.7%
28,Belleville Senators,Regular Season,,3607,24.856,24.895,76,188,308,496,1233,2.474,4.053,1.638,6.526,16:13,2064,27.158,9.1%,2246,29.553,0.899,299,40,13.4%,323,72,77.7%
25,Binghamton Devils,Regular Season,,3895,24.509,24.605,76,191,330,521,1050,2.513,4.342,1.728,6.855,13:49,2180,28.684,8.8%,1912,25.158,0.891,323,61,18.9%,306,55,82.0%
21,Bridgeport Sound Tigers,Regular Season,,3917,25.268,25.711,76,203,342,545,1085,2.671,4.5,1.685,7.171,14:17,2371,31.197,8.6%,1835,24.145,0.902,322,56,17.4%,325,52,84.0%
1,Charlotte Checkers,Regular Season,Playoffs,6439,24.445,23.756,76,262,438,700,884,3.447,5.763,1.672,9.211,11:38,2258,29.711,11.6%,1828,24.053,0.904,343,70,20.4%,314,59,81.2%
8,Chicago Wolves,Regular Season,Playoffs,7966,25.098,25.557,76,241,397,638,834,3.171,5.224,1.647,8.395,10:58,2355,30.987,10.2%,2002,26.342,0.91,334,62,18.6%,295,49,83.4%
26,Cleveland Monsters,Regular Season,,9197,24.902,24.664,76,188,330,518,954,2.474,4.342,1.755,6.816,12:33,2236,29.421,8.4%,1933,25.434,0.89,269,41,15.2%,297,62,79.1%
11,Grand Rapids Griffins,Regular Season,Playoffs,7959,25.024,25.636,76,231,387,618,898,3.039,5.092,1.675,8.132,11:49,2449,32.224,9.4%,2058,27.079,0.913,295,60,20.3%,297,46,84.5%
23,Hartford Wolf Pack,Regular Season,,4137,24.748,24.052,76,199,336,535,857,2.618,4.421,1.688,7.039,11:17,2278,29.974,8.7%,2196,28.895,0.902,295,55,18.6%,295,47,84.1%
19,Hershey Bears,Regular Season,,9098,25.368,25.339,76,199,350,549,1057,2.618,4.605,1.759,7.224,13:54,2024,26.632,9.8%,1879,24.724,0.891,327,50,15.3%,321,55,82.9%
6,Iowa Wild,Regular Season,,6152,24.911,25.581,76,231,414,645,828,3.039,5.447,1.792,8.487,10:54,2076,27.316,11.1%,2168,28.526,0.906,324,58,17.9%,285,49,82.8%
20,Laval Rocket,Regular Season,,6690,24.297,24.341,76,205,342,547,1069,2.697,4.5,1.668,7.197,14:04,2222,29.237,9.2%,2009,26.434,0.886,320,61,19.1%,329,74,77.5%
2,Lehigh Valley Phantoms,Regular Season,Playoffs,7875,25.045,25.61,76,257,431,688,814,3.382,5.671,1.677,9.053,10:43,2260,29.737,11.4%,2181,28.697,0.914,298,52,17.4%,290,49,83.1%
4,Manitoba Moose,Regular Season,Playoffs,5277,24.431,24.333,76,252,428,680,1094,3.316,5.632,1.698,8.947,14:24,2371,31.197,10.6%,2171,28.566,0.92,312,65,20.8%,343,58,83.1%
