Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
29,Abbotsford Heat,Regular Season,,3778,24.773,25.644,76,164,283,447,1054,2.158,3.724,1.726,5.882,13:52,2163,28.461,7.6%,1919,25.25,0.912,298,48,16.1%,307,49,84.0%
25,Adirondack Phantoms,Regular Season,,3993,24.689,24.72,76,182,308,490,1450,2.395,4.053,1.692,6.447,19:05,2323,30.566,7.8%,2141,28.171,0.91,387,64,16.5%,355,51,85.6%
23,Albany Devils,Regular Season,,3860,24.293,25.21,76,190,326,516,1131,2.5,4.289,1.716,6.789,14:53,2223,29.25,8.6%,2047,26.934,0.909,319,36,11.3%,359,68,81.1%
16,Binghamton Senators,Regular Season,Playoffs,3559,23.761,23.625,76,223,337,560,1377,2.934,4.434,1.511,7.368,18:07,2364,31.105,9.4%,2442,32.132,0.932,352,48,13.6%,369,53,85.6%
12,Bridgeport Sound Tigers,Regular Season,,5300,23.796,24.093,76,216,368,584,1670,2.842,4.842,1.704,7.684,21:58,2438,32.079,8.9%,2126,27.974,0.902,341,59,17.3%,363,69,81.0%
10,Charlotte Checkers,Regular Season,Playoffs,6781,24.083,24.448,76,223,375,598,890,2.934,4.934,1.682,7.868,11:43,2298,30.237,9.7%,2163,28.461,0.919,312,63,20.2%,289,39,86.5%
20,Chicago Wolves,Regular Season,,8229,24.779,25.504,76,198,343,541,1076,2.605,4.513,1.732,7.118,14:09,2212,29.105,9.0%,2134,28.079,0.916,298,51,17.1%,289,57,80.3%
14,Connecticut Whale,Regular Season,,4539,24.309,24.679,76,211,359,570,1292,2.776,4.724,1.701,7.5,17:00,2111,27.776,10.0%,2247,29.566,0.913,297,49,16.5%,351,66,81.2%
9,Grand Rapids Griffins,Regular Season,Playoffs,7681,24.569,24.364,76,229,382,611,1195,3.013,5.026,1.668,8.039,15:43,2326,30.605,9.9%,1912,25.158,0.909,325,60,18.5%,304,60,80.3%
30,Hamilton Bulldogs,Regular Season,,5342,23.689,23.634,76,156,242,398,1429,2.053,3.184,1.551,5.237,18:48,2099,27.618,7.4%,2155,28.355,0.909,298,32,10.7%,343,59,82.8%
17,Hershey Bears,Regular Season,Playoffs,10046,26.11,26.593,76,200,356,556,1054,2.632,4.684,1.78,7.316,13:52,2004,26.368,10.0%,2046,26.921,0.918,327,59,18.0%,303,48,84.2%
18,Houston Aeros,Regular Season,Playoffs,6792,25.018,24.413,76,207,347,554,985,2.724,4.566,1.676,7.289,12:58,2137,28.118,9.7%,2023,26.618,0.918,316,60,19.0%,288,50,82.6%
15,Lake Erie Monsters,Regular Season,,7679,24.324,24.528,76,205,362,567,1388,2.697,4.763,1.766,7.461,18:16,2284,30.053,9.0%,2084,27.421,0.91,334,61,18.3%,345,59,82.9%
11,Manchester Monarchs,Regular Season,Playoffs,5705,23.976,23.664,76,217,376,593,996,2.855,4.947,1.733,7.803,13:06,2247,29.566,9.7%,2182,28.711,0.918,294,44,15.0%,339,57,83.2%
21,Milwaukee Admirals,Regular Season,Playoffs,5623,24.271,24.132,76,194,339,533,995,2.553,4.461,1.747,7.013,13:06,2228,29.316,8.7%,2022,26.605,0.915,289,41,14.2%,299,52,82.6%
26,Norfolk Admirals,Regular Season,,5451,24.8,24.514,76,181,298,479,1463,2.382,3.921,1.646,6.303,19:15,2321,30.539,7.8%,2194,28.868,0.918,363,53,14.6%,373,52,86.1%
3,Oklahoma City Barons,Regular Season,Playoffs,3527,24.787,24.621,76,236,407,643,1089,3.105,5.355,1.725,8.461,14:20,2362,31.079,10.0%,1988,26.158,0.905,310,67,21.6%,300,62,79.3%
28,Peoria Rivermen,Regular Season,,5026,24.448,24.919,76,177,297,474,976,2.329,3.908,1.678,6.237,12:51,2270,29.868,7.8%,2156,28.368,0.914,278,32,11.5%,286,47,83.6%
6,Portland Pirates,Regular Season,Playoffs,4444,23.782,23.685,76,225,394,619,1559,2.961,5.184,1.751,8.145,20:31,2393,31.487,9.4%,2163,28.461,0.907,380,63,16.6%,389,68,82.5%
13,Providence Bruins,Regular Season,Playoffs,8187,24.588,24.973,76,212,371,583,1226,2.789,4.882,1.75,7.671,16:08,2545,33.487,8.3%,1991,26.197,0.921,341,63,18.5%,314,45,85.7%
7,Rochester Americans,Regular Season,Playoffs,6313,23.916,24.25,76,224,391,615,1077,2.947,5.145,1.746,8.092,14:10,2246,29.553,10.0%,2355,30.987,0.922,320,65,20.3%,307,40,87.0%
2,Rockford IceHogs,Regular Season,,4560,24.381,24.17,76,241,403,644,1680,3.171,5.303,1.672,8.474,22:06,2555,33.618,9.4%,2011,26.461,0.903,320,66,20.6%,365,60,83.6%
22,San Antonio Rampage,Regular Season,,7067,25.059,25.492,76,192,328,520,1147,2.526,4.316,1.708,6.842,15:06,2059,27.092,9.3%,2315,30.461,0.911,303,43,14.2%,330,61,81.5%
8,Springfield Falcons,Regular Season,Playoffs,3906,24.772,24.657,76,230,385,615,1218,3.026,5.066,1.674,8.092,16:02,2212,29.105,10.4%,2035,26.776,0.92,368,70,19.0%,359,53,85.2%
19,St. John's IceCaps,Regular Season,,6287,24.953,25.197,76,193,350,543,1225,2.539,4.605,1.813,7.145,16:07,2271,29.882,8.5%,1996,26.263,0.901,382,63,16.5%,332,65,80.4%
1,Syracuse Crunch,Regular Season,Playoffs,5398,24.147,24.452,76,243,405,648,1594,3.197,5.329,1.667,8.526,20:58,2534,33.342,9.6%,1752,23.053,0.903,350,61,17.4%,352,55,84.4%
4,Texas Stars,Regular Season,Playoffs,5145,24.186,24.731,76,229,400,629,919,3.013,5.263,1.747,8.276,12:06,2492,32.789,9.2%,1875,24.671,0.907,297,62,20.9%,269,49,81.8%
5,Toronto Marlies,Regular Season,Playoffs,6680,24.431,24.786,76,233,389,622,1164,3.066,5.118,1.67,8.184,15:19,2178,28.658,10.7%,1901,25.013,0.913,373,61,16.4%,319,54,83.1%
27,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,6038,25.563,25.018,76,178,298,476,1556,2.342,3.921,1.674,6.263,20:28,2240,29.474,8.0%,1775,23.355,0.913,385,58,15.1%,352,45,87.2%
24,Worcester Sharks,Regular Season,,4373,24.285,24.296,76,185,327,512,1509,2.434,4.303,1.768,6.737,19:51,2262,29.763,8.2%,2060,27.105,0.907,335,51,15.2%,342,60,82.5%
