Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
28,Abbotsford Heat,Regular Season,Playoffs,3545,24.586,25.083,76,194,314,508,1237,2.553,4.132,1.619,6.684,16:17,2257,29.697,8.6%,1980,26.053,0.912,296,50,16.9%,322,53,83.5%
22,Adirondack Phantoms,Regular Season,,4631,24.601,24.773,76,201,338,539,1266,2.645,4.447,1.682,7.092,16:39,2303,30.303,8.7%,2178,28.658,0.914,344,62,18.0%,310,54,82.6%
26,Albany Devils,Regular Season,,3434,24.537,24.841,76,188,329,517,1232,2.474,4.329,1.75,6.803,16:13,2340,30.789,8.0%,2046,26.921,0.906,327,47,14.4%,335,67,80.0%
24,Binghamton Senators,Regular Season,,3577,24.701,24.428,76,199,331,530,1165,2.618,4.355,1.663,6.974,15:20,2230,29.342,8.9%,2499,32.882,0.914,302,58,19.2%,299,67,77.6%
7,Bridgeport Sound Tigers,Regular Season,Playoffs,4874,24.145,24.321,76,229,382,611,1302,3.013,5.026,1.668,8.039,17:08,2364,31.105,9.7%,2198,28.921,0.914,331,58,17.5%,373,68,81.8%
18,Charlotte Checkers,Regular Season,,6768,23.867,23.722,76,203,347,550,1061,2.671,4.566,1.709,7.237,13:58,2434,32.026,8.3%,2111,27.776,0.914,328,65,19.8%,290,46,84.1%
15,Chicago Wolves,Regular Season,Playoffs,7909,25.003,25.337,76,211,350,561,1049,2.776,4.605,1.659,7.382,13:48,2200,28.947,9.6%,2198,28.921,0.924,324,50,15.4%,279,44,84.2%
17,Connecticut Whale,Regular Season,Playoffs,4573,24.695,25.029,76,203,349,552,1220,2.671,4.592,1.719,7.263,16:03,2349,30.908,8.6%,2152,28.316,0.917,327,57,17.4%,338,53,84.3%
3,Grand Rapids Griffins,Regular Season,,7253,24.147,24.386,76,241,418,659,1167,3.171,5.5,1.734,8.671,15:21,2586,34.026,9.3%,2085,27.434,0.898,316,49,15.5%,318,58,81.8%
30,Hamilton Bulldogs,Regular Season,,4848,24.383,24.74,76,183,292,475,1202,2.408,3.842,1.596,6.25,15:49,2221,29.224,8.2%,2151,28.303,0.912,323,58,18.0%,331,54,83.7%
2,Hershey Bears,Regular Season,Playoffs,9872,25.518,26.253,76,237,434,671,1601,3.118,5.711,1.831,8.829,21:04,2298,30.237,10.3%,2001,26.329,0.905,357,91,25.5%,371,58,84.4%
25,Houston Aeros,Regular Season,Playoffs,7323,24.986,25.106,76,197,330,527,930,2.592,4.342,1.675,6.934,12:14,2096,27.579,9.4%,1996,26.263,0.918,326,58,17.8%,290,56,80.7%
29,Lake Erie Monsters,Regular Season,,7844,24.783,24.988,76,184,317,501,1253,2.421,4.171,1.723,6.592,16:29,2111,27.776,8.7%,2174,28.605,0.917,299,51,17.1%,347,62,82.1%
