Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
21,Manchester Monarchs,Regular Season,Playoffs,5700,23.784,23.665,76,201,344,545,1315,2.645,4.526,1.711,7.171,17:18,2239,29.461,9.0%,2223,29.25,0.919,303,47,15.5%,332,53,84.0%
19,Milwaukee Admirals,Regular Season,Playoffs,6225,24.02,24.418,76,206,343,549,1020,2.711,4.513,1.665,7.224,13:25,2227,29.303,9.3%,1960,25.789,0.918,293,57,19.5%,319,57,82.1%
1,Norfolk Admirals,Regular Season,Playoffs,5118,24.253,24.094,76,270,475,745,1423,3.553,6.25,1.759,9.803,18:43,2445,32.171,11.0%,1840,24.211,0.914,368,80,21.7%,345,61,82.3%
14,Oklahoma City Barons,Regular Season,Playoffs,3684,24.778,25.344,76,208,354,562,1099,2.737,4.658,1.702,7.395,14:28,2204,29.0,9.4%,1961,25.803,0.922,293,45,15.4%,348,50,85.6%
13,Peoria Rivermen,Regular Season,,5413,24.74,24.654,76,212,357,569,1092,2.789,4.697,1.684,7.487,14:22,2341,30.803,9.1%,2318,30.5,0.922,296,57,19.3%,297,46,84.5%
8,Portland Pirates,Regular Season,,5157,25.076,24.951,76,218,378,596,1284,2.868,4.974,1.734,7.842,16:54,2223,29.25,9.8%,2105,27.697,0.897,350,57,16.3%,354,69,80.5%
27,Providence Bruins,Regular Season,,7816,23.991,24.289,76,186,323,509,1089,2.447,4.25,1.737,6.697,14:20,2257,29.697,8.2%,2261,29.75,0.918,294,42,14.3%,283,47,83.4%
11,Rochester Americans,Regular Season,Playoffs,5594,24.05,24.055,76,218,363,581,1055,2.868,4.776,1.665,7.645,13:53,2216,29.158,9.8%,2231,29.355,0.912,314,47,15.0%,307,57,81.4%
16,Rockford IceHogs,Regular Season,,4244,23.817,23.889,76,200,353,553,1347,2.632,4.645,1.765,7.276,17:43,2517,33.118,8.0%,2068,27.211,0.908,346,52,15.0%,329,64,80.5%
23,San Antonio Rampage,Regular Season,Playoffs,7133,25.757,25.802,76,192,346,538,981,2.526,4.553,1.802,7.079,12:54,2222,29.237,8.6%,2159,28.408,0.919,264,38,14.4%,290,58,80.0%
12,Springfield Falcons,Regular Season,,3659,24.761,25.182,76,212,366,578,1234,2.789,4.816,1.726,7.605,16:14,2214,29.132,9.6%,2010,26.447,0.901,367,62,16.9%,369,66,82.1%
4,St. John's IceCaps,Regular Season,Playoffs,6297,24.802,25.077,76,236,411,647,1027,3.105,5.408,1.742,8.513,13:31,2463,32.408,9.6%,1911,25.145,0.904,355,73,20.6%,314,54,82.8%
5,Syracuse Crunch,Regular Season,Playoffs,5246,24.669,24.602,76,230,391,621,1220,3.026,5.145,1.7,8.171,16:03,2490,32.763,9.2%,2279,29.987,0.911,332,63,19.0%,342,77,77.5%
9,Texas Stars,Regular Season,,5469,24.739,25.05,76,221,375,596,977,2.908,4.934,1.697,7.842,12:51,2430,31.974,9.1%,2021,26.592,0.893,332,64,19.3%,284,47,83.5%
10,Toronto Marlies,Regular Season,Playoffs,5479,24.275,24.574,76,215,376,591,1122,2.829,4.947,1.749,7.776,14:46,2193,28.855,9.8%,1951,25.671,0.922,336,49,14.6%,310,37,88.1%
6,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,6027,25.118,25.19,76,228,384,612,1164,3.0,5.053,1.684,8.053,15:19,2275,29.934,10.0%,1766,23.237,0.895,346,65,18.8%,348,64,81.6%
20,Worcester Sharks,Regular Season,,4402,24.185,23.924,76,197,350,547,1606,2.592,4.605,1.777,7.197,21:08,2525,33.224,7.8%,2053,27.013,0.911,314,55,17.5%,329,60,81.8%
