Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
22,Albany River Rats,Regular Season,,3703,24.278,24.69,80,196,318,514,2144,2.45,3.975,1.622,6.425,26:48,2314,28.925,8.5%,2505,31.313,0.913,416,56,13.5%,396,63,84.1%
1,Binghamton Senators,Regular Season,Playoffs,4633,24.298,24.164,80,273,456,729,2374,3.413,5.7,1.67,9.113,29:41,2628,32.85,10.4%,2208,27.6,0.914,393,79,20.1%,398,67,83.2%
23,Bridgeport Sound Tigers,Regular Season,,5403,25.208,24.765,80,187,324,511,1814,2.338,4.05,1.733,6.388,22:41,2157,26.963,8.7%,2246,28.075,0.913,396,56,14.1%,451,79,82.5%
3,Chicago Wolves,Regular Season,Playoffs,9209,25.282,26.289,80,241,426,667,1926,3.013,5.325,1.768,8.338,24:04,2456,30.7,9.8%,2368,29.6,0.921,472,76,16.1%,466,72,84.5%
16,Cincinnati Mighty Ducks,Regular Season,Playoffs,4961,23.59,23.202,80,202,349,551,2188,2.525,4.363,1.728,6.888,27:21,2481,31.013,8.1%,1997,24.963,0.917,502,71,14.1%,446,63,85.9%
21,Cleveland Barons,Regular Season,,4178,23.489,23.481,80,195,320,515,1652,2.438,4.0,1.641,6.438,20:39,2498,31.225,7.8%,2140,26.75,0.909,438,62,14.2%,361,65,82.0%
24,Edmonton Road Runners,Regular Season,,8853,24.123,24.614,80,197,314,511,1855,2.463,3.925,1.594,6.388,23:11,2372,29.65,8.3%,2032,25.4,0.907,341,49,14.4%,428,59,86.2%
20,Grand Rapids Griffins,Regular Season,,6659,25.921,25.739,80,193,334,527,1691,2.413,4.175,1.731,6.588,21:08,2438,30.475,7.9%,2222,27.775,0.921,393,55,14.0%,430,63,85.3%
11,Hamilton Bulldogs,Regular Season,Playoffs,5793,23.395,23.361,80,222,355,577,1748,2.775,4.438,1.599,7.213,21:51,2458,30.725,9.0%,2266,28.325,0.918,425,65,15.3%,377,58,84.6%
19,Hartford Wolf Pack,Regular Season,Playoffs,5142,24.2,24.547,80,199,335,534,2562,2.488,4.188,1.683,6.675,32:01,2472,30.9,8.1%,2087,26.088,0.935,398,59,14.8%,458,50,89.1%
17,Hershey Bears,Regular Season,,7595,25.39,25.901,80,200,343,543,1451,2.5,4.288,1.715,6.788,18:08,2445,30.563,8.2%,2416,30.2,0.917,374,55,14.7%,336,58,82.7%
12,Houston Aeros,Regular Season,Playoffs,5669,23.933,24.247,80,207,361,568,1836,2.588,4.513,1.744,7.1,22:57,2618,32.725,7.9%,2114,26.425,0.922,397,66,16.6%,358,43,88.0%
10,Lowell Lock Monsters,Regular Season,Playoffs,4001,23.939,23.758,80,236,372,608,1900,2.95,4.65,1.576,7.6,23:45,2687,33.588,8.8%,2382,29.775,0.931,383,59,15.4%,422,55,87.0%
2,Manchester Monarchs,Regular Season,Playoffs,9052,24.728,24.597,80,255,460,715,2028,3.188,5.75,1.804,8.938,25:21,2436,30.45,10.5%,2176,27.2,0.93,459,80,17.4%,399,52,87.0%
5,Manitoba Moose,Regular Season,Playoffs,8626,24.689,24.986,80,240,413,653,1777,3.0,5.163,1.721,8.163,22:13,2388,29.85,10.1%,2093,26.163,0.913,405,73,18.0%,385,62,83.9%
4,Milwaukee Admirals,Regular Season,Playoffs,4929,25.248,25.254,80,244,422,666,1900,3.05,5.275,1.73,8.325,23:45,2609,32.613,9.3%,2103,26.288,0.914,454,85,18.7%,442,64,85.5%
18,Norfolk Admirals,Regular Season,Playoffs,4190,23.546,23.896,80,195,341,536,2216,2.438,4.263,1.749,6.7,27:42,2660,33.25,7.3%,1902,23.775,0.916,382,60,15.7%,431,43,90.0%
8,Philadelphia Phantoms,Regular Season,Playoffs,7967,24.94,25.049,80,229,399,628,2228,2.863,4.988,1.742,7.85,27:51,2365,29.563,9.7%,2096,26.2,0.923,380,62,16.3%,436,55,87.4%
25,Portland Pirates,Regular Season,,4339,23.854,23.873,80,171,296,467,1784,2.138,3.7,1.731,5.838,22:18,2347,29.338,7.3%,2347,29.338,0.911,394,56,14.2%,392,71,81.9%
13,Providence Bruins,Regular Season,Playoffs,7542,25.237,25.31,80,207,361,568,2169,2.588,4.513,1.744,7.1,27:07,2546,31.825,8.1%,2215,27.688,0.921,378,70,18.5%,395,63,84.1%
7,Rochester Americans,Regular Season,Playoffs,8447,25.008,24.723,80,238,398,636,1901,2.975,4.975,1.672,7.95,23:46,2621,32.763,9.1%,2327,29.088,0.921,423,80,18.9%,389,55,85.9%
27,San Antonio Rampage,Regular Season,,4556,23.791,23.733,80,153,261,414,1616,1.913,3.263,1.706,5.175,20:12,2074,25.925,7.4%,2386,29.825,0.918,330,42,12.7%,413,79,80.9%
26,Springfield Falcons,Regular Season,,3713,25.587,24.601,80,157,263,420,1924,1.963,3.288,1.675,5.25,24:03,2027,25.338,7.8%,2434,30.425,0.908,360,38,10.6%,362,71,80.4%
6,St. John's Maple Leafs,Regular Season,Playoffs,4828,23.975,24.056,80,235,412,647,2060,2.938,5.15,1.753,8.088,25:45,2294,28.675,10.2%,2581,32.263,0.922,393,68,17.3%,400,63,84.3%
14,Syracuse Crunch,Regular Season,,5504,24.855,24.963,80,205,351,556,2208,2.563,4.388,1.712,6.95,27:36,2680,33.5,7.7%,2281,28.513,0.914,447,67,15.0%,441,94,78.7%
28,Utah Grizzlies,Regular Season,,4800,25.202,25.419,80,146,241,387,1837,1.825,3.013,1.651,4.838,22:58,2195,27.438,6.7%,2425,30.313,0.907,384,53,13.8%,405,83,79.5%
9,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,8196,24.187,24.054,80,223,398,621,1907,2.788,4.975,1.785,7.763,23:50,2288,28.6,9.8%,1916,23.95,0.902,432,63,14.6%,380,65,82.9%
15,Worcester IceCats,Regular Season,,4391,24.5,24.563,80,209,343,552,1412,2.613,4.288,1.641,6.9,17:39,2469,30.863,8.5%,1906,23.825,0.903,423,57,13.5%,375,47,87.5%
