Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
20,Albany Devils,Regular Season,Playoffs,2948,24.49,24.984,76,201,328,529,1119,2.645,4.316,1.632,6.961,14:43,2297,30.224,8.8%,1861,24.487,0.905,312,56,17.9%,325,52,84.0%
21,Bakersfield Condors,Regular Season,,5087,24.998,25.08,68,199,324,523,694,2.926,4.765,1.628,7.691,10:12,1969,28.956,10.1%,1922,28.265,0.915,239,41,17.2%,242,36,85.1%
25,Binghamton Senators,Regular Season,,3666,25.07,24.935,76,187,322,509,932,2.461,4.237,1.722,6.697,12:16,2199,28.934,8.5%,2122,27.921,0.893,287,43,15.0%,257,54,79.0%
13,Bridgeport Sound Tigers,Regular Season,,3902,25.881,25.887,76,215,374,589,1080,2.829,4.921,1.74,7.75,14:13,2189,28.803,9.8%,1962,25.816,0.906,302,49,16.2%,312,62,80.1%
16,Charlotte Checkers,Regular Season,Playoffs,6178,25.217,24.725,76,209,352,561,805,2.75,4.632,1.684,7.382,10:36,2310,30.395,9.1%,1997,26.276,0.911,282,37,13.1%,269,52,80.7%
4,Chicago Wolves,Regular Season,Playoffs,7967,24.909,25.032,76,249,420,669,921,3.276,5.526,1.687,8.803,12:07,2224,29.263,11.2%,2094,27.553,0.916,301,61,20.3%,288,50,82.6%
27,Cleveland Monsters,Regular Season,,9055,24.982,25.212,76,188,315,503,1006,2.474,4.145,1.676,6.618,13:14,2237,29.434,8.4%,2143,28.197,0.922,260,43,16.5%,309,44,85.8%
3,Grand Rapids Griffins,Regular Season,Playoffs,8245,24.693,25.093,76,248,422,670,825,3.263,5.553,1.702,8.816,10:51,2533,33.329,9.8%,2051,26.987,0.921,328,80,24.4%,268,46,82.8%
23,Hartford Wolf Pack,Regular Season,,4237,24.522,24.829,76,191,325,516,879,2.513,4.276,1.702,6.789,11:34,2088,27.474,9.2%,2098,27.605,0.887,278,49,17.6%,307,68,77.9%
2,Hershey Bears,Regular Season,Playoffs,9309,24.993,24.763,76,252,436,688,1057,3.316,5.737,1.73,9.053,13:54,2006,26.395,12.6%,1944,25.579,0.905,319,66,20.7%,322,57,82.3%
29,Iowa Wild,Regular Season,,6019,24.932,25.78,76,179,293,472,814,2.355,3.855,1.637,6.211,10:43,2130,28.026,8.4%,2197,28.908,0.923,264,44,16.7%,272,49,82.0%
1,Lehigh Valley Phantoms,Regular Season,Playoffs,7936,25.194,25.043,76,257,445,702,940,3.382,5.855,1.732,9.237,12:22,2388,31.421,10.8%,2223,29.25,0.913,353,73,20.7%,288,46,84.0%
