Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
13,Albany Devils,Regular Season,Playoffs,3365,24.652,25.811,76,210,356,566,1200,2.763,4.684,1.695,7.447,15:47,2261,29.75,9.3%,1688,22.211,0.914,300,55,18.3%,288,37,87.2%
15,Bakersfield Condors,Regular Season,,5194,24.035,24.275,68,211,346,557,921,3.103,5.088,1.64,8.191,13:33,2076,30.529,10.2%,2087,30.691,0.908,281,48,17.1%,256,49,80.9%
21,Binghamton Senators,Regular Season,,3811,24.788,25.131,76,202,331,533,1355,2.658,4.355,1.639,7.013,17:50,2124,27.947,9.5%,2180,28.684,0.905,258,46,17.8%,340,62,81.8%
20,Bridgeport Sound Tigers,Regular Season,Playoffs,3940,24.67,25.293,76,206,336,542,1378,2.711,4.421,1.631,7.132,18:08,2199,28.934,9.4%,2032,26.737,0.908,306,37,12.1%,357,54,84.9%
18,Charlotte Checkers,Regular Season,,5905,24.57,24.793,76,208,343,551,1044,2.737,4.513,1.649,7.25,13:44,2299,30.25,9.1%,1953,25.697,0.901,317,60,18.9%,308,51,83.4%
25,Chicago Wolves,Regular Season,,7962,24.887,25.635,76,190,336,526,1218,2.5,4.421,1.768,6.921,16:02,2190,28.816,8.7%,2111,27.776,0.908,302,48,15.9%,314,64,79.6%
4,Grand Rapids Griffins,Regular Season,Playoffs,8542,25.437,25.62,76,237,399,636,1074,3.118,5.25,1.684,8.368,14:08,2529,33.276,9.4%,2209,29.066,0.923,311,49,15.8%,300,49,83.7%
23,Hartford Wolf Pack,Regular Season,,4440,25.332,25.447,76,195,333,528,736,2.566,4.382,1.708,6.947,9:41,2251,29.618,8.7%,2037,26.803,0.914,264,32,12.1%,251,41,83.7%
3,Hershey Bears,Regular Season,Playoffs,9789,25.141,25.233,76,253,445,698,1057,3.329,5.855,1.759,9.184,13:54,2122,27.921,11.9%,1897,24.961,0.902,333,55,16.5%,325,56,82.8%
30,Iowa Wild,Regular Season,,5845,24.638,25.191,76,166,282,448,908,2.184,3.711,1.699,5.895,11:57,2240,29.474,7.4%,2176,28.632,0.912,259,40,15.4%,247,50,79.8%
14,Lake Erie Monsters,Regular Season,Playoffs,8596,25.066,24.793,76,209,352,561,1148,2.75,4.632,1.684,7.382,15:06,2426,31.921,8.6%,1937,25.487,0.918,282,47,16.7%,315,45,85.7%
12,Lehigh Valley Phantoms,Regular Season,,8244,24.806,25.028,76,210,360,570,986,2.763,4.737,1.714,7.5,12:58,2167,28.513,9.7%,2154,28.342,0.911,311,52,16.7%,308,49,84.1%
29,Manitoba Moose,Regular Season,,7285,23.967,23.477,76,180,311,491,1059,2.368,4.092,1.728,6.461,13:56,2057,27.066,8.8%,2294,30.184,0.91,293,50,17.1%,305,61,80.0%
10,Milwaukee Admirals,Regular Season,Playoffs,6168,24.299,23.698,76,217,363,580,1037,2.855,4.776,1.673,7.632,13:39,2259,29.724,9.6%,1969,25.908,0.916,311,66,21.2%,278,42,84.9%
28,Ontario Reign,Regular Season,Playoffs,8569,25.157,25.029,68,192,304,496,1077,2.824,4.471,1.583,7.294,15:50,2184,32.118,8.8%,1624,23.882,0.928,263,42,16.0%,293,33,88.7%
16,Portland Pirates,Regular Season,Playoffs,3363,24.434,25.215,76,214,340,554,957,2.816,4.474,1.589,7.289,12:36,2396,31.526,8.9%,2140,28.158,0.917,289,42,14.5%,279,40,85.7%
5,Providence Bruins,Regular Season,Playoffs,8410,24.123,24.306,76,236,396,632,955,3.105,5.211,1.678,8.316,12:34,2420,31.842,9.8%,1943,25.566,0.913,274,62,22.6%,277,35,87.4%
26,Rochester Americans,Regular Season,,6067,24.229,24.412,76,196,319,515,955,2.579,4.197,1.628,6.776,12:34,2295,30.197,8.5%,2294,30.184,0.907,291,48,16.5%,277,53,80.9%
11,Rockford IceHogs,Regular Season,Playoffs,5013,25.4,25.377,76,212,363,575,1256,2.789,4.776,1.712,7.566,16:32,2385,31.382,8.9%,2067,27.197,0.915,308,45,14.6%,326,57,82.5%
9,San Antonio Rampage,Regular Season,,6137,24.307,24.151,76,210,373,583,1110,2.763,4.908,1.776,7.671,14:36,2253,29.645,9.3%,2312,30.421,0.908,285,48,16.8%,328,64,80.5%
19,San Diego Gulls,Regular Season,Playoffs,8675,25.255,25.493,68,204,340,544,1253,3.0,5.0,1.667,8.0,18:26,2039,29.985,10.0%,1915,28.162,0.912,265,55,20.8%,295,47,84.1%
22,San Jose Barracuda,Regular Season,Playoffs,4431,24.831,24.859,68,195,335,530,832,2.868,4.926,1.718,7.794,12:14,2009,29.544,9.7%,1882,27.676,0.911,272,42,15.4%,250,44,82.4%
24,Springfield Falcons,Regular Season,,3107,24.755,24.945,76,192,335,527,1038,2.526,4.408,1.745,6.934,13:39,2242,29.5,8.6%,2210,29.079,0.9,330,48,14.5%,300,73,75.7%
17,St. John's IceCaps,Regular Season,,5716,23.757,23.279,76,206,346,552,1193,2.711,4.553,1.68,7.263,15:42,2177,28.645,9.5%,2217,29.171,0.908,288,49,17.0%,310,45,85.5%
27,Stockton Heat,Regular Season,,4647,24.353,23.708,68,190,311,501,1041,2.794,4.574,1.637,7.368,15:19,2338,34.382,8.1%,1897,27.897,0.898,305,51,16.7%,263,52,80.2%
8,Syracuse Crunch,Regular Season,,5410,23.524,24.14,76,211,376,587,1293,2.776,4.947,1.782,7.724,17:01,2232,29.368,9.5%,2085,27.434,0.905,304,59,19.4%,299,58,80.6%
2,Texas Stars,Regular Season,Playoffs,5067,24.073,24.056,76,274,466,740,856,3.605,6.132,1.701,9.737,11:16,2490,32.763,11.0%,2203,28.987,0.904,328,68,20.7%,310,59,81.0%
1,Toronto Marlies,Regular Season,Playoffs,6393,24.076,23.826,76,290,498,788,916,3.816,6.553,1.717,10.368,12:03,2469,32.487,11.8%,2068,27.211,0.918,328,57,17.4%,288,46,84.0%
7,Utica Comets,Regular Season,Playoffs,3860,25.468,25.168,76,223,371,594,1029,2.934,4.882,1.664,7.816,13:32,2386,31.395,9.4%,1891,24.882,0.903,342,53,15.5%,314,44,86.0%
6,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,5654,24.595,25.336,76,220,389,609,1124,2.895,5.118,1.768,8.013,14:47,2220,29.211,9.9%,1994,26.237,0.914,318,59,18.6%,317,53,83.3%
