Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
9,Rochester Americans,Regular Season,Playoffs,6052,24.579,24.359,72,233,392,625,776,3.236,5.444,1.682,8.681,10:47,2248,31.222,10.4%,1790,24.861,0.909,272,50,18.4%,243,36,85.2%
26,Rockford IceHogs,Regular Season,Playoffs,4449,24.323,24.495,72,204,335,539,917,2.833,4.653,1.642,7.486,12:44,2004,27.833,10.2%,1836,25.5,0.899,265,46,17.4%,256,49,80.9%
17,San Diego Gulls,Regular Season,,7262,24.51,24.461,72,214,358,572,791,2.972,4.972,1.673,7.944,10:59,1966,27.306,10.9%,1906,26.472,0.891,242,44,18.2%,229,55,76.0%
5,San Jose Barracuda,Regular Season,Playoffs,2324,24.7,25.079,72,241,408,649,1002,3.347,5.667,1.693,9.014,13:55,2315,32.153,10.4%,2049,28.458,0.905,287,69,24.0%,280,49,82.5%
18,Springfield Thunderbirds,Regular Season,Playoffs,6368,24.494,24.987,72,216,356,572,875,3.0,4.944,1.648,7.944,12:09,1909,26.514,11.3%,2202,30.583,0.91,219,44,20.1%,245,51,79.2%
21,Syracuse Crunch,Regular Season,Playoffs,5542,25.416,25.8,72,202,350,552,819,2.806,4.861,1.733,7.667,11:23,1964,27.278,10.3%,1766,24.528,0.914,257,45,17.5%,238,39,83.6%
8,Texas Stars,Regular Season,Playoffs,6041,24.765,25.546,72,236,392,628,844,3.278,5.444,1.661,8.722,11:43,2182,30.306,10.8%,1805,25.069,0.905,233,50,21.5%,246,43,82.5%
24,Toronto Marlies,Regular Season,Playoffs,5854,25.586,25.589,72,205,342,547,821,2.847,4.75,1.668,7.597,11:24,2097,29.125,9.8%,1832,25.444,0.911,247,47,19.0%,274,43,84.3%
13,Tucson Roadrunners,Regular Season,Playoffs,4112,25.441,25.687,72,227,376,603,1063,3.153,5.222,1.656,8.375,14:46,2019,28.042,11.2%,2015,27.986,0.903,224,44,19.6%,269,51,81.0%
30,Utica Comets,Regular Season,,2628,25.417,25.595,72,194,320,514,856,2.694,4.444,1.649,7.139,11:53,1922,26.694,10.1%,1846,25.639,0.897,207,36,17.4%,235,51,78.3%
2,Wilkes-Barre/Scranton Penguins,Regular Season,Playoffs,4565,24.731,24.801,72,242,416,658,993,3.361,5.778,1.719,9.139,13:48,2077,28.847,11.7%,2066,28.694,0.912,230,49,21.3%,248,42,83.1%
