Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
4,Abbotsford Canucks,Regular Season,Playoffs,4152,24.752,24.791,72,238,414,652,852,3.306,5.75,1.739,9.056,11:50,2206,30.639,10.8%,1752,24.333,0.904,268,49,18.3%,262,46,82.4%
14,Bakersfield Condors,Regular Season,,4982,25.461,25.774,72,220,376,596,929,3.056,5.222,1.709,8.278,12:54,2160,30.0,10.2%,1955,27.153,0.901,235,36,15.3%,244,51,79.1%
19,Belleville Senators,Regular Season,,2908,25.121,24.511,72,202,353,555,1029,2.806,4.903,1.748,7.708,14:18,2158,29.972,9.4%,1752,24.333,0.894,281,47,16.7%,270,61,77.4%
31,Bridgeport Islanders,Regular Season,,3665,25.306,25.478,72,181,318,499,933,2.514,4.417,1.757,6.931,12:58,2178,30.25,8.3%,1906,26.472,0.873,269,42,15.6%,240,62,74.2%
6,Calgary Wranglers,Regular Season,Playoffs,4099,24.847,24.753,72,227,409,636,856,3.153,5.681,1.802,8.833,11:53,1984,27.556,11.4%,1996,27.722,0.899,244,49,20.1%,262,53,79.8%
12,Charlotte Checkers,Regular Season,Playoffs,6964,25.471,25.871,72,232,373,605,840,3.222,5.181,1.608,8.403,11:40,2289,31.792,10.1%,1492,20.722,0.9,269,57,21.2%,269,36,86.6%
20,Chicago Wolves,Regular Season,Playoffs,9027,24.905,24.522,72,204,351,555,899,2.833,4.875,1.721,7.708,12:29,2105,29.236,9.7%,1726,23.972,0.894,270,51,18.9%,245,42,82.9%
22,Cleveland Monsters,Regular Season,Playoffs,11438,24.418,24.867,72,202,349,551,936,2.806,4.847,1.728,7.653,13:00,1972,27.389,10.2%,2043,28.375,0.908,255,45,17.6%,248,49,80.2%
10,Coachella Valley Firebirds,Regular Season,Playoffs,7905,24.395,24.42,72,224,400,624,730,3.111,5.556,1.786,8.667,10:08,2195,30.486,10.2%,1813,25.181,0.906,222,42,18.9%,223,33,85.2%
1,Colorado Eagles,Regular Season,Playoffs,5005,25.877,26.742,72,248,410,658,817,3.444,5.694,1.653,9.139,11:21,2090,29.028,11.9%,1808,25.111,0.91,264,53,20.1%,245,37,84.9%
29,Grand Rapids Griffins,Regular Season,Playoffs,7633,24.939,25.508,72,194,326,520,761,2.694,4.528,1.68,7.222,10:34,1966,27.306,9.9%,1853,25.736,0.907,254,44,17.3%,238,41,82.8%
27,Hartford Wolf Pack,Regular Season,,5589,24.863,25.514,72,197,334,531,1051,2.736,4.639,1.695,7.375,14:36,2029,28.181,9.7%,2057,28.569,0.907,227,35,15.4%,270,54,80.0%
25,Henderson Silver Knights,Regular Season,,3498,24.469,25.255,72,199,345,544,1013,2.764,4.792,1.734,7.556,14:04,2094,29.083,9.5%,2003,27.819,0.897,271,49,18.1%,239,50,79.1%
7,Hershey Bears,Regular Season,Playoffs,9743,26.0,27.37,72,231,402,633,771,3.208,5.583,1.74,8.792,10:43,2012,27.944,11.5%,1657,23.014,0.89,265,47,17.7%,219,36,83.6%
28,Iowa Wild,Regular Season,,6236,24.156,24.163,72,200,321,521,821,2.778,4.458,1.605,7.236,11:24,2261,31.403,8.9%,1916,26.611,0.892,268,37,13.8%,237,64,73.0%
11,Laval Rocket,Regular Season,Playoffs,9924,24.477,24.602,72,226,388,614,1093,3.139,5.389,1.717,8.528,15:11,2020,28.056,11.2%,1776,24.667,0.914,264,50,18.9%,279,47,83.2%
23,Lehigh Valley Phantoms,Regular Season,Playoffs,6795,24.712,25.054,72,211,340,551,1022,2.931,4.722,1.611,7.653,14:12,2039,28.319,10.4%,1801,25.014,0.895,226,39,17.3%,264,48,81.8%
32,Manitoba Moose,Regular Season,,3753,24.313,24.953,72,167,269,436,1058,2.319,3.736,1.611,6.056,14:42,1934,26.861,8.6%,1855,25.764,0.891,226,36,15.9%,252,48,81.0%
16,Milwaukee Admirals,Regular Season,Playoffs,6181,25.483,26.3,72,218,357,575,991,3.028,4.958,1.638,7.986,13:46,1881,26.125,11.6%,1984,27.556,0.921,256,50,19.5%,264,38,85.6%
15,Ontario Reign,Regular Season,Playoffs,7567,24.809,25.641,72,218,371,589,960,3.028,5.153,1.702,8.181,13:20,2229,30.958,9.8%,1689,23.458,0.899,254,44,17.3%,255,42,83.5%
3,Providence Bruins,Regular Season,Playoffs,7108,24.981,25.342,72,236,419,655,875,3.278,5.819,1.775,9.097,12:09,2233,31.014,10.6%,1912,26.556,0.917,262,56,21.4%,245,35,85.7%
