Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
7,Abbotsford Heat,Regular Season,Playoffs,3006,24.929,24.823,76,232,404,636,935,3.053,5.316,1.741,8.368,12:18,2256,29.684,10.3%,2212,29.105,0.915,320,70,21.9%,301,62,79.4%
27,Adirondack Phantoms,Regular Season,,4191,24.532,24.544,76,178,303,481,1806,2.342,3.987,1.702,6.329,23:46,2237,29.434,8.0%,2096,27.579,0.909,356,54,15.2%,349,55,84.2%
18,Albany Devils,Regular Season,Playoffs,3359,24.594,24.489,76,213,348,561,1025,2.803,4.579,1.634,7.382,13:29,2131,28.039,10.0%,1739,22.882,0.906,328,53,16.2%,307,53,82.7%
1,Binghamton Senators,Regular Season,Playoffs,3935,23.454,23.574,76,273,467,740,1465,3.592,6.145,1.711,9.737,19:17,2424,31.895,11.3%,2221,29.224,0.909,352,73,20.7%,356,69,80.6%
28,Bridgeport Sound Tigers,Regular Season,,4860,24.0,24.161,76,179,297,476,1818,2.355,3.908,1.659,6.263,23:55,2078,27.342,8.6%,2023,26.618,0.902,355,54,15.2%,411,78,81.0%
12,Charlotte Checkers,Regular Season,,6360,24.509,24.133,76,224,382,606,1096,2.947,5.026,1.705,7.974,14:25,2424,31.895,9.2%,2243,29.513,0.907,327,74,22.6%,318,65,79.6%
10,Chicago Wolves,Regular Season,Playoffs,7926,25.812,25.651,76,231,387,618,994,3.039,5.092,1.675,8.132,13:05,2346,30.868,9.9%,1992,26.211,0.919,342,43,12.6%,341,49,85.6%
5,Grand Rapids Griffins,Regular Season,Playoffs,8219,24.274,24.616,76,233,410,643,929,3.066,5.395,1.76,8.461,12:13,2439,32.092,9.6%,2035,26.776,0.92,307,62,20.2%,313,45,85.6%
29,Hamilton Bulldogs,Regular Season,,4945,23.752,24.115,76,177,286,463,1330,2.329,3.763,1.616,6.092,17:30,2309,30.382,7.7%,2090,27.5,0.912,325,44,13.5%,342,61,82.2%
19,Hartford Wolf Pack,Regular Season,,4070,24.817,25.081,76,196,345,541,1483,2.579,4.539,1.76,7.118,19:31,2097,27.592,9.4%,2001,26.329,0.906,312,47,15.1%,353,68,80.7%
16,Hershey Bears,Regular Season,,9664,25.833,26.516,76,214,360,574,1296,2.816,4.737,1.682,7.553,17:03,2196,28.895,9.7%,2158,28.395,0.915,348,53,15.2%,329,54,83.6%
30,Iowa Wild,Regular Season,,5883,25.445,25.096,76,161,280,441,1211,2.118,3.684,1.739,5.803,15:56,2141,28.171,7.5%,2277,29.961,0.911,294,48,16.3%,301,60,80.1%
23,Lake Erie Monsters,Regular Season,,8144,23.915,24.081,76,189,321,510,1610,2.487,4.224,1.698,6.711,21:11,2236,29.421,8.5%,2083,27.408,0.907,351,57,16.2%,361,64,82.3%
4,Manchester Monarchs,Regular Season,Playoffs,5608,23.859,23.787,76,239,409,648,991,3.145,5.382,1.711,8.526,13:02,2337,30.75,10.2%,1968,25.895,0.918,313,51,16.3%,324,60,81.5%
17,Milwaukee Admirals,Regular Season,Playoffs,5844,24.529,24.603,76,210,356,566,1187,2.763,4.684,1.695,7.447,15:37,2234,29.395,9.4%,2070,27.237,0.919,343,60,17.5%,321,52,83.8%
25,Norfolk Admirals,Regular Season,Playoffs,5003,24.436,24.67,76,191,305,496,1378,2.513,4.013,1.597,6.526,18:08,2073,27.276,9.2%,2135,28.092,0.922,325,52,16.0%,310,37,88.1%
8,Oklahoma City Barons,Regular Season,Playoffs,3348,24.449,24.546,76,235,399,634,1231,3.092,5.25,1.698,8.342,16:12,2432,32.0,9.7%,2307,30.355,0.905,344,76,22.1%,331,70,78.9%
13,Portland Pirates,Regular Season,,2185,23.836,24.111,76,217,379,596,1548,2.855,4.987,1.747,7.842,20:22,2244,29.526,9.7%,2263,29.776,0.895,352,71,20.2%,344,63,81.7%
11,Providence Bruins,Regular Season,Playoffs,8134,24.208,23.945,76,222,394,616,1085,2.921,5.184,1.775,8.105,14:17,2443,32.145,9.1%,2042,26.868,0.913,293,60,20.5%,283,54,80.9%
