Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
10,Laval Rocket,Regular Season,,0,24.489,24.159,36,112,183,295,423,3.111,5.083,1.634,8.194,11:45,1144,31.778,9.8%,763,21.194,0.901,99,17,17.2%,122,21,82.8%
19,Lehigh Valley Phantoms,Regular Season,,0,24.844,25.287,32,95,164,259,340,2.969,5.125,1.726,8.094,10:38,881,27.531,10.8%,846,26.438,0.908,123,22,17.9%,109,18,83.5%
13,Manitoba Moose,Regular Season,,0,23.6,23.558,36,107,169,276,356,2.972,4.694,1.579,7.667,9:53,1094,30.389,9.8%,873,24.25,0.901,135,25,18.5%,109,22,79.8%
2,Ontario Reign,Regular Season,Playoffs,0,23.917,23.729,40,135,230,365,410,3.375,5.75,1.704,9.125,10:15,1223,30.575,11.0%,1067,26.675,0.886,146,21,14.4%,146,27,81.5%
27,Providence Bruins,Regular Season,,0,24.005,23.908,25,78,132,210,352,3.12,5.28,1.692,8.4,14:05,724,28.96,10.8%,672,26.88,0.926,104,19,18.3%,99,15,84.8%
21,Rochester Americans,Regular Season,,0,25.061,24.581,29,87,156,243,421,3.0,5.379,1.793,8.379,14:31,757,26.103,11.5%,825,28.448,0.883,108,27,25.0%,121,30,75.2%
23,Rockford IceHogs,Regular Season,,0,23.957,23.534,32,87,145,232,380,2.719,4.531,1.667,7.25,11:53,868,27.125,10.0%,954,29.813,0.896,104,17,16.3%,116,27,76.7%
1,San Diego Gulls,Regular Season,Playoffs,0,24.505,24.441,44,153,261,414,561,3.477,5.932,1.706,9.409,12:45,1336,30.364,11.5%,1346,30.591,0.909,173,35,20.2%,181,27,85.1%
15,San Jose Barracuda,Regular Season,Playoffs,0,23.737,23.778,36,105,163,268,461,2.917,4.528,1.552,7.444,12:48,1152,32.0,9.1%,944,26.222,0.889,118,21,17.8%,127,33,74.0%
26,Stockton Heat,Regular Season,,0,24.262,24.453,30,78,136,214,369,2.6,4.533,1.744,7.133,12:18,784,26.133,10.0%,835,27.833,0.907,101,18,17.8%,109,22,79.8%
6,Syracuse Crunch,Regular Season,,0,23.122,23.094,32,119,208,327,343,3.719,6.5,1.748,10.219,10:43,879,27.469,13.5%,853,26.656,0.905,100,20,20.0%,129,26,79.8%
7,Texas Stars,Regular Season,,2103,23.783,23.925,38,115,200,315,367,3.026,5.263,1.739,8.289,9:39,1113,29.289,10.3%,1092,28.737,0.905,154,28,18.2%,134,24,82.1%
9,Toronto Marlies,Regular Season,,0,24.264,24.769,35,111,188,299,315,3.171,5.371,1.694,8.543,9:00,1030,29.429,10.8%,977,27.914,0.897,124,21,16.9%,96,17,82.3%
12,Tucson Roadrunners,Regular Season,Playoffs,852,24.078,23.75,36,103,177,280,393,2.861,4.917,1.718,7.778,10:55,1213,33.694,8.5%,997,27.694,0.893,147,24,16.3%,138,21,84.8%
24,Utica Comets,Regular Season,,304,23.418,23.941,28,87,143,230,348,3.107,5.107,1.644,8.214,12:26,907,32.393,9.6%,730,26.071,0.899,124,24,19.4%,110,20,81.8%
22,Wilkes-Barre/Scranton Penguins,Regular Season,,782,24.607,24.563,32,92,148,240,358,2.875,4.625,1.609,7.5,11:11,1000,31.25,9.2%,746,23.313,0.885,133,24,18.0%,117,21,82.1%
