Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
15,Abbotsford Canucks,Regular Season,Playoffs,4291,24.936,24.919,68,228,370,598,927,3.353,5.441,1.623,8.794,13:38,1898,27.912,12.0%,1770,26.029,0.904,287,66,23.0%,295,58,80.3%
12,Bakersfield Condors,Regular Season,Playoffs,3582,24.974,25.577,68,225,382,607,835,3.309,5.618,1.698,8.926,12:17,2174,31.971,10.4%,1682,24.735,0.903,251,47,18.7%,295,54,81.7%
18,Belleville Senators,Regular Season,Playoffs,1626,25.007,24.495,72,214,364,578,886,2.972,5.056,1.701,8.028,12:18,2164,30.056,9.9%,2004,27.833,0.906,269,51,19.0%,303,52,82.8%
19,Bridgeport Islanders,Regular Season,Playoffs,2577,26.342,26.32,72,211,359,570,808,2.931,4.986,1.701,7.917,11:13,2114,29.361,10.0%,2180,30.278,0.91,226,37,16.4%,233,43,81.5%
13,Charlotte Checkers,Regular Season,Playoffs,6398,25.0,24.81,72,230,377,607,850,3.194,5.236,1.639,8.431,11:48,2152,29.889,10.7%,1963,27.264,0.913,250,48,19.2%,253,38,85.0%
2,Chicago Wolves,Regular Season,Playoffs,6152,24.828,24.885,76,260,451,711,859,3.421,5.934,1.735,9.355,11:18,2614,34.395,10.0%,1778,23.395,0.908,321,63,19.6%,256,43,83.2%
28,Cleveland Monsters,Regular Season,,7180,25.209,25.4,76,205,330,535,990,2.697,4.342,1.61,7.039,13:02,2359,31.039,8.7%,2007,26.408,0.893,242,43,17.8%,277,56,79.8%
5,Colorado Eagles,Regular Season,Playoffs,4970,24.431,24.735,68,239,413,652,799,3.515,6.074,1.728,9.588,11:45,2349,34.544,10.2%,1709,25.132,0.896,302,58,19.2%,264,62,76.5%
21,Grand Rapids Griffins,Regular Season,,7028,25.935,26.225,76,207,356,563,810,2.724,4.684,1.72,7.408,10:39,2126,27.974,9.7%,2152,28.316,0.905,281,47,16.7%,252,62,75.4%
27,Hartford Wolf Pack,Regular Season,,3447,25.536,25.195,72,199,336,535,737,2.764,4.667,1.688,7.431,10:14,2077,28.847,9.6%,1935,26.875,0.901,243,46,18.9%,242,53,78.1%
25,Henderson Silver Knights,Regular Season,Playoffs,4245,24.035,23.87,68,205,335,540,942,3.015,4.926,1.634,7.941,13:51,1912,28.118,10.7%,1987,29.221,0.913,277,54,19.5%,307,60,80.5%
24,Hershey Bears,Regular Season,Playoffs,7934,26.037,26.015,76,201,345,546,895,2.645,4.539,1.716,7.184,11:47,2364,31.105,8.5%,1832,24.105,0.907,264,46,17.4%,272,50,81.6%
22,Iowa Wild,Regular Season,,5435,25.711,25.884,72,200,348,548,1071,2.778,4.833,1.74,7.611,14:53,2293,31.847,8.7%,1993,27.681,0.911,276,51,18.5%,278,44,84.2%
8,Laval Rocket,Regular Season,Playoffs,5093,25.153,25.79,72,244,392,636,865,3.389,5.444,1.607,8.833,12:01,2224,30.889,11.0%,2022,28.083,0.907,257,46,17.9%,249,48,80.7%
31,Lehigh Valley Phantoms,Regular Season,,6026,25.175,25.794,76,189,304,493,764,2.487,4.0,1.608,6.487,10:03,2014,26.5,9.4%,1972,25.947,0.901,253,35,13.8%,257,45,82.5%
14,Manitoba Moose,Regular Season,Playoffs,2794,24.236,24.404,72,222,377,599,831,3.083,5.236,1.698,8.319,11:33,2369,32.903,9.4%,1631,22.653,0.895,256,50,19.5%,260,46,82.3%
11,Milwaukee Admirals,Regular Season,Playoffs,4785,25.673,25.987,76,226,392,618,1001,2.974,5.158,1.735,8.132,13:10,2203,28.987,10.3%,2170,28.553,0.91,263,62,23.6%,311,64,79.4%
1,Ontario Reign,Regular Season,Playoffs,6009,24.39,24.899,68,257,456,713,876,3.779,6.706,1.774,10.485,12:53,1964,28.882,13.1%,1907,28.044,0.9,262,72,27.5%,266,62,76.7%
23,Providence Bruins,Regular Season,Playoffs,6837,25.235,25.253,72,195,351,546,888,2.708,4.875,1.8,7.583,12:20,2249,31.236,8.7%,1989,27.625,0.92,299,52,17.4%,278,43,84.5%
3,Rochester Americans,Regular Season,Playoffs,4075,25.648,25.355,76,251,440,691,916,3.303,5.789,1.753,9.092,12:03,2096,27.579,12.0%,2184,28.737,0.898,277,65,23.5%,264,54,79.5%
17,Rockford IceHogs,Regular Season,Playoffs,2962,24.399,24.145,72,216,363,579,921,3.0,5.042,1.681,8.042,12:48,1933,26.847,11.1%,2186,30.361,0.913,227,44,19.4%,249,45,81.9%
29,San Diego Gulls,Regular Season,Playoffs,6992,24.255,24.399,68,196,333,529,997,2.882,4.897,1.699,7.779,14:40,1723,25.338,11.3%,1853,27.25,0.9,268,53,19.8%,258,49,81.0%
