Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
17,Albany River Rats,Regular Season,,3538,24.016,23.976,80,211,369,580,1522,2.638,4.613,1.749,7.25,19:01,2433,30.413,8.7%,2281,28.513,0.903,410,60,14.6%,350,57,83.7%
16,Binghamton Senators,Regular Season,,3916,24.758,24.881,80,226,374,600,1590,2.825,4.675,1.655,7.5,19:53,2448,30.6,9.2%,2390,29.875,0.913,384,87,22.7%,441,79,82.1%
7,Bridgeport Sound Tigers,Regular Season,Playoffs,4527,25.351,25.005,80,234,421,655,1150,2.925,5.263,1.799,8.188,14:23,2456,30.7,9.5%,2142,26.775,0.913,400,72,18.0%,364,60,83.5%
18,Chicago Wolves,Regular Season,,7315,25.291,25.909,80,218,362,580,1262,2.725,4.525,1.661,7.25,15:47,2441,30.513,8.9%,2077,25.963,0.909,459,69,15.0%,405,74,81.7%
4,Grand Rapids Griffins,Regular Season,Playoffs,7447,25.117,24.681,80,249,434,683,951,3.113,5.425,1.743,8.538,11:53,2506,31.325,9.9%,2212,27.65,0.911,391,77,19.7%,357,51,85.7%
3,Hamilton Bulldogs,Regular Season,Playoffs,4623,24.128,24.298,80,259,430,689,1344,3.238,5.375,1.66,8.613,16:48,2337,29.213,11.1%,2255,28.188,0.92,399,76,19.0%,376,72,80.9%
6,Hartford Wolf Pack,Regular Season,Playoffs,4190,24.063,24.087,80,239,417,656,1686,2.988,5.213,1.745,8.2,21:04,2370,29.625,10.1%,2113,26.413,0.911,377,66,17.5%,411,74,82.0%
1,Hershey Bears,Regular Season,Playoffs,8987,24.772,25.138,80,289,515,804,1582,3.613,6.438,1.782,10.05,19:46,2715,33.938,10.6%,2032,25.4,0.898,423,82,19.4%,429,92,78.6%
19,Houston Aeros,Regular Season,Playoffs,5982,25.078,24.984,80,212,368,580,1415,2.65,4.6,1.736,7.25,17:41,2064,25.8,10.3%,1962,24.525,0.904,409,82,20.0%,389,58,85.1%
26,Iowa Chops,Regular Season,,4322,24.564,24.773,80,208,346,554,1421,2.6,4.325,1.663,6.925,17:46,2072,25.9,10.0%,2032,25.4,0.893,385,62,16.1%,405,78,80.7%
27,Lake Erie Monsters,Regular Season,,5934,24.197,24.516,80,197,321,518,1280,2.463,4.013,1.629,6.475,16:00,2164,27.05,9.1%,2125,26.563,0.911,413,47,11.4%,387,61,84.2%
22,Lowell Devils,Regular Season,,2293,24.291,24.289,80,209,355,564,1440,2.613,4.438,1.699,7.05,18:00,2381,29.763,8.8%,2384,29.8,0.912,373,57,15.3%,359,64,82.2%
20,Manchester Monarchs,Regular Season,,5882,23.684,23.673,80,203,371,574,1337,2.538,4.638,1.828,7.175,16:43,2413,30.163,8.4%,2139,26.738,0.914,358,63,17.6%,378,56,85.2%
10,Manitoba Moose,Regular Season,Playoffs,7769,25.146,26.083,80,233,396,629,1355,2.913,4.95,1.7,7.863,16:56,2167,27.088,10.8%,2068,25.85,0.921,383,63,16.4%,375,54,85.6%
12,Milwaukee Admirals,Regular Season,Playoffs,5877,24.305,24.012,80,225,394,619,1316,2.813,4.925,1.751,7.738,16:27,2149,26.863,10.5%,2114,26.425,0.922,382,69,18.1%,424,55,87.0%
9,Norfolk Admirals,Regular Season,,4109,24.924,24.568,80,234,396,630,1830,2.925,4.95,1.692,7.875,22:53,2699,33.738,8.7%,2382,29.775,0.904,375,66,17.6%,423,75,82.3%
