Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
25,Peoria Rivermen,Regular Season,Playoffs,4018,24.903,25.178,80,209,346,555,1500,2.613,4.325,1.656,6.938,18:45,2206,27.575,9.5%,2025,25.313,0.912,390,64,16.4%,397,65,83.6%
13,Philadelphia Phantoms,Regular Season,Playoffs,6459,23.906,24.028,80,229,376,605,1420,2.863,4.7,1.642,7.563,17:45,2216,27.7,10.3%,2479,30.988,0.918,380,70,18.4%,415,66,84.1%
5,Portland Pirates,Regular Season,Playoffs,4828,24.494,24.396,80,246,429,675,1179,3.075,5.363,1.744,8.438,14:44,2405,30.063,10.2%,2376,29.7,0.911,401,68,17.0%,341,53,84.5%
11,Providence Bruins,Regular Season,Playoffs,6342,23.656,23.135,80,230,398,628,1306,2.875,4.975,1.73,7.85,16:20,2495,31.188,9.2%,2162,27.025,0.908,399,61,15.3%,384,70,81.8%
21,Quad City Flames,Regular Season,,3034,24.414,24.775,80,207,360,567,1405,2.588,4.5,1.739,7.088,17:34,2549,31.863,8.1%,1894,23.675,0.905,403,66,16.4%,394,60,84.8%
29,Rochester Americans,Regular Season,,4079,23.889,23.42,80,179,313,492,1265,2.238,3.913,1.749,6.15,15:49,2137,26.713,8.4%,2297,28.713,0.906,382,51,13.4%,412,85,79.4%
15,Rockford IceHogs,Regular Season,Playoffs,3908,23.905,23.783,80,218,384,602,1427,2.725,4.8,1.761,7.525,17:50,2359,29.488,9.2%,2192,27.4,0.916,404,57,14.1%,408,78,80.9%
23,San Antonio Rampage,Regular Season,,5167,24.474,24.802,80,204,357,561,1802,2.55,4.463,1.75,7.013,22:31,2480,31.0,8.2%,2069,25.863,0.901,415,68,16.4%,405,57,85.9%
28,Springfield Falcons,Regular Season,,3951,24.197,24.228,80,181,320,501,1504,2.263,4.0,1.768,6.263,18:48,2191,27.388,8.3%,2306,28.825,0.905,400,62,15.5%,423,79,81.3%
24,Syracuse Crunch,Regular Season,,5210,24.02,24.937,80,207,351,558,1810,2.588,4.388,1.696,6.975,22:38,2406,30.075,8.6%,2310,28.875,0.916,420,64,15.2%,440,70,84.1%
8,Toronto Marlies,Regular Season,Playoffs,3728,24.788,24.92,80,236,402,638,1535,2.95,5.025,1.703,7.975,19:11,2468,30.85,9.6%,1930,24.125,0.901,372,76,20.4%,404,72,82.2%
2,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,6983,25.225,25.003,80,268,473,741,1398,3.35,5.913,1.765,9.263,17:29,2595,32.438,10.3%,2065,25.813,0.911,400,77,19.3%,388,62,84.0%
14,Worcester Sharks,Regular Season,Playoffs,3902,25.317,25.208,80,221,383,604,1416,2.763,4.788,1.733,7.55,17:42,2818,35.225,7.8%,1922,24.025,0.9,380,60,15.8%,383,65,83.0%
