Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
22,Albany River Rats,Regular Season,,3454,25.258,24.974,80,182,300,482,1467,2.275,3.75,1.648,6.025,18:20,2199,27.488,8.3%,2229,27.863,0.9,360,46,12.8%,369,62,83.2%
15,Binghamton Senators,Regular Season,Playoffs,4360,24.969,24.832,80,210,338,548,1995,2.625,4.225,1.61,6.85,24:56,2277,28.463,9.2%,2320,29.0,0.917,400,61,15.3%,388,58,85.1%
24,Bridgeport Sound Tigers,Regular Season,Playoffs,4864,25.626,26.12,80,178,299,477,1171,2.225,3.738,1.68,5.963,14:38,2030,25.375,8.8%,2053,25.663,0.939,395,50,12.7%,332,31,90.7%
2,Chicago Wolves,Regular Season,Playoffs,8005,25.524,26.142,80,246,414,660,1632,3.075,5.175,1.683,8.25,20:24,2408,30.1,10.2%,2388,29.85,0.922,424,76,17.9%,396,55,86.1%
21,Cincinnati Mighty Ducks,Regular Season,Playoffs,4535,24.128,23.956,80,188,320,508,1613,2.35,4.0,1.702,6.35,20:10,2444,30.55,7.7%,2123,26.538,0.912,373,45,12.1%,370,42,88.6%
4,Cleveland Barons,Regular Season,Playoffs,4212,23.62,23.44,80,235,397,632,1451,2.938,4.963,1.689,7.9,18:08,2416,30.2,9.7%,2442,30.525,0.921,324,54,16.7%,378,75,80.2%
18,Grand Rapids Griffins,Regular Season,Playoffs,6727,26.796,27.635,80,195,336,531,1251,2.438,4.2,1.723,6.638,15:38,2162,27.025,9.0%,2168,27.1,0.931,362,60,16.6%,384,50,87.0%
5,Hamilton Bulldogs,Regular Season,Playoffs,5110,23.775,23.884,80,235,391,626,1226,2.938,4.888,1.664,7.825,15:20,2708,33.85,8.7%,1978,24.725,0.913,381,61,16.0%,367,50,86.4%
19,Hartford Wolf Pack,Regular Season,Playoffs,5514,24.588,25.017,80,198,328,526,1632,2.475,4.1,1.657,6.575,20:24,2501,31.263,7.9%,1924,24.05,0.93,326,40,12.3%,401,50,87.5%
16,Hershey Bears,Regular Season,,7469,24.738,25.055,80,203,341,544,1599,2.538,4.263,1.68,6.8,19:59,2603,32.538,7.8%,2462,30.775,0.921,369,57,15.4%,388,61,84.3%
17,Houston Aeros,Regular Season,Playoffs,5362,24.505,24.258,80,197,339,536,1602,2.463,4.238,1.721,6.7,20:01,2659,33.238,7.4%,2029,25.363,0.905,439,53,12.1%,360,55,84.7%
14,Lowell Lock Monsters,Regular Season,,4029,23.737,23.646,80,208,345,553,1301,2.6,4.313,1.659,6.913,16:16,2445,30.563,8.5%,2242,28.025,0.904,350,56,16.0%,330,61,81.5%
6,Manchester Monarchs,Regular Season,Playoffs,9140,25.131,25.259,80,223,395,618,1438,2.788,4.938,1.771,7.725,17:59,2480,31.0,9.0%,1968,24.6,0.918,348,49,14.1%,363,52,85.7%
12,Manitoba Moose,Regular Season,,6914,24.721,24.883,80,214,343,557,1370,2.675,4.288,1.603,6.963,17:08,2470,30.875,8.7%,2192,27.4,0.907,429,61,14.2%,356,62,82.6%
1,Milwaukee Admirals,Regular Season,Playoffs,4574,25.665,25.87,80,269,428,697,1383,3.363,5.35,1.591,8.713,17:17,2686,33.575,10.0%,2095,26.188,0.92,429,67,15.6%,372,51,86.3%
25,Norfolk Admirals,Regular Season,Playoffs,3991,23.881,23.36,80,172,293,465,1580,2.15,3.663,1.703,5.813,19:45,2408,30.1,7.1%,1791,22.388,0.912,336,42,12.5%,397,45,88.7%
8,Philadelphia Phantoms,Regular Season,Playoffs,7261,25.907,26.524,80,216,384,600,2241,2.7,4.8,1.778,7.5,28:01,2257,28.213,9.5%,1900,23.75,0.922,413,67,16.2%,455,56,87.7%
27,Portland Pirates,Regular Season,Playoffs,4072,24.674,24.638,80,156,280,436,1127,1.95,3.5,1.795,5.45,14:05,2194,27.425,7.1%,2165,27.063,0.934,337,36,10.7%,305,32,89.5%
26,Providence Bruins,Regular Season,Playoffs,7497,25.507,25.292,80,170,279,449,1719,2.125,3.488,1.641,5.613,21:29,2161,27.013,7.9%,2296,28.7,0.933,379,58,15.3%,406,62,84.7%
11,Rochester Americans,Regular Season,Playoffs,7425,25.45,25.627,80,207,355,562,1754,2.588,4.438,1.715,7.025,21:56,2458,30.725,8.4%,2173,27.163,0.924,392,71,18.1%,399,51,87.2%
20,San Antonio Rampage,Regular Season,,4947,24.163,23.86,80,191,320,511,1307,2.388,4.0,1.675,6.388,16:20,2172,27.15,8.8%,2388,29.85,0.915,296,47,15.9%,365,62,83.0%
