Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Joe Johnson,57,57.0,41.4,25.0,0.9,3.3,4.2,4.4,1.1,0.2,3.1,2.0,1.4,9.4,20.0,47.1,2.1,5.5,38.1,4.1,5.5,74.8,7.3,14.5,50.4,1.252,0.52,G,False
Josh Smith,72,72.0,36.8,16.4,2.3,6.3,8.6,3.3,1.4,2.9,3.2,3.3,1.0,6.1,13.8,43.9,0.5,2.1,25.0,3.7,5.4,69.3,5.5,11.7,47.3,1.186,0.46,PF,False
Marvin Williams,64,63.0,34.0,13.1,1.3,4.0,5.3,1.9,0.8,0.5,2.0,3.0,1.0,4.8,11.0,43.3,0.2,0.7,24.4,3.4,4.1,81.5,4.6,10.3,44.6,1.188,0.44,F,False
Josh Childress,55,13.0,36.8,13.0,2.2,3.9,6.2,2.3,1.1,0.7,1.5,2.1,1.6,4.7,9.4,50.4,0.5,1.4,33.8,3.0,3.8,79.5,4.3,8.0,53.3,1.38,0.53,F,False
Zaza Pachulia,72,47.0,28.1,12.2,2.8,4.2,6.9,1.5,1.1,0.5,2.3,3.7,0.7,4.0,8.5,47.4,0.0,0.0,0.0,4.1,5.2,78.6,4.0,8.5,47.5,1.425,0.47,C,False
Tyronn Lue,56,17.0,26.6,11.4,0.3,1.5,1.9,3.6,0.4,0.0,1.5,1.8,2.4,3.9,9.4,41.6,1.0,2.9,34.8,2.6,2.9,88.3,2.9,6.5,44.6,1.214,0.47,PG,False
Salim Stoudamire,61,0.0,17.0,7.7,0.1,1.1,1.2,1.0,0.3,0.0,0.9,1.4,1.1,2.9,7.0,41.6,0.9,2.5,36.1,1.0,1.1,89.7,2.0,4.4,44.8,1.108,0.48,SG,False
Anthony Johnson,27,17.0,27.4,7.5,0.3,1.6,2.0,4.6,0.6,0.1,1.7,1.9,2.7,3.0,7.3,41.6,0.5,1.6,31.8,0.9,1.2,78.1,2.5,5.7,44.4,1.03,0.45,PG,True
Shelden Williams,81,31.0,18.7,5.5,1.6,3.8,5.4,0.5,0.6,0.5,1.2,2.5,0.5,2.0,4.5,45.5,0.0,0.0,50.0,1.4,1.8,76.4,2.0,4.5,45.4,1.216,0.46,C,False
Speedy Claxton,42,31.0,25.1,5.3,0.3,1.6,1.9,4.4,1.7,0.1,1.8,3.1,2.5,2.2,6.6,32.7,0.1,0.7,21.4,0.8,1.4,55.0,2.0,6.0,34.0,0.795,0.34,PG,False
Solomon Jones,58,8.0,11.5,3.3,0.8,1.5,2.3,0.2,0.2,0.7,0.4,2.1,0.4,1.1,2.2,50.8,0.0,0.0,0.0,1.0,1.3,78.7,1.1,2.2,51.2,1.477,0.51,PF,False
Slava Medvedenko,14,0.0,5.8,3.0,0.3,0.7,1.0,0.1,0.0,0.1,0.4,1.1,0.4,0.9,2.1,41.4,0.1,0.1,50.0,1.2,1.4,85.0,0.8,1.9,40.7,1.448,0.43,PF,False
Royal Ivey,53,18.0,10.2,3.0,0.3,0.7,1.0,0.8,0.5,0.1,0.6,1.2,1.5,1.2,2.7,44.8,0.1,0.3,31.3,0.5,0.7,68.6,1.1,2.4,46.5,1.098,0.47,PG,False
Dijon Thompson,6,0.0,8.3,2.8,0.5,0.8,1.3,0.3,0.0,0.0,0.2,0.3,2.0,1.0,2.5,40.0,0.0,0.3,0.0,0.8,1.0,83.3,1.0,2.2,46.2,1.133,0.4,SF,False
Lorenzen Wright,67,31.0,15.4,2.6,1.3,2.0,3.2,0.6,0.4,0.4,0.6,3.0,1.0,1.2,2.7,44.8,0.0,0.0,0.0,0.1,0.5,28.1,1.2,2.7,44.8,0.945,0.45,PF,False
Matt Freije,19,0.0,7.7,2.1,0.4,0.8,1.3,0.4,0.2,0.1,0.2,0.7,2.3,0.8,2.8,29.6,0.2,1.2,13.6,0.3,0.3,83.3,0.7,1.7,40.6,0.741,0.32,SF,False
Jeremy Richardson,5,0.0,3.8,1.6,0.2,0.2,0.4,0.0,0.2,0.0,0.2,0.4,0.0,0.6,1.2,50.0,0.4,0.6,66.7,0.0,0.0,0.0,0.2,0.6,33.3,1.333,0.67,SG,True
Esteban Batista,13,0.0,6.2,1.5,0.5,1.8,2.3,0.3,0.2,0.0,0.3,1.0,1.0,0.6,1.2,50.0,0.0,0.0,0.0,0.3,0.5,57.1,0.6,1.2,50.0,1.25,0.5,PF,False
Cedric Bozeman,23,5.0,8.7,1.1,0.1,0.9,1.0,0.4,0.2,0.1,0.4,1.4,1.0,0.5,1.7,28.2,0.1,0.6,15.4,0.1,0.3,33.3,0.4,1.1,34.6,0.667,0.31,SG,False
Total,82,,,93.7,11.9,28.2,40.1,19.2,7.4,5.4,15.9,24.0,1.2,34.5,77.7,44.4,4.2,12.7,32.9,20.5,26.9,76.1,30.4,65.0,46.7,1.205,0.47,Total,False
