Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,Vancouver Warriors,G,11,0,4,4,0,0,0,0,0,7,1,1,0,0/0,-
Adam Charalambides,Vancouver Warriors,F,17,21,38,59,24,7,15,0,85,49,6,1,120,1/1,100%
Aden Walsh,Vancouver Warriors,G,16,0,0,0,0,0,0,0,8,5,0,0,1,0/0,-
Aidan Solomon,Vancouver Warriors,D,6,0,1,1,0,0,0,0,14,1,4,0,0,0/0,-
Anthony Kalinich,Vancouver Warriors,D,14,0,0,0,12,0,0,0,30,8,4,2,2,0/0,-
Brandon Goodwin,Vancouver Warriors,T,16,4,13,17,16,0,0,0,61,17,13,6,16,0/0,-
Brett Mydske,Vancouver Warriors,D,18,1,9,10,10,0,1,1,110,20,18,21,6,0/0,-
Brody Harris,Vancouver Warriors,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Chase Scanlan,Vancouver Warriors,F,14,13,11,24,6,0,0,0,43,24,3,1,57,0/1,-
Connor Goodwin,Vancouver Warriors,F,10,0,3,3,4,0,0,0,31,12,9,3,4,0/0,-
Ethan Woods,Vancouver Warriors,G,4,0,1,1,0,0,0,0,0,1,0,0,0,0/0,-
Harrison Smith,Vancouver Warriors,D,1,0,0,0,0,0,0,0,4,1,0,0,1,0/0,-
Jacob Motiuk,Vancouver Warriors,T,3,0,2,2,2,0,1,0,7,2,0,0,1,1/3,33%
Jonathan Gagliardi,Vancouver Warriors,T,17,0,4,4,8,0,0,0,63,7,9,6,8,15/56,27%
Justin Salt,Vancouver Warriors,T,6,0,2,2,6,0,0,0,9,0,2,3,1,0/0,-
Keegan Bal,Vancouver Warriors,F,17,34,53,87,6,9,15,1,67,58,4,0,145,1/1,100%
Kyle Killen,Vancouver Warriors,F,18,29,23,52,14,5,4,1,47,25,4,0,140,0/0,-
Logan Schuss,Vancouver Warriors,F,7,8,7,15,0,1,1,0,25,10,1,0,42,0/0,-
Marcus Klarich,Vancouver Warriors,T,3,0,2,2,0,0,0,0,7,3,1,0,13,0/0,-
Matt Delmonico,Vancouver Warriors,F,10,1,3,4,0,0,0,0,23,5,8,2,13,0/0,-
Owen Barker,Vancouver Warriors,D,18,3,5,8,26,0,0,0,59,11,13,8,8,0/3,-
Reid Bowering,Vancouver Warriors,D,15,5,12,17,8,0,1,1,210,26,28,22,29,0/1,-
Riley Loewen,Vancouver Warriors,F,13,15,25,40,2,6,8,0,33,22,2,1,70,0/0,-
Ryan Martel,Vancouver Warriors,F,13,17,8,25,10,1,1,0,50,28,3,1,67,9/21,43%
Shawn Evans,Vancouver Warriors,F,16,22,41,63,82,6,10,0,94,76,2,1,106,0/0,-
Steph Charbonneau,Vancouver Warriors,D,15,1,3,4,12,0,1,0,56,9,13,17,11,1/1,100%
Steve Fryer,Vancouver Warriors,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Tyler Codron,Vancouver Warriors,D,18,1,5,6,21,0,0,1,62,6,9,14,7,0/0,-
Tyrell Hamer-Jackson,Vancouver Warriors,D,15,1,1,2,4,0,0,0,73,9,0,0,7,240/416,58%
Tyson Kirkness,Vancouver Warriors,D,3,0,0,0,6,0,0,0,6,2,3,1,0,0/0,-
