Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Crepinsek,Philadelphia Wings,D,16,1,3,4,2,0,0,0,63,9,9,6,4,0/1,-
Alex Pace,Philadelphia Wings,D,18,0,3,3,14,0,0,0,81,14,10,12,5,0/0,-
Angus Goodleaf,Philadelphia Wings,G,18,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Ben McIntosh,Philadelphia Wings,F,18,39,34,73,6,11,5,1,75,42,2,0,145,0/0,-
Blake Gibson-McDonald,Philadelphia Wings,T,12,0,1,1,10,0,0,0,18,3,8,4,2,0/0,-
Blaze Riorden,Philadelphia Wings,F,18,34,39,73,9,5,6,2,74,37,1,0,138,1/1,100%
Brock Sorensen,Philadelphia Wings,D,1,0,0,0,0,0,0,0,2,1,0,2,0,0/0,-
Chad Tutton,Philadelphia Wings,D,18,5,13,18,25,0,0,0,124,23,29,12,17,0/1,-
Cory Vitarelli,Philadelphia Wings,F,3,1,4,5,2,0,0,0,8,10,0,0,5,1/1,100%
Eric Shewell,Philadelphia Wings,D,18,1,2,3,21,0,0,0,34,5,11,6,3,0/0,-
George Downey,Philadelphia Wings,F,1,0,0,0,0,0,0,0,0,2,0,0,1,0/0,-
Hunter Lemieux,Philadelphia Wings,F,7,3,1,4,2,0,0,0,8,10,1,0,16,0/0,-
Ian Llord,Philadelphia Wings,D,13,0,2,2,13,0,0,0,31,2,11,7,0,0/0,-
Isaiah Davis-Allen,Philadelphia Wings,D,18,2,4,6,0,0,0,0,58,5,4,4,4,10/38,26%
Joe Resetarits,Philadelphia Wings,F,18,41,69,110,2,4,13,1,62,73,0,0,193,0/0,-
John Ranagan,Philadelphia Wings,D,15,2,5,7,10,0,0,0,30,6,6,8,9,0/1,-
Kiel Matisz,Philadelphia Wings,T,18,5,26,31,10,0,0,0,80,19,4,5,36,0/0,-
Liam Byrnes,Philadelphia Wings,D,17,2,4,6,14,0,0,0,72,11,15,2,9,0/0,-
Marcus Minichiello,Philadelphia Wings,D,14,0,1,1,6,0,0,0,35,2,3,1,2,0/0,-
Matt Rambo,Philadelphia Wings,F,11,10,28,38,2,2,5,0,33,25,1,0,59,0/0,-
Mitch Jones,Philadelphia Wings,F,19,44,82,126,14,13,20,0,119,98,4,4,183,0/1,-
Ryan Wagner,Philadelphia Wings,D,12,0,5,5,2,0,1,0,78,15,11,19,5,0/0,-
Sam LeClair,Philadelphia Wings,F,17,11,6,17,2,0,0,0,31,20,0,0,57,0/0,-
Taite Cattoni,Philadelphia Wings,F,13,11,14,25,4,2,5,0,46,33,1,0,50,0/0,-
Trevor Baptiste,Philadelphia Wings,T,17,2,4,6,8,0,0,0,218,23,7,7,11,306/436,70%
Zach Higgins,Philadelphia Wings,G,18,0,1,1,0,0,0,0,5,6,1,0,0,0/0,-
