Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brandon Clelland,Las Vegas Desert Dogs,T,17,2,0,2,6,0,0,0,33,7,9,5,6,219/403,54%
Charlie Bertrand,Las Vegas Desert Dogs,F,13,16,22,38,5,1,0,2,41,33,1,0,76,0/0,-
Colin Kirst,Las Vegas Desert Dogs,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Connor Kirst,Las Vegas Desert Dogs,T,18,10,11,21,8,0,0,0,102,17,21,4,24,24/56,43%
Conrad Chapman,Las Vegas Desert Dogs,T,10,0,0,0,6,0,0,0,23,6,7,8,2,0/0,-
Emerson Clark,Las Vegas Desert Dogs,F,5,1,0,1,47,0,0,0,5,0,1,0,10,0/0,-
Erik Turner,Las Vegas Desert Dogs,T,14,4,2,6,4,0,0,0,53,5,11,10,8,6/12,50%
Griffin Hall,Las Vegas Desert Dogs,D,12,0,3,3,8,0,0,0,21,4,5,7,3,0/0,-
Jack Hannah,Las Vegas Desert Dogs,F,18,33,31,64,9,10,6,2,61,43,2,0,145,0/0,-
Jackson Suboch,Las Vegas Desert Dogs,D,11,0,1,1,69,0,0,0,17,2,1,4,1,0/0,-
Jacob Ruest,Las Vegas Desert Dogs,F,17,11,19,30,10,1,0,0,119,32,11,3,60,0/0,-
James Barclay,Las Vegas Desert Dogs,D,18,0,5,5,4,0,1,0,109,10,25,29,2,0/0,-
Joe Robertson,Las Vegas Desert Dogs,F,1,0,0,0,0,0,0,0,3,3,0,0,1,0/0,-
Joel Watson,Las Vegas Desert Dogs,G,18,0,0,0,0,0,0,0,2,1,1,0,0,0/0,-
John Wagner,Las Vegas Desert Dogs,F,15,6,9,15,10,0,1,0,115,22,33,14,28,0/0,-
Jon Phillips,Las Vegas Desert Dogs,F,16,21,24,45,2,4,4,1,36,27,0,0,78,0/0,-
Landon Kells,Las Vegas Desert Dogs,G,17,0,5,5,2,0,0,0,19,9,0,1,0,0/0,-
Marshal King,Las Vegas Desert Dogs,F,12,7,10,17,0,1,1,0,17,6,1,0,30,0/0,-
Nick Ellerton,Las Vegas Desert Dogs,D,8,1,1,2,4,0,0,0,22,8,4,8,2,0/0,-
Peytin Wallace,Las Vegas Desert Dogs,D,1,0,0,0,0,0,0,0,2,0,0,0,0,0/0,-
Reid Reinholdt,Las Vegas Desert Dogs,F,16,6,8,14,21,0,0,0,62,15,4,2,26,0/0,-
Rob Hellyer,Las Vegas Desert Dogs,F,18,21,71,92,9,3,21,1,67,54,0,0,127,0/0,-
Sam Firth,Las Vegas Desert Dogs,F,13,6,12,18,6,1,2,0,16,17,2,0,39,0/0,-
Tor Reinholdt,Las Vegas Desert Dogs,D,18,0,7,7,40,0,0,0,144,21,14,9,7,0/0,-
Travis Cornwall,Las Vegas Desert Dogs,D,5,1,1,2,2,0,0,0,10,0,6,3,3,0/0,-
Tyson Roe,Las Vegas Desert Dogs,D,3,0,0,0,2,0,0,0,5,1,0,1,1,0/0,-
Zack Greer,Las Vegas Desert Dogs,F,16,33,22,55,20,9,8,0,46,47,0,0,126,0/0,-
