Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Hasen,Rochester Knighthawks,F,18,4,21,25,2,0,0,0,26,30,0,0,35,0/0,-
Brad Gillies,Rochester Knighthawks,T,17,7,6,13,0,0,0,1,57,6,15,11,19,0/0,-
Connor Fields,Rochester Knighthawks,F,17,52,60,112,12,6,10,1,142,68,3,0,206,0/0,-
Curtis Knight,Rochester Knighthawks,F,16,15,42,57,6,1,5,0,73,30,10,2,80,1/1,100%
Curtis Romanchych,Rochester Knighthawks,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Dan Coates,Rochester Knighthawks,D,11,2,5,7,4,0,0,0,61,9,11,11,4,6/18,33%
Ethan Schott,Rochester Knighthawks,D,14,1,3,4,9,0,0,0,35,3,10,2,2,0/1,-
Holden Cattoni,Rochester Knighthawks,F,18,40,44,84,4,5,10,2,70,45,1,0,184,0/0,-
Joe Post,Rochester Knighthawks,T,5,0,0,0,0,0,0,0,28,2,0,0,1,63/131,48%
Jordan Stouros,Rochester Knighthawks,T,12,1,3,4,0,0,0,0,37,4,6,3,3,0/7,-
Matt Gilray,Rochester Knighthawks,T,18,10,17,27,2,0,1,0,154,14,26,11,34,0/0,-
Matthew Bennett,Rochester Knighthawks,D,17,0,5,5,18,0,0,0,56,18,8,3,6,0/0,-
Mitch Ogilvie,Rochester Knighthawks,D,18,1,7,8,4,0,0,1,116,8,21,13,10,1/1,100%
Parker Pipher,Rochester Knighthawks,T,3,3,5,8,2,0,0,0,11,5,0,0,10,0/0,-
Paul Dawson,Rochester Knighthawks,D,18,2,5,7,28,0,0,0,74,14,6,10,4,0/0,-
Riley Hutchcraft,Rochester Knighthawks,G,18,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Ryan Smith,Rochester Knighthawks,F,17,33,42,75,0,11,9,0,84,53,3,0,165,0/0,-
Rylan Hartley,Rochester Knighthawks,G,18,0,3,3,15,0,0,0,32,14,2,0,0,0/0,-
Ryland Rees,Rochester Knighthawks,T,16,7,9,16,8,0,1,0,82,14,26,9,14,0/1,-
Thomas Hoggarth,Rochester Knighthawks,F,17,30,24,54,6,2,3,0,65,37,2,1,126,0/0,-
Thomas Vela,Rochester Knighthawks,F,4,2,2,4,2,0,0,1,10,10,0,0,16,0/0,-
Turner Evans,Rochester Knighthawks,F,18,8,31,39,2,1,3,0,63,35,0,1,49,0/0,-
Tyler Biles,Rochester Knighthawks,D,16,0,2,2,24,0,0,0,37,3,5,5,1,0/0,-
Tyler Halls,Rochester Knighthawks,D,15,0,7,7,10,0,0,0,86,5,10,5,4,127/338,38%
