Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Buque,Saskatchewan Rush,G,16,0,3,3,2,0,0,0,5,5,1,0,0,0/0,-
Austin Madronic,Saskatchewan Rush,F,17,12,11,23,5,0,0,0,40,23,1,1,57,0/5,-
Bobby Kidd III,Saskatchewan Rush,D,17,1,11,12,6,0,0,0,88,11,20,12,9,24/78,31%
Clark Walter,Saskatchewan Rush,F,10,13,7,20,2,4,1,0,37,20,3,2,47,0/0,-
Connor McClelland,Saskatchewan Rush,D,18,2,2,4,10,0,0,0,67,6,10,11,10,0/0,-
Dan Lintner,Saskatchewan Rush,F,15,22,10,32,14,6,2,0,25,26,2,0,90,0/0,-
Eric Penney,Saskatchewan Rush,G,16,0,3,3,0,0,1,0,4,1,0,0,0,0/0,-
Holden Garlent,Saskatchewan Rush,D,18,4,9,13,14,0,0,1,92,14,13,8,21,0/2,-
Isaac Ngyou,Saskatchewan Rush,D,4,0,0,0,2,0,0,0,9,3,0,0,0,0/0,-
Jake Boudreau,Saskatchewan Rush,T,18,6,7,13,8,0,0,0,94,16,12,3,24,0/0,-
Jeremy Searle,Saskatchewan Rush,T,3,0,0,0,2,0,0,0,5,3,2,0,0,0/0,-
Jerrett Smith,Saskatchewan Rush,D,18,3,14,17,2,0,0,0,71,12,8,9,18,0/1,-
Kyle Rubisch,Saskatchewan Rush,D,18,1,7,8,4,0,1,0,123,9,31,9,7,0/0,-
Laine Hruska,Saskatchewan Rush,G,4,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Mark Matthews,Saskatchewan Rush,F,18,25,73,98,10,6,24,0,57,80,3,1,129,0/0,-
Matt Beers,Saskatchewan Rush,D,18,3,9,12,22,1,0,0,75,16,18,21,6,0/0,-
Matthew Dinsdale,Saskatchewan Rush,F,13,12,20,32,4,1,2,1,33,24,2,0,49,0/0,-
Mike Mallory,Saskatchewan Rush,F,7,2,1,3,2,0,0,0,18,4,2,3,5,0/0,-
Mike Messenger,Saskatchewan Rush,T,18,7,16,23,28,1,0,1,166,27,27,8,39,213/401,53%
Rhys Duch,Saskatchewan Rush,F,13,14,28,42,2,3,7,0,35,22,2,0,52,0/0,-
Robert Church,Saskatchewan Rush,F,18,51,53,104,8,12,16,1,82,42,4,0,226,0/0,-
Ryan Barnable,Saskatchewan Rush,D,9,5,6,11,0,0,0,0,34,4,9,2,12,0/0,-
Ryan Dilks,Saskatchewan Rush,D,16,1,8,9,4,0,0,0,71,5,23,7,6,0/0,-
Ryan Keenan,Saskatchewan Rush,F,18,24,48,72,8,4,8,1,61,41,2,0,124,0/0,-
