Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Bomberry,Buffalo Bandits,D,9,1,2,3,9,0,0,0,39,5,7,1,5,0/1,-
Brad McCulley,Buffalo Bandits,F,15,11,20,31,23,4,2,0,26,30,0,0,80,0/0,-
Bryce Sweeting,Buffalo Bandits,D,15,1,4,5,51,0,0,0,49,7,4,6,4,0/0,-
Carter McKenzie,Buffalo Bandits,T,12,1,3,4,14,0,0,0,27,2,7,3,3,0/0,-
Chase Fraser,Buffalo Bandits,F,4,9,3,12,6,1,0,0,16,10,2,0,31,0/0,-
Chris Cloutier,Buffalo Bandits,F,9,17,19,36,8,5,4,0,46,17,0,0,65,0/0,-
Dalton Sulver,Buffalo Bandits,F,10,6,6,12,4,0,0,0,13,10,1,2,26,0/0,-
Devlin Shanahan,Buffalo Bandits,G,18,0,0,0,0,0,0,0,0,1,0,0,1,0/0,-
Dhane Smith,Buffalo Bandits,F,18,36,96,132,6,7,18,1,99,67,14,2,183,0/0,-
Dylan Robinson,Buffalo Bandits,D,13,2,6,8,10,0,0,0,50,10,9,2,11,1/2,50%
Ethan O'Connor,Buffalo Bandits,D,16,0,4,4,6,0,0,0,45,9,3,15,1,0/0,-
Ian MacKay,Buffalo Bandits,T,18,19,19,38,14,3,2,0,121,29,16,5,80,0/1,-
Joel Tayler,Buffalo Bandits,D,1,1,1,2,2,0,0,0,0,0,0,0,4,0/0,-
Josh Byrne,Buffalo Bandits,F,15,43,50,93,12,7,9,4,66,41,7,1,156,0/0,-
Justin Martin,Buffalo Bandits,D,17,0,0,0,4,0,0,0,6,2,6,5,0,0/0,-
Justin Robinson,Buffalo Bandits,D,2,0,0,0,0,0,0,0,4,1,0,1,2,0/0,-
Kyle Buchanan,Buffalo Bandits,F,18,21,37,58,2,1,5,1,97,35,6,0,94,0/0,-
Matt Spanger,Buffalo Bandits,D,18,3,2,5,6,0,0,0,83,8,23,2,15,0/0,-
Matt Vinc,Buffalo Bandits,G,18,0,3,3,0,0,0,0,33,7,3,0,0,0/0,-
Max Adler,Buffalo Bandits,D,18,0,1,1,2,0,0,0,66,11,3,0,2,233/460,51%
Nathaniel Kozevnikov,Buffalo Bandits,F,3,1,2,3,0,0,0,0,2,4,2,0,7,0/0,-
Nick Weiss,Buffalo Bandits,T,18,6,14,20,14,0,0,1,117,18,23,14,24,1/13,8%
Sam La Roue,Buffalo Bandits,D,2,0,1,1,2,0,0,0,1,3,0,0,3,0/0,-
Steve Priolo,Buffalo Bandits,D,17,3,16,19,67,0,0,0,143,13,19,19,12,0/0,-
Tehoka Nanticoke,Buffalo Bandits,F,13,21,18,39,26,4,1,1,31,45,2,0,86,0/0,-
