Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Anthony Joaquim,Colorado Mammoth,D,18,2,2,4,20,0,0,0,36,7,4,7,3,0/0,-
Austin Murphy,Colorado Mammoth,F,1,0,1,1,4,0,0,0,0,1,0,0,5,0/0,-
Brett Craig,Colorado Mammoth,D,6,0,1,1,11,0,0,0,21,5,4,3,1,0/0,-
Brett Draper,Colorado Mammoth,F,1,0,0,0,0,0,0,0,5,0,0,0,0,0/0,-
Brett McIntyre,Colorado Mammoth,F,11,9,12,21,0,1,4,0,22,14,0,0,46,0/0,-
Chris Wardle,Colorado Mammoth,F,13,7,23,30,6,4,4,0,25,24,7,0,43,0/0,-
Connor Robinson,Colorado Mammoth,F,17,35,36,71,9,6,15,2,74,33,7,0,161,0/0,-
Dillon Ward,Colorado Mammoth,G,17,0,6,6,8,0,0,0,11,9,2,0,0,0/0,-
Dylan Kinnear,Colorado Mammoth,T,14,8,15,23,22,1,0,0,16,25,2,0,46,1/6,17%
Eli McLaughlin,Colorado Mammoth,F,17,44,39,83,2,13,11,0,65,48,5,0,179,0/0,-
Evan Downey,Colorado Mammoth,F,15,5,9,14,11,1,0,0,63,11,10,3,15,0/0,-
Garrett McIntosh,Colorado Mammoth,D,17,0,4,4,18,0,0,0,48,6,17,17,4,0/3,-
Jalen Chaster,Colorado Mammoth,T,18,2,6,8,20,0,0,0,79,14,5,7,9,1/5,20%
Joey Cupido,Colorado Mammoth,T,6,0,2,2,2,0,0,0,18,10,2,1,4,0/0,-
John Lintz,Colorado Mammoth,D,12,1,2,3,2,0,1,0,38,1,3,12,1,0/2,-
Jordan Gilles,Colorado Mammoth,D,18,3,7,10,9,0,0,0,92,7,12,15,10,1/2,50%
Josh Sullivan,Colorado Mammoth,D,17,1,5,6,25,0,0,0,40,7,8,9,4,0/0,-
Nate Faccin,Colorado Mammoth,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Noah Lebar,Colorado Mammoth,D,9,0,0,0,4,0,0,0,14,0,1,2,0,0/0,-
Robert Hope,Colorado Mammoth,D,18,1,10,11,16,0,0,0,154,17,18,14,2,0/0,-
Ryan Lee,Colorado Mammoth,F,6,6,33,39,2,2,8,0,26,29,3,1,46,0/0,-
Tim Edwards,Colorado Mammoth,D,18,0,11,11,10,0,0,0,138,26,12,5,17,276/447,62%
Ty Thompson,Colorado Mammoth,F,9,11,9,20,2,2,3,0,21,16,1,0,35,0/0,-
Tyler Carlson,Colorado Mammoth,G,18,0,0,0,0,0,0,0,3,2,0,0,0,0/0,-
Tyler Garrison,Colorado Mammoth,D,1,0,0,0,2,0,0,0,1,0,1,1,0,0/0,-
Tyson Gibson,Colorado Mammoth,F,9,7,17,24,0,1,3,0,31,20,1,0,41,0/0,-
Warren Jeffrey,Colorado Mammoth,D,18,1,3,4,36,0,0,0,73,9,17,13,6,0/0,-
Zed Williams,Colorado Mammoth,F,17,37,34,71,19,7,9,4,91,55,6,2,155,0/0,-
