Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Staats,San Diego Seals,F,16,37,38,75,35,9,11,2,83,44,1,0,163,0/0,-
Brodie Merrill,San Diego Seals,D,17,2,12,14,56,0,0,0,116,10,18,8,6,0/0,-
Cam Holding,San Diego Seals,D,12,3,6,9,4,0,0,1,65,12,8,9,6,1/1,100%
Cameron Lumb,San Diego Seals,D,1,0,0,0,2,0,0,0,2,0,0,0,0,2/5,40%
Casey Jackson,San Diego Seals,F,4,7,5,12,0,3,2,0,14,6,1,0,14,0/0,-
Christopher Origlieri,San Diego Seals,G,18,0,2,2,0,0,0,0,4,1,0,0,0,0/0,-
Curtis Dickson,San Diego Seals,F,18,44,56,100,10,10,17,9,72,58,3,2,180,0/0,-
Dane Dobbie,San Diego Seals,F,18,45,56,101,21,13,14,3,67,57,8,0,180,0/0,-
Danny Logan,San Diego Seals,D,17,4,3,7,17,0,0,0,98,7,24,1,7,156/362,43%
Drew Belgrave,San Diego Seals,D,17,0,4,4,12,0,0,0,60,5,17,8,3,0/1,-
Eli Gobrecht,San Diego Seals,D,18,2,9,11,22,0,2,1,113,11,24,6,5,40/123,33%
Frank Scigliano,San Diego Seals,G,18,0,3,3,0,0,0,0,12,0,0,0,0,0/0,-
Graydon Bradley,San Diego Seals,D,14,1,3,4,14,0,0,0,39,6,12,4,3,0/0,-
Jacob Dunbar,San Diego Seals,F,3,2,1,3,0,0,0,0,9,2,0,0,7,0/0,-
Jake Govett,San Diego Seals,F,10,6,10,16,0,0,1,1,16,11,1,0,15,0/0,-
Jesse Gamble,San Diego Seals,T,17,2,7,9,21,0,0,0,53,6,12,7,3,1/5,20%
Kellen LeClair,San Diego Seals,D,14,0,0,0,9,0,0,0,49,3,11,9,2,0/0,-
Kevin Crowley,San Diego Seals,F,18,14,32,46,6,4,10,0,55,32,4,0,89,0/0,-
Mac O'Keefe,San Diego Seals,F,18,17,17,34,4,1,1,0,59,20,4,0,81,0/0,-
Matt Sykes,San Diego Seals,D,17,0,5,5,10,0,0,0,49,3,16,5,2,0/1,-
Mike McCannell,San Diego Seals,T,17,1,9,10,8,0,1,1,60,11,13,3,8,0/0,-
Patrick Shoemay,San Diego Seals,D,17,4,7,11,20,0,0,1,96,8,18,8,13,0/0,-
Tre Leclaire,San Diego Seals,T,17,10,9,19,20,1,1,0,96,19,22,3,31,2/4,50%
Wesley Berg,San Diego Seals,F,18,39,70,109,12,8,19,2,100,38,14,0,135,0/0,-
