Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Shanks,Halifax Thunderbirds,F,12,15,37,52,4,1,4,0,26,34,0,0,75,0/0,-
Brandon Robinson,Halifax Thunderbirds,,10,13,8,21,9,0,1,0,31,16,0,0,46,0/0,-
Brayden Hill,Halifax Thunderbirds,D,4,0,0,0,0,0,0,0,9,2,2,0,1,0/0,-
Brett Beetow,Halifax Thunderbirds,D,3,0,0,0,0,0,0,0,2,1,0,1,0,0/1,-
Chris Boushy,Halifax Thunderbirds,F,17,38,21,59,26,3,3,0,56,54,3,0,145,0/0,-
Clarke Petterson,Halifax Thunderbirds,F,18,32,52,84,14,8,11,1,86,45,4,0,123,0/0,-
Cody Jamieson,Halifax Thunderbirds,F,18,23,50,73,12,7,14,0,82,44,0,0,110,0/0,-
Colton Armstrong,Halifax Thunderbirds,T,18,5,7,12,19,0,0,1,57,8,12,3,22,0/0,-
Connor Watson,Halifax Thunderbirds,F,1,0,2,2,2,0,0,0,3,1,0,0,2,0/0,-
David Brock,Halifax Thunderbirds,D,11,1,4,5,15,0,0,0,41,2,3,3,6,0/0,-
Dawson Theede,Halifax Thunderbirds,F,5,5,6,11,8,0,0,0,10,17,2,0,29,0/0,-
Drew Hutchison,Halifax Thunderbirds,G,18,0,2,2,2,0,0,0,17,2,0,0,0,0/0,-
Eric Fannell,Halifax Thunderbirds,F,17,29,23,52,14,3,3,0,106,36,9,0,99,3/7,43%
Graeme Hossack,Halifax Thunderbirds,D,18,2,7,9,8,0,1,0,139,14,49,16,15,23/40,58%
Jake Withers,Halifax Thunderbirds,D,17,2,10,12,58,0,0,0,238,18,15,9,12,360/458,79%
Johnny Pearson,Halifax Thunderbirds,T,18,3,2,5,17,0,0,0,29,6,5,6,6,0/0,-
K. Owen Hill,Halifax Thunderbirds,D,1,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Luc Magnan,Halifax Thunderbirds,D,16,0,3,3,31,0,0,0,44,7,5,8,1,0/0,-
Max Wilson,Halifax Thunderbirds,D,12,1,1,2,10,0,0,1,25,6,5,2,2,0/0,-
Randy Staats,Halifax Thunderbirds,F,17,34,59,93,20,5,15,0,65,42,4,0,189,0/0,-
Ryan Benesch,Halifax Thunderbirds,F,18,31,44,75,4,7,10,1,98,39,2,1,125,0/0,-
Ryan Terefenko,Halifax Thunderbirds,T,18,7,14,21,6,0,0,0,186,12,14,2,24,6/14,43%
Trevor Smyth,Halifax Thunderbirds,D,17,1,2,3,2,0,0,0,51,7,13,4,4,0/0,-
Tyson Bell,Halifax Thunderbirds,D,18,2,6,8,29,0,1,0,127,14,23,8,9,0/0,-
Wake:Riat BowHunter,Halifax Thunderbirds,F,13,7,7,14,0,1,0,1,8,10,0,0,20,0/0,-
Warren Hill,Halifax Thunderbirds,G,18,0,9,9,2,0,1,0,20,7,1,0,0,0/0,-
