Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Aaron Rome,DAL,D,27,0,5,5,-2,18,920.037,0,0,0,0,0,15,0.0,0,5,,2012-2013
Alex Chiasson,DAL,R,7,6,1,7,3,0,844.8571,1,0,0,0,1,13,0.46153,5,6,0.27777,2012-2013
Alex Goligoski,DAL,D,47,3,24,27,4,18,1343.1276,0,11,0,0,0,80,0.0375,3,15,,2012-2013
Antoine Roussel,DAL,L,39,7,7,14,3,85,563.9743,0,0,0,0,0,46,0.15217,7,14,0.54545,2012-2013
Brenden Dillon,DAL,D,48,3,5,8,1,65,1282.7916,0,0,0,0,1,75,0.04,3,8,,2012-2013
Brenden Morrow,DAL,L,44,12,13,25,-3,37,891.7272,2,2,0,0,2,55,0.21818,10,21,0.54166,2012-2013
Colton Sceviour,DAL,C,1,0,1,1,-1,0,291.0,0,0,0,0,0,0,,0,1,0.33333,2012-2013
Derek Roy,DAL,C,42,7,21,28,4,6,1115.6666,2,6,0,0,1,85,0.08235,5,19,0.45595,2012-2013
Eric Nystrom,DAL,L,48,7,4,11,-3,61,861.0,0,0,1,0,3,49,0.14285,6,10,0.57692,2012-2013
Erik Cole,DAL,L,47,9,4,13,-6,20,983.5319,1,2,0,0,2,86,0.10465,8,10,0.32835,2012-2013
Jamie Benn,DAL,L,41,12,21,33,-12,40,1194.6097,3,7,0,0,3,110,0.10909,9,23,0.46121,2012-2013
Jamie Oleksiak,DAL,D,16,0,2,2,-5,14,890.0,0,0,0,0,0,11,0.0,0,2,,2012-2013
Jaromir Jagr,DAL,R,45,16,19,35,-2,22,1099.8,6,5,0,1,4,115,0.13913,10,24,0.0,2012-2013
Jordie Benn,DAL,D,26,1,5,6,-4,10,1038.9615,1,0,0,0,0,31,0.03225,0,5,,2012-2013
Lane MacDermid,DAL,L,9,2,0,2,1,19,275.3333,0,0,0,0,0,4,0.5,2,2,,2012-2013
Loui Eriksson,DAL,L,48,12,17,29,-9,8,1207.1875,2,8,1,1,3,104,0.11538,9,18,0.2647,2012-2013
Matt Fraser,DAL,R,12,1,2,3,0,0,707.5,0,0,0,0,0,17,0.05882,1,3,,2012-2013
Michael Ryder,DAL,R,46,16,19,35,2,16,962.913,8,9,0,0,5,101,0.15841,8,18,0.33333,2012-2013
Philip Larsen,DAL,D,32,2,3,5,-10,18,892.8125,1,0,0,0,0,30,0.06666,1,4,,2012-2013
Ray Whitney,DAL,L,32,11,18,29,1,4,1163.75,4,8,0,0,1,62,0.17741,7,17,0.31372,2012-2013
Reilly Smith,DAL,R,37,3,6,9,0,8,655.027,0,0,0,0,0,34,0.08823,3,9,0.75,2012-2013
Ryan Garbutt,DAL,C,36,3,7,10,1,32,595.3055,0,0,0,0,0,59,0.05084,3,10,0.41176,2012-2013
Stephane Robidas,DAL,D,48,1,12,13,2,56,1334.3125,0,4,0,0,0,46,0.02173,1,9,,2012-2013
Toby Petersen,DAL,C,1,0,0,0,0,0,400.0,0,0,0,0,0,0,,0,0,0.5,2012-2013
Tom Wandell,DAL,C,18,1,0,1,0,4,506.5,0,0,0,0,1,14,0.07142,1,1,0.41441,2012-2013
Tomas Vincour,DAL,C,17,2,2,4,-1,4,531.647,0,0,0,0,0,12,0.16666,2,4,0.0,2012-2013
Trevor Daley,DAL,D,44,4,9,13,1,14,1284.7272,2,1,0,0,0,58,0.06896,2,9,,2012-2013
Vernon Fiddler,DAL,C,46,4,13,17,3,48,771.2608,1,1,0,0,0,56,0.07142,3,14,0.51534,2012-2013
