Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Hall RW *,TB,,14,2,2,4,5.0,0,11:44,0,0,16,12.5,,,,,,0,0,0.0
Alex Killorn,TB,LW,34,8,12,20,8.0,15,13:14,0,3,60,13.3,,,,,,0,0,0.0
Andrej Sustr,TB,D,2,0,0,0,-1.0,0,16:38,0,0,0,0.0,,,,,,0,0,0.0
B.J. Crombeen,TB,RW,25,5,4,9,-2.0,4,11:19,1,1,34,14.7,,,,,,1,0,0.0
Benoit Pouliot,TB,LW,44,4,16,20,1.0,31,22:39,0,2,76,5.3,,,,,,3,1,33.3
Brendan Mikkelson,TB,D,19,2,1,3,2.0,30,8:33,0,0,16,12.5,,,,,,0,0,0.0
Brett Connolly,TB,RW,4,0,1,1,1.0,6,9:45,0,0,0,0.0,,,,,,0,0,0.0
Brian Lee,TB,D,1,0,0,0,-1.0,0,13:31,0,0,0,0.0,,,,,,0,0,0.0
Cory Conacher C *,TB,,39,10,22,32,-5.0,29,17:52,5,4,86,11.6,,,,,,0,0,0.0
Dana Tyrell,TB,C,12,1,4,5,3.0,4,12:21,0,2,22,4.5,,,,,,0,0,0.0
Eric Brewer,TB,D,45,7,8,15,-2.0,17,14:20,0,0,58,12.1,,,,,,0,0,0.0
J.T. Wyman,TB,,2,0,0,0,-2.0,0,15:29,0,0,1,0.0,,,,,,0,0,0.0
Keith Aulie,TB,D,24,6,2,8,-3.0,22,15:44,2,0,37,16.2,,,,,,0,0,0.0
Marc-Andre Bergeron D *,TB,,22,2,3,5,3.0,38,16:59,0,0,31,6.5,,,,,,0,0,0.0
Mark Barberio,TB,D,2,0,0,0,1.0,0,10:43,0,0,2,0.0,,,,,,0,0,0.0
Mathieu Roy,TB,D,1,0,0,0,0.0,0,7:22,0,0,0,0.0,,,,,,0,0,0.0
Matt Taormina,TB,D,5,1,0,1,-3.0,0,10:16,1,0,10,10.0,,,,,,0,0,0.0
Matthew Carle,TB,D,35,9,15,24,-3.0,16,14:21,1,3,53,17.0,,,,,,0,0,0.0
Mike Angelidis,TB,LW,22,0,0,0,-13.0,16,13:55,0,0,13,0.0,,,,,,0,0,0.0
Nate Thompson,TB,C,43,8,8,16,5.0,12,13:34,0,0,60,13.3,,,,,,0,0,0.0
Ondrej Palat,TB,LW,21,1,3,4,-3.0,4,10:21,0,0,19,5.3,,,,,,0,0,0.0
Pierre-Cedric Labrie,TB,LW,20,0,4,4,3.0,23,10:17,0,0,16,0.0,,,,,,0,0,0.0
Radko Gudas,TB,D,14,3,3,6,3.0,4,13:04,0,0,11,27.3,,,,,,0,0,0.0
Richard Panik,TB,RW,48,4,8,12,3.0,30,20:30,1,0,56,7.1,,,,,,0,0,0.0
Ryan Malone,TB,LW,44,1,7,8,4.0,112,11:04,0,0,50,2.0,,,,,,0,0,0.0
Sami Salo,TB,D,38,7,12,19,-6.0,14,16:49,1,2,82,8.5,,,,,,0,0,0.0
Steven Stamkos,TB,C,48,17,43,60,0.0,14,21:59,3,17,112,15.2,,,,,,1,0,0.0
Teddy Purcell,TB,RW,48,29,28,57,-4.0,32,22:01,10,8,157,18.5,,,,,,2,0,0.0
Tom Pyatt,TB,C,46,2,15,17,5.0,16,20:59,1,6,48,4.2,,,,,,0,0,0.0
Total,TB,,1,0,0,0,-1.0,0,14:07,0,0,0,0.0,,,,,,0,0,0.0
Tyler Johnson,TB,C,45,2,5,7,1.0,60,12:49,0,0,37,5.4,,,,,,0,0,0.0
Victor Hedman,TB,D,48,5,17,22,1.0,4,23:44,2,3,66,7.6,,,,,,0,0,0.0
Vincent Lecavalier,TB,C,48,11,25,36,-1.0,12,16:44,3,10,94,11.7,,,,,,3,1,33.3
