Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andre Benoit,OTT,D,38,3,10,13,1,8,977.5,1,1,0,0,2,59,0.05084,2,10,,2012-2013
Chris Phillips,OTT,D,58,5,10,15,1,64,1263.6206,1,0,0,0,0,101,0.0495,4,14,0.0,2012-2013
Colin Greening,OTT,C,57,11,12,23,4,13,896.5614,2,2,0,1,3,101,0.10891,9,19,0.5,2012-2013
Cory Conacher,OTT,C,8,3,0,3,-2,31,717.125,1,0,0,0,1,9,0.33333,2,2,0.28571,2012-2013
Cory Conacher,OTT,C,47,11,18,29,3,20,838.4255,1,3,0,0,3,67,0.16417,10,25,0.26666,2012-2013
Daniel Alfredsson,OTT,R,57,14,22,36,6,39,1158.9824,6,10,1,0,2,128,0.10937,7,17,0.38,2012-2013
Dave Dziurzynski,OTT,L,12,2,0,2,-1,13,752.9166,0,0,0,0,0,20,0.1,2,2,0.75,2012-2013
Derek Grant,OTT,C,5,0,0,0,-1,0,519.8,0,0,0,0,0,5,0.0,0,0,0.54838,2012-2013
Eric Gryba,OTT,D,37,2,4,6,-3,43,1164.1891,0,0,0,0,0,53,0.03773,2,6,,2012-2013
Erik Condra,OTT,R,58,5,14,19,2,36,794.8965,1,1,0,0,0,87,0.05747,4,16,0.36,2012-2013
Erik Karlsson,OTT,D,27,7,15,22,8,14,1620.037,2,5,1,0,2,107,0.06542,4,14,,2012-2013
Guillaume Latendresse,OTT,L,30,7,5,12,-1,14,882.7666,1,0,0,0,0,58,0.12068,6,11,0.0,2012-2013
Jakob Silfverberg,OTT,R,58,12,11,23,8,14,978.1034,3,1,1,0,2,156,0.07692,8,18,0.44444,2012-2013
Jared Cowen,OTT,D,17,1,3,4,-5,31,1156.4705,0,0,0,0,0,16,0.0625,1,4,,2012-2013
Jason Spezza,OTT,C,8,2,4,6,2,2,1134.125,1,1,0,0,0,18,0.11111,1,4,0.55191,2012-2013
Jean-Gabriel Pageau,OTT,C,19,6,4,10,7,8,733.2105,1,1,0,0,3,35,0.17142,5,8,0.48826,2012-2013
Jim O'Brien,OTT,C,29,5,1,6,-2,8,685.4827,1,0,0,0,0,38,0.13157,4,5,0.45662,2012-2013
Kaspars Daugavins,OTT,L,25,1,3,4,-8,9,660.88,0,1,0,0,0,36,0.02777,1,3,0.5,2012-2013
Kyle Turris,OTT,C,58,18,20,38,8,37,1181.6896,4,6,1,2,3,147,0.12244,13,27,0.50219,2012-2013
Marc Methot,OTT,D,57,3,13,16,3,37,1339.035,0,1,0,0,1,71,0.04225,3,15,,2012-2013
Mark Borowiecki,OTT,D,6,0,0,0,1,18,779.8333,0,0,0,0,0,1,0.0,0,0,,2012-2013
Matt Kassian,OTT,L,20,1,2,3,1,64,419.85,0,1,0,0,0,11,0.0909,1,2,,2012-2013
Mika Zibanejad,OTT,C,52,8,16,24,6,6,814.2884,3,2,0,0,0,111,0.07207,5,19,0.44418,2012-2013
Mike Hoffman,OTT,C,3,0,0,0,-1,2,739.0,0,0,0,0,0,6,0.0,0,0,1.0,2012-2013
Mike Lundin,OTT,D,11,0,1,1,-2,0,930.4545,0,0,0,0,0,13,0.0,0,1,,2012-2013
Milan Michalek,OTT,L,33,7,12,19,11,19,1085.2121,0,3,1,0,0,87,0.08045,6,13,0.44444,2012-2013
Patrick Wiercioch,OTT,D,43,5,14,19,9,39,922.2093,3,7,0,0,0,82,0.06097,2,9,,2012-2013
Peter Regin,OTT,C,27,0,3,3,-4,8,691.074,0,0,0,0,0,37,0.0,0,3,0.43809,2012-2013
Sergei Gonchar,OTT,D,55,3,30,33,1,40,1438.7454,2,13,0,1,3,101,0.0297,1,17,,2012-2013
Stephane Da Costa,OTT,C,9,1,1,2,-3,0,711.5555,0,1,0,0,0,15,0.06666,1,1,0.60937,2012-2013
Zack Smith,OTT,C,58,5,12,17,-11,87,889.5862,0,2,0,0,0,103,0.04854,5,15,0.51736,2012-2013
