Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alec Martinez,LA,D,11,0,5,5,2.0,2,13:45,0,1,20,0.0,,,,,,1,0,0.0
Brad Richardson,LA,RW,34,2,5,7,-4.0,25,9:22,0,0,19,10.5,,,,,,0,0,0.0
Colin Fraser,LA,C,47,4,6,10,-3.0,11,12:45,0,0,60,6.7,,,,,,0,0,0.0
Davis Drewiske D *,LA,,27,1,4,5,-2.0,10,16:01,0,1,30,3.3,,,,,,0,0,0.0
Drew Doughty,LA,D,48,6,19,25,5.0,14,22:18,1,7,79,7.6,,,,,,0,0,0.0
Dustin Brown,LA,RW,48,12,20,32,-8.0,42,16:21,6,9,82,14.6,,,,,,4,2,50.0
Dustin Penner,LA,LW,45,7,9,16,16.0,35,17:53,3,4,77,9.1,,,,,,0,0,0.0
Dwight King,LA,LW,48,1,11,12,-6.0,4,21:47,0,0,33,3.0,,,,,,0,0,0.0
Jake Muzzin,LA,D,48,7,11,18,1.0,28,16:31,1,4,73,9.6,,,,,,1,0,0.0
Jarret Stoll,LA,C,48,6,16,22,4.0,36,26:23,3,7,114,5.3,,,,,,1,0,0.0
Jeff Carter,LA,C,48,11,22,33,15.0,22,16:59,1,5,142,7.7,,,,,,1,0,0.0
Jordan Nolan,LA,C,16,1,5,6,2.0,10,10:53,0,0,27,3.7,,,,,,0,0,0.0
Justin Williams,LA,RW,47,10,32,42,14.0,16,20:28,0,16,98,10.2,,,,,,4,2,50.0
Keaton Ellerby D *,LA,,20,1,3,4,3.0,14,14:27,1,0,20,5.0,,,,,,0,0,0.0
Kyle Clifford,LA,LW,33,2,12,14,-2.0,18,12:41,0,1,61,3.3,,,,,,0,0,0.0
Matt Greene,LA,D,12,0,2,2,0.0,2,21:16,0,0,12,0.0,,,,,,0,0,0.0
Mike Richards,LA,C,48,26,7,33,0.0,16,17:34,8,2,133,19.5,,,,,,5,3,60.0
Rob Scuderi,LA,D,48,5,9,14,5.0,19,15:12,0,0,92,5.4,,,,,,0,0,0.0
Robyn Regehr D *,LA,,35,0,3,3,5.0,16,14:17,0,0,15,0.0,,,,,,0,0,0.0
Simon Gagne LW *,LA,,10,2,3,5,3.0,2,11:58,1,1,20,10.0,,,,,,0,0,0.0
Slava Voynov,LA,D,46,18,11,29,6.0,22,19:30,8,5,142,12.7,,,,,,4,2,50.0
Total,LA,,5,0,1,1,-1.0,8,15:17,0,0,3,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,48,7,7,14,1.0,51,10:36,0,0,56,12.5,,,,,,0,0,0.0
Tyler Toffoli,LA,C,44,2,4,6,-5.0,46,8:28,0,0,23,8.7,,,,,,0,0,0.0
