Name,Team,P,G,A
Aljaz Ivacic,Portland Timbers,5,0,0
Andy Polo,Portland Timbers,4,0,0
Bill Tuiloma,Portland Timbers,27,1,2
Blake Bodily,Portland Timbers,10,0,1
Claudio Bravo,Portland Timbers,27,0,3
Cristhian Paredes,Portland Timbers,24,3,3
Dairon Asprilla,Portland Timbers,37,10,3
Dario Zuparic,Portland Timbers,35,0,3
Diego Chará,Portland Timbers,32,2,2
Diego Valeri,Portland Timbers,32,2,3
Eryk Williamson,Portland Timbers,14,1,2
Felipe Mora,Portland Timbers,33,13,5
George Fochive,Portland Timbers,25,2,0
Jaroslaw Niezgoda,Portland Timbers,17,3,1
José Van Rankin,Portland Timbers,37,0,4
Larrys Mabiala,Portland Timbers,30,2,1
Marvin Loría,Portland Timbers,29,2,6
Pablo Bonilla,Portland Timbers,18,0,1
Renzo Zambrano,Portland Timbers,14,0,0
Santiago Moreno,Portland Timbers,17,1,4
Sebastián Blanco,Portland Timbers,27,9,7
Steve Clark,Portland Timbers,28,0,0
Yimmi Chará,Portland Timbers,34,6,7
Zac McGraw,Portland Timbers,11,0,0
