Name,Team,P,G,A
Andy Rose,Vancouver Whitecaps,20,2,1
Brian White,Vancouver Whitecaps,33,12,6
Bruno Gaspar,Vancouver Whitecaps,18,1,1
Caio Alexandre,Vancouver Whitecaps,15,0,1
Cristián Dájome,Vancouver Whitecaps,34,11,5
Cristián Gutiérrez,Vancouver Whitecaps,19,0,3
Deiber Caicedo,Vancouver Whitecaps,34,5,7
Derek Cornelius,Vancouver Whitecaps,5,0,0
Erik Godoy,Vancouver Whitecaps,18,1,0
Florian Jungwirth,Vancouver Whitecaps,29,1,1
Jakob Nerwinski,Vancouver Whitecaps,26,1,0
Janio Bikel,Vancouver Whitecaps,33,1,1
Javain Brown,Vancouver Whitecaps,26,0,5
Leonard Owusu,Vancouver Whitecaps,25,0,0
Lucas Cavallini,Vancouver Whitecaps,22,3,1
Marcus Godinho,Vancouver Whitecaps,5,0,0
Maxime Crépeau,Vancouver Whitecaps,28,0,0
Michael Baldisimo,Vancouver Whitecaps,21,0,0
Patrick Metcalfe,Vancouver Whitecaps,13,0,0
Ranko Veselinovic,Vancouver Whitecaps,27,1,0
Russell Teibert,Vancouver Whitecaps,34,1,2
Ryan Gauld,Vancouver Whitecaps,19,4,6
Ryan Raposo,Vancouver Whitecaps,21,0,2
Thomas Hasal,Vancouver Whitecaps,7,0,0
Tosaint Ricketts,Vancouver Whitecaps,14,0,0
