Name,Team,P,G,A
Alex Monis,Chicago Fire FC,1,0,0
Bobby Shuttleworth,Chicago Fire FC,23,0,0
Boris Sekulic,Chicago Fire FC,28,2,4
Brian Gutiérrez,Chicago Fire FC,17,0,1
Carlos Terán,Chicago Fire FC,13,1,0
Chinonso Offor,Chicago Fire FC,34,1,2
Elliot Collier,Chicago Fire FC,17,0,0
Fabian Herbers,Chicago Fire FC,27,0,4
Federico Navarro,Chicago Fire FC,12,1,0
Francisco Calvo,Chicago Fire FC,17,1,1
Gaga Slonina,Chicago Fire FC,11,0,0
Gastón Giménez,Chicago Fire FC,25,2,1
Ignacio Aliseda,Chicago Fire FC,23,4,1
Javier Casas,Chicago Fire FC,2,0,0
Jhon Jairo Espinoza,Chicago Fire FC,20,0,1
Johan Kappelhof,Chicago Fire FC,19,0,0
Jonathan Bornstein,Chicago Fire FC,30,0,0
Luka Stojanovic,Chicago Fire FC,27,8,2
Mauricio Pineda,Chicago Fire FC,29,1,1
Miguel Navarro,Chicago Fire FC,28,0,2
Przemyslaw Frankowski,Chicago Fire FC,13,2,3
Robert Beric,Chicago Fire FC,33,8,3
Stanislav Ivanov,Chicago Fire FC,11,0,1
Wyatt Omsberg,Chicago Fire FC,18,0,0
Álvaro Medrán,Chicago Fire FC,32,3,6
