Name,Team,P,G,A
Aaron Herrera,Real Salt Lake,32,1,11
Albert Rusnák,Real Salt Lake,35,11,11
Anderson Julio,Real Salt Lake,33,9,1
Andrew Brody,Real Salt Lake,19,0,3
Andrew Putna,Real Salt Lake,3,0,0
Ashtone Morgan,Real Salt Lake,9,0,0
Bobby Wood,Real Salt Lake,20,3,1
Damir Kreilach,Real Salt Lake,36,16,9
Danny Toia,Real Salt Lake,19,0,2
David Ochoa,Real Salt Lake,28,0,0
Douglas Martínez,Real Salt Lake,6,0,0
Erik Holt,Real Salt Lake,18,1,0
Everton Luiz,Real Salt Lake,27,0,1
Jonathan Menéndez,Real Salt Lake,20,1,5
Justen Glad,Real Salt Lake,34,2,0
Justin Meram,Real Salt Lake,34,2,6
Justin Portillo,Real Salt Lake,2,0,0
Maikel Chang,Real Salt Lake,30,2,2
Marcelo Silva,Real Salt Lake,23,0,0
Nick Besler,Real Salt Lake,28,0,1
Noah Powder,Real Salt Lake,7,0,0
Pablo Ruiz,Real Salt Lake,32,0,4
Rubio Rubín,Real Salt Lake,37,8,5
Toni Datkovic,Real Salt Lake,8,0,0
Zac MacMath,Real Salt Lake,7,0,0
