Name,Team,P,G,A
Ahmed Hamdi,CF Montréal,23,2,0
Aljaz Struna,CF Montréal,18,1,0
Bjorn Johnsen,CF Montréal,26,2,0
Clément Bayiha,CF Montréal,10,0,0
Clément Diop,CF Montréal,8,0,0
Djordje Mihailovic,CF Montréal,34,4,16
Emanuel Maciel,CF Montréal,18,0,0
James Pantemis,CF Montréal,18,0,0
Joaquín Torres,CF Montréal,28,4,5
Joel Waterman,CF Montréal,22,0,3
Kamal Miller,CF Montréal,27,1,3
Lassi Lappalainen,CF Montréal,15,1,2
Mason Toye,CF Montréal,14,7,0
Mathieu Choinière,CF Montréal,26,2,0
Matko Miljevic,CF Montréal,5,1,0
Mustafa Kizza,CF Montréal,18,0,2
Romell Quioto,CF Montréal,19,8,6
Rudy Camacho,CF Montréal,31,3,0
Samuel Piette,CF Montréal,25,1,2
Sunusi Ibrahim,CF Montréal,26,4,0
Sébastian Breza,CF Montréal,8,0,0
Victor Wanyama,CF Montréal,27,2,1
Zachary Brault-Guillard,CF Montréal,30,2,3
Zorhan Bassong,CF Montréal,26,0,1
