Name,Team,P,G,A
Alexander Callens,New York City FC,30,2,1
Alfredo Morales,New York City FC,31,0,4
Andres Jasson,New York City FC,21,0,1
Anton Tinnerholm,New York City FC,25,0,5
Chris Gloster,New York City FC,4,0,0
Gedion Zelalem,New York City FC,7,0,0
Gudmundur Thórarinsson,New York City FC,27,2,4
Héber,New York City FC,8,0,0
Ismael Tajouri-Shradi,New York City FC,26,7,2
James Sands,New York City FC,30,0,1
Jesús Medina,New York City FC,37,9,4
Keaton Parks,New York City FC,31,4,3
Luis Barraza,New York City FC,5,0,1
Malte Amundsen,New York City FC,36,1,3
Maxi Morález,New York City FC,34,4,13
Maxime Chanot,New York City FC,34,0,0
Nicolás Acevedo,New York City FC,24,0,0
Santiago Rodríguez,New York City FC,25,4,1
Sean Johnson,New York City FC,33,0,1
Talles Magno,New York City FC,18,3,0
Tayvon Gray,New York City FC,14,0,2
Thiago,New York City FC,22,4,2
Tony Rocha,New York City FC,7,0,0
Valentín Castellanos,New York City FC,35,22,8
