Name,Team,P,G,A
Adalberto Carrasquilla,Houston Dynamo FC,10,1,0
Adam Lundkvist,Houston Dynamo FC,25,0,2
Ariel Lassiter,Houston Dynamo FC,19,0,0
Boniek García,Houston Dynamo FC,16,0,0
Christian Ramírez,Houston Dynamo FC,6,1,0
Corey Baird,Houston Dynamo FC,21,3,2
Darwin Cerén,Houston Dynamo FC,25,0,2
Darwin Quintero,Houston Dynamo FC,20,3,2
Derrick Jones,Houston Dynamo FC,20,0,1
Fafà Picault,Houston Dynamo FC,31,11,5
Griffin Dorsey,Houston Dynamo FC,20,2,3
Ian Hoffman,Houston Dynamo FC,6,0,0
Joe Corona,Houston Dynamo FC,30,0,2
Marko Maric,Houston Dynamo FC,22,0,0
Mateo Bajamich,Houston Dynamo FC,9,0,1
Matías Vera,Houston Dynamo FC,30,3,1
Maximiliano Urruti,Houston Dynamo FC,30,7,4
Maynor Figueroa,Houston Dynamo FC,13,0,2
Memo Rodríguez,Houston Dynamo FC,31,2,2
Michael Nelson,Houston Dynamo FC,11,0,0
Samuel Junqua,Houston Dynamo FC,22,0,1
Teenage Hadebe,Houston Dynamo FC,17,0,1
Tim Parker,Houston Dynamo FC,34,0,0
Tyler Pasher,Houston Dynamo FC,19,4,3
Zarek Valentin,Houston Dynamo FC,29,0,1
