Name,Team,P,G,A
Adrien Hunou,Minnesota United FC,27,7,1
Bakaye Dibassy,Minnesota United FC,27,1,1
Brent Kallman,Minnesota United FC,20,2,0
Chase Gasper,Minnesota United FC,31,1,0
D.J. Taylor,Minnesota United FC,8,0,0
Dayne St. Clair,Minnesota United FC,5,0,0
Emanuel Reynoso,Minnesota United FC,30,5,10
Ethan Finlay,Minnesota United FC,30,3,3
Fanendo Adi,Minnesota United FC,10,1,1
Franco Fragapane,Minnesota United FC,20,6,9
Hassani Dotson,Minnesota United FC,30,2,3
Jacori Hayes,Minnesota United FC,15,0,0
Jan Gregus,Minnesota United FC,15,0,1
Joseph Rosales,Minnesota United FC,7,0,0
Juan Agudelo,Minnesota United FC,13,0,0
Jukka Raitala,Minnesota United FC,9,0,0
Justin McMaster,Minnesota United FC,7,0,1
Michael Boxall,Minnesota United FC,26,0,1
Niko Hansen,Minnesota United FC,13,1,1
Osvaldo Alonso,Minnesota United FC,25,1,1
Robin Lod,Minnesota United FC,24,9,5
Romain Métanire,Minnesota United FC,30,0,3
Tyler Miller,Minnesota United FC,30,0,0
Wil Trapp,Minnesota United FC,32,1,1
