Name,Team,P,G,A
Allan Cruz,FC Cincinnati,22,1,0
Brandon Vázquez,FC Cincinnati,31,4,3
Brenner,FC Cincinnati,33,8,2
Caleb Stanko,FC Cincinnati,20,0,0
Calvin Harris,FC Cincinnati,16,0,0
Edgar Castillo,FC Cincinnati,14,1,0
Florian Valot,FC Cincinnati,12,0,0
Geoff Cameron,FC Cincinnati,28,0,3
Gustavo Vallecilla,FC Cincinnati,25,2,0
Haris Medunjanin,FC Cincinnati,29,3,2
Isaac Atanga,FC Cincinnati,22,1,2
Joseph-Claude Gyau,FC Cincinnati,21,0,0
Jürgen Locadia,FC Cincinnati,9,1,0
Kamohelo Mokotjo,FC Cincinnati,13,0,0
Kenneth Vermeer,FC Cincinnati,19,0,0
Kyle Scott,FC Cincinnati,4,0,0
Luciano Acosta,FC Cincinnati,31,7,10
Nick Hagglund,FC Cincinnati,24,1,0
Przemyslaw Tyton,FC Cincinnati,15,0,0
Rónald Matarrita,FC Cincinnati,22,2,5
Tom Pettersson,FC Cincinnati,4,0,0
Tyler Blackett,FC Cincinnati,11,1,0
Yuya Kubo,FC Cincinnati,29,0,0
Zico Bailey,FC Cincinnati,11,1,2
Álvaro Barreal,FC Cincinnati,33,3,3
