Name,Team,P,G,A
Brian Rodríguez,LAFC,15,4,2
Bryce Duke,LAFC,15,0,3
Carlos Vela,LAFC,20,5,6
Cristian Arango,LAFC,17,14,2
Daniel Crisostomo,LAFC,10,0,1
Daniel Musovski,LAFC,22,4,3
Diego Palacios,LAFC,27,0,2
Diego Rossi,LAFC,19,6,1
Eddie Segura,LAFC,15,0,2
Eduard Atuesta,LAFC,24,2,8
Francisco Ginella,LAFC,17,0,1
Jamal Blackman,LAFC,8,0,0
Jesús Murillo,LAFC,32,0,0
José Cifuentes,LAFC,32,5,6
Kim Moon-Hwan,LAFC,27,1,2
Kwadwo Opoku,LAFC,0,0,1
Latif Blessing,LAFC,30,2,3
Mamadou Fall,LAFC,18,4,0
Marco Farfan,LAFC,29,0,0
Pablo Sisniega,LAFC,8,0,0
Raheem Edwards,LAFC,27,0,2
Sebastien Ibeagha,LAFC,21,0,0
Tomas Romero,LAFC,18,0,0
Tristan Blackmon,LAFC,22,1,1
