Name,Team,P,G,A
Andrés Ríos,San Jose Earthquakes,31,0,0
Benjamin Kikanovic,San Jose Earthquakes,17,4,1
Cade Cowell,San Jose Earthquakes,33,5,6
Carlos Fierro,San Jose Earthquakes,28,3,4
Chris Wondolowski,San Jose Earthquakes,32,5,0
Cristian Espinoza,San Jose Earthquakes,32,3,8
Daniel Vega,San Jose Earthquakes,1,0,0
Eric Remedi,San Jose Earthquakes,29,0,1
Jack Skahan,San Jose Earthquakes,9,0,0
Jackson Yueill,San Jose Earthquakes,29,3,0
Jacob Akanyirige,San Jose Earthquakes,0,0,0
Javier López,San Jose Earthquakes,32,12,4
Jeremy Ebobisse,San Jose Earthquakes,24,5,1
JT Marcinkowski,San Jose Earthquakes,33,0,1
Judson,San Jose Earthquakes,23,0,0
Luciano Abecasis,San Jose Earthquakes,23,0,3
Marcos López,San Jose Earthquakes,21,1,3
Nathan Cardoso,San Jose Earthquakes,20,2,0
Oswaldo Alanís,San Jose Earthquakes,25,2,0
Paul Marie,San Jose Earthquakes,22,1,0
Shea Salinas,San Jose Earthquakes,27,0,2
Siad Haji,San Jose Earthquakes,4,0,0
Tanner Beason,San Jose Earthquakes,24,0,1
Tommy Thompson,San Jose Earthquakes,14,0,0
