Name,Team,P,G,A
Aboubacar Keita,Columbus Crew,16,0,0
Alexandru Matan,Columbus Crew,28,0,0
Artur,Columbus Crew,6,0,0
Bradley Wright-Phillips,Columbus Crew,21,1,0
Darlington Nagbe,Columbus Crew,33,2,5
Derrick Etienne Jr.,Columbus Crew,29,1,5
Eloy Room,Columbus Crew,30,0,0
Erik Hurtado,Columbus Crew,16,0,1
Gyasi Zardes,Columbus Crew,21,9,0
Harrison Afful,Columbus Crew,26,0,2
Isaiah Parente,Columbus Crew,6,0,0
Jonathan Mensah,Columbus Crew,29,2,1
Josh Williams,Columbus Crew,18,0,0
Kevin Molino,Columbus Crew,11,1,0
Liam Fraser,Columbus Crew,24,0,0
Lucas Zelarayán,Columbus Crew,32,12,7
Luis Díaz,Columbus Crew,19,1,0
Marlon Hairston,Columbus Crew,21,0,1
Miguel Berry,Columbus Crew,18,8,2
Milton Valenzuela,Columbus Crew,14,0,0
Pedro Santos,Columbus Crew,32,4,6
Saad Abdul-Salaam,Columbus Crew,18,0,0
Steven Moreira,Columbus Crew,7,0,3
Vito Wormgoor,Columbus Crew,17,0,2
Waylon Francis,Columbus Crew,23,0,0
