Name,Team,P,G,A
A.J. DeLaGarza,New England Revolution,10,0,1
Adam Buksa,New England Revolution,32,17,4
Andrew Farrell,New England Revolution,34,0,2
Arnór Traustason,New England Revolution,30,2,7
Brad Knighton,New England Revolution,6,0,0
Brandon Bye,New England Revolution,30,2,3
Carles Gil,New England Revolution,29,4,19
Christian Mafla,New England Revolution,9,0,0
Damian Rivera,New England Revolution,1,0,0
DeJuan Jones,New England Revolution,32,3,5
Edward Kizza,New England Revolution,11,0,1
Emmanuel Boateng,New England Revolution,13,2,5
Gustavo Bou,New England Revolution,31,15,9
Henry Kessler,New England Revolution,29,1,0
Jon Bell,New England Revolution,12,1,2
Justin Rennicks,New England Revolution,1,0,0
Luis Caicedo,New England Revolution,4,0,0
Maciel,New England Revolution,20,0,0
Matt Polster,New England Revolution,31,2,0
Matt Turner,New England Revolution,29,0,1
Scott Caldwell,New England Revolution,13,0,0
Tajon Buchanan,New England Revolution,28,9,5
Teal Bunbury,New England Revolution,30,3,0
Thomas McNamara,New England Revolution,33,2,6
Wilfrid Kaptoum,New England Revolution,21,1,2
