Name,Team,P,G,A
Aeden Stanley,Austin FC,9,0,0
Alexander Ring,Austin FC,31,4,3
Ben Sweat,Austin FC,2,0,0
Brad Stuver,Austin FC,33,0,0
Cecilio Domínguez,Austin FC,34,7,4
Dani Pereira,Austin FC,25,0,1
Danny Hoesen,Austin FC,5,0,1
Diego Fagundez,Austin FC,33,7,5
Frederik Kleemann,Austin FC,3,0,0
Hector Jimenez,Austin FC,25,1,2
Jared Stroud,Austin FC,22,1,4
Jhohan Romaña,Austin FC,25,0,0
Jon Gallagher,Austin FC,27,3,1
Julio Cascante,Austin FC,31,2,2
Kekuta Manneh,Austin FC,16,0,0
Manny Perez,Austin FC,10,0,0
Matt Besler,Austin FC,20,0,0
McKinze Gaines,Austin FC,9,1,0
Moussa Djitté,Austin FC,13,1,0
Nick Lima,Austin FC,28,0,3
Rodney Redes,Austin FC,25,0,1
Sebastian Berhalter,Austin FC,18,0,1
Sebastián Driussi,Austin FC,17,5,5
Tomás Pochettino,Austin FC,31,2,2
Zan Kolmanic,Austin FC,30,0,4
