Name,Team,P,G,A
Adam Saldaña,LA Galaxy,18,0,0
Augustine Williams,LA Galaxy,7,0,0
Cameron Dunbar,LA Galaxy,14,0,0
Carlos Harvey,LA Galaxy,4,0,0
Daniel Aguirre,LA Galaxy,5,0,0
Daniel Steres,LA Galaxy,18,0,2
Dejan Joveljic,LA Galaxy,14,2,2
Derrick Williams,LA Galaxy,21,0,3
Efrain Álvarez,LA Galaxy,26,2,3
Ethan Zubak,LA Galaxy,18,1,1
Javier Hernández,LA Galaxy,21,17,3
Jonathan Bond,LA Galaxy,31,0,0
Jonathan dos Santos,LA Galaxy,26,1,0
Jorge Villafaña,LA Galaxy,21,0,0
Julián Araujo,LA Galaxy,32,0,7
Kévin Cabral,LA Galaxy,28,5,2
Nick DePuy,LA Galaxy,25,0,1
Niko Hamalainen,LA Galaxy,14,0,0
Oniel Fisher,LA Galaxy,12,0,0
Rayan Raveloson,LA Galaxy,22,5,1
Sacha Kljestan,LA Galaxy,31,5,4
Samuel Grandsir,LA Galaxy,34,3,5
Sebastian Lletget,LA Galaxy,26,3,5
Séga Coulibaly,LA Galaxy,19,0,0
Víctor Vázquez,LA Galaxy,28,3,6
