Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Adam Plutko,26.0,CLE,AL,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,1,
Adam Rosales,35.0,CLE,AL,-0.1,13.0,21.0,19.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,0.211,0.25,0.421,0.671,77.0,0.286,68.0,8.0,0.0,0.0,1.0,0.0,0.0,/H3456,
Andrew Miller*,33.0,CLE,AL,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-133.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Brad Hand*,28.0,CLE,AL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Bradley Zimmer*,25.0,CLE,AL,0.1,34.0,114.0,106.0,14.0,24.0,5.0,0.0,2.0,9.0,4.0,1.0,7.0,44.0,0.226,0.281,0.33,0.611,65.0,0.273,58.0,35.0,1.0,1.0,0.0,0.0,0.0,8/H,
Brandon Barnes,32.0,CLE,AL,0.0,19.0,21.0,19.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,0.263,0.333,0.421,0.754,103.0,0.327,99.0,8.0,1.0,0.0,0.0,0.0,0.0,9/H784,
Brandon Guyer,32.0,CLE,AL,-0.2,103.0,221.0,194.0,25.0,40.0,11.0,0.0,7.0,27.0,1.0,1.0,15.0,48.0,0.206,0.3,0.371,0.671,81.0,0.303,83.0,72.0,5.0,11.0,1.0,0.0,0.0,9H7/81D,
Carlos Carrasco,31.0,CLE,AL,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.25,0.25,0.25,0.5,37.0,0.224,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
Cody Allen,29.0,CLE,AL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Corey Kluber,32.0,CLE,AL,-0.1,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-100.0,0.0,-136.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"AS,CYA-3"
Dan Otero,33.0,CLE,AL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Edwin Encarnación,35.0,CLE,AL,1.9,137.0,579.0,500.0,74.0,123.0,16.0,1.0,32.0,107.0,3.0,0.0,63.0,132.0,0.246,0.336,0.474,0.81,116.0,0.355,118.0,237.0,14.0,8.0,0.0,7.0,2.0,*D3,
Eric Haase,25.0,CLE,AL,-0.3,9.0,17.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.125,0.176,0.125,0.301,-16.0,0.142,-33.0,2.0,1.0,1.0,0.0,0.0,0.0,/2HD,
Erik González,26.0,CLE,AL,0.7,81.0,143.0,136.0,17.0,36.0,10.0,1.0,1.0,16.0,3.0,0.0,5.0,34.0,0.265,0.301,0.375,0.676,82.0,0.316,87.0,51.0,0.0,2.0,0.0,0.0,0.0,45H6/3D,
Evan Marshall,28.0,CLE,AL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Francisco Lindor#,24.0,CLE,AL,7.3,158.0,745.0,661.0,129.0,183.0,42.0,2.0,38.0,92.0,25.0,10.0,70.0,107.0,0.277,0.352,0.519,0.871,132.0,0.375,133.0,343.0,5.0,8.0,3.0,3.0,7.0,*6/D,"AS,MVP-6,SS"
Francisco Mejia#,22.0,CLE,AL,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.5,55.0,0.347,113.0,0.0,0.0,0.0,0.0,0.0,0.0,/D,
George Kontos,33.0,CLE,AL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Greg Allen#,25.0,CLE,AL,0.3,91.0,291.0,265.0,36.0,68.0,11.0,3.0,2.0,20.0,21.0,4.0,14.0,58.0,0.257,0.31,0.343,0.654,77.0,0.307,77.0,91.0,5.0,7.0,4.0,1.0,1.0,89H/7D,
Jason Kipnis*,31.0,CLE,AL,1.2,147.0,601.0,530.0,65.0,122.0,28.0,1.0,18.0,75.0,7.0,1.0,60.0,112.0,0.23,0.315,0.389,0.704,90.0,0.317,91.0,206.0,5.0,7.0,1.0,3.0,1.0,*48/HD,
Josh Donaldson,32.0,CLE,AL,0.5,16.0,60.0,50.0,8.0,14.0,3.0,0.0,3.0,7.0,0.0,0.0,10.0,10.0,0.28,0.4,0.52,0.92,147.0,0.39,144.0,26.0,2.0,0.0,0.0,0.0,0.0,5/DH,
Josh Tomlin,33.0,CLE,AL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
José Ramírez#,25.0,CLE,AL,7.6,157.0,698.0,578.0,110.0,156.0,38.0,4.0,39.0,105.0,34.0,6.0,106.0,80.0,0.27,0.387,0.552,0.939,151.0,0.403,149.0,319.0,2.0,8.0,0.0,6.0,15.0,*54/D,"AS,MVP-3,SS"
Leonys Martín*,30.0,CLE,AL,0.3,6.0,17.0,15.0,3.0,5.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,0.333,0.353,0.733,1.086,183.0,0.398,171.0,11.0,1.0,0.0,0.0,1.0,0.0,/8H9,
