Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
A.J. Cole,26.0,2TM,2LG,0.2,6.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.333,0.333,1.333,1.667,311.0,0.683,439.0,4.0,0.0,0.0,1.0,0.0,0.0,1,
Aaron Loup*,30.0,2TM,2LG,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Adam Duvall,29.0,2TM,NL,0.9,138.0,427.0,384.0,48.0,75.0,20.0,0.0,15.0,61.0,2.0,2.0,37.0,117.0,0.195,0.274,0.365,0.639,70.0,0.289,69.0,140.0,9.0,5.0,0.0,1.0,3.0,7H3/95,
Adam Warren,30.0,2TM,AL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Adeiny Hechavarría,29.0,2TM,AL,0.6,79.0,274.0,253.0,32.0,63.0,7.0,0.0,5.0,28.0,2.0,0.0,13.0,47.0,0.249,0.279,0.336,0.615,70.0,0.277,67.0,85.0,4.0,0.0,2.0,6.0,1.0,6/5H,
Andrew McCutchen,31.0,2TM,2LG,2.6,155.0,682.0,569.0,83.0,145.0,30.0,3.0,20.0,65.0,14.0,9.0,95.0,145.0,0.255,0.368,0.424,0.792,120.0,0.354,126.0,241.0,12.0,11.0,0.0,7.0,1.0,*97/DH,
Asdrúbal Cabrera#,32.0,2TM,NL,1.4,147.0,592.0,546.0,68.0,143.0,36.0,1.0,23.0,75.0,0.0,0.0,41.0,119.0,0.262,0.316,0.458,0.774,111.0,0.338,111.0,250.0,16.0,3.0,0.0,2.0,1.0,465H/D,
Austin Jackson,31.0,2TM,NL,-1.4,116.0,375.0,347.0,29.0,85.0,17.0,1.0,3.0,32.0,3.0,3.0,26.0,133.0,0.245,0.299,0.326,0.624,75.0,0.281,74.0,113.0,8.0,1.0,0.0,1.0,2.0,8H/7,
Austin Meadows*,23.0,2TM,2LG,-0.3,59.0,191.0,178.0,19.0,51.0,9.0,2.0,6.0,17.0,5.0,1.0,10.0,40.0,0.287,0.325,0.461,0.785,114.0,0.345,113.0,82.0,1.0,1.0,0.0,2.0,2.0,98H7/D,
Ben Lively,26.0,2TM,2LG,0.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.129,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,1/H,
Billy McKinney*,23.0,2TM,AL,0.2,38.0,132.0,119.0,14.0,30.0,7.0,0.0,6.0,13.0,1.0,0.0,11.0,33.0,0.252,0.318,0.462,0.78,113.0,0.334,108.0,55.0,0.0,1.0,0.0,1.0,0.0,79/H3,
