Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
AJ Reed*,25.0,HOU,AL,-0.1,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-131.0,0.0,0.0,0.0,0.0,0.0,0.0,/3,
Alex Bregman,24.0,HOU,AL,7.6,157.0,705.0,594.0,105.0,170.0,51.0,1.0,31.0,103.0,10.0,4.0,96.0,85.0,0.286,0.394,0.532,0.926,152.0,0.397,153.0,316.0,15.0,12.0,0.0,3.0,2.0,*56/47,"AS,MVP-5"
Brad Peacock,30.0,HOU,AL,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Brian McCann*,34.0,HOU,AL,0.9,63.0,216.0,189.0,22.0,40.0,3.0,0.0,7.0,23.0,0.0,1.0,19.0,40.0,0.212,0.301,0.339,0.64,76.0,0.292,79.0,64.0,7.0,6.0,0.0,2.0,0.0,2/HD,
Carlos Correa,23.0,HOU,AL,2.9,110.0,468.0,402.0,60.0,96.0,20.0,1.0,15.0,65.0,3.0,0.0,53.0,111.0,0.239,0.323,0.405,0.728,99.0,0.316,94.0,163.0,17.0,2.0,0.0,11.0,3.0,*6/D,
Charlie Morton,34.0,HOU,AL,0.0,3.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.167,0.167,0.167,0.333,-7.0,0.149,-24.0,1.0,0.0,0.0,0.0,0.0,0.0,1,AS
Chris Devenski,27.0,HOU,AL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Cionel Pérez,22.0,HOU,AL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Collin McHugh,31.0,HOU,AL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Dallas Keuchel*,30.0,HOU,AL,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,1,GG
Derek Fisher*,24.0,HOU,AL,0.1,42.0,86.0,79.0,13.0,13.0,2.0,2.0,4.0,11.0,2.0,0.0,5.0,42.0,0.165,0.209,0.392,0.602,61.0,0.264,54.0,31.0,0.0,0.0,0.0,2.0,0.0,7/8H9D,
Evan Gattis,31.0,HOU,AL,0.2,128.0,451.0,407.0,49.0,92.0,17.0,0.0,25.0,78.0,1.0,0.0,33.0,101.0,0.226,0.284,0.452,0.736,98.0,0.318,96.0,184.0,13.0,3.0,0.0,8.0,2.0,*DH/2,
