Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
A.J. Pierzynski*,23.0,MIN,AL,0.6,33.0,96.0,88.0,12.0,27.0,5.0,1.0,2.0,11.0,1.0,0.0,5.0,14.0,0.307,0.354,0.455,0.809,100.0,0.376,107.0,40.0,1.0,2.0,0.0,1.0,0.0,2/H,
Bob Wells,33.0,MIN,AL,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Brad Radke,27.0,MIN,AL,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Brian Buchanan,26.0,MIN,AL,-0.7,30.0,93.0,82.0,10.0,19.0,3.0,0.0,1.0,8.0,0.0,2.0,8.0,22.0,0.232,0.301,0.305,0.606,52.0,0.287,56.0,25.0,3.0,1.0,0.0,2.0,0.0,9/H7D,
Butch Huskey,28.0,MIN,AL,-1.0,64.0,245.0,215.0,22.0,48.0,13.0,0.0,5.0,27.0,0.0,2.0,25.0,49.0,0.223,0.306,0.353,0.66,64.0,0.302,62.0,76.0,5.0,2.0,0.0,3.0,1.0,D9/3H,
Casey Blake,26.0,MIN,AL,0.0,7.0,21.0,16.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,0.188,0.333,0.313,0.646,63.0,0.346,89.0,5.0,1.0,1.0,0.0,1.0,0.0,/5H3D,
Chad Allen,25.0,MIN,AL,-0.1,15.0,55.0,50.0,2.0,15.0,3.0,0.0,0.0,7.0,0.0,2.0,3.0,14.0,0.3,0.345,0.36,0.705,77.0,0.3,71.0,18.0,1.0,1.0,0.0,1.0,0.0,9/7,
Chad Moeller,25.0,MIN,AL,-1.0,48.0,139.0,128.0,13.0,27.0,3.0,1.0,1.0,9.0,1.0,0.0,9.0,33.0,0.211,0.261,0.273,0.534,34.0,0.253,23.0,35.0,4.0,0.0,1.0,1.0,0.0,2/H,
Corey Koskie*,27.0,MIN,AL,2.9,146.0,559.0,474.0,79.0,142.0,32.0,4.0,9.0,65.0,5.0,4.0,77.0,104.0,0.3,0.4,0.441,0.841,110.0,0.379,113.0,209.0,11.0,4.0,1.0,3.0,7.0,*5H/D,
Cristian Guzmán#,22.0,MIN,AL,1.2,156.0,690.0,631.0,89.0,156.0,25.0,20.0,8.0,54.0,28.0,10.0,46.0,101.0,0.247,0.299,0.388,0.687,70.0,0.316,67.0,245.0,5.0,2.0,7.0,4.0,1.0,*6/HD,
