Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Danilo Gallinari,63,63.0,33.9,18.2,0.6,4.5,5.2,2.1,0.6,0.2,1.3,1.5,1.6,5.3,11.9,44.7,2.0,5.1,38.9,5.5,6.1,90.2,3.3,6.8,49.1,1.527,0.53,PF,False
Nikola Jokic,73,59.0,27.9,16.7,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,2.1,6.8,11.7,57.8,0.6,1.9,32.4,2.6,3.1,82.5,6.2,9.8,62.8,1.43,0.6,C,False
Wilson Chandler,71,33.0,30.9,15.7,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,1.2,6.1,13.2,46.1,1.5,4.6,33.7,2.0,2.7,72.7,4.5,8.6,52.7,1.19,0.52,F,False
Gary Harris,57,56.0,31.3,14.9,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6,2.2,5.6,11.2,50.2,1.9,4.5,42.0,1.8,2.4,77.6,3.7,6.7,55.8,1.336,0.59,G,False
Will Barton,60,19.0,28.4,13.7,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,2.1,4.9,11.1,44.3,1.5,3.9,37.0,2.4,3.2,75.3,3.5,7.2,48.3,1.231,0.51,G,False
Emmanuel Mudiay,55,41.0,25.6,11.0,0.5,2.7,3.2,3.9,0.7,0.2,2.2,1.7,1.8,3.8,10.0,37.8,1.0,3.2,31.5,2.4,3.0,78.4,2.8,6.8,40.8,1.094,0.43,G,False
Jamal Murray,82,9.0,21.5,9.9,0.5,2.1,2.6,2.1,0.6,0.3,1.4,1.5,1.5,3.6,8.9,40.4,1.4,4.2,33.4,1.3,1.5,88.3,2.2,4.7,46.6,1.111,0.48,G,False
Kenneth Faried,61,34.0,21.2,9.6,3.0,4.6,7.6,0.9,0.7,0.7,1.0,2.0,0.9,3.7,6.8,54.8,0.0,0.1,0.0,2.1,3.1,69.3,3.7,6.7,55.6,1.411,0.55,F,False
Jameer Nelson,75,40.0,27.3,9.2,0.4,2.2,2.6,5.1,0.7,0.1,1.7,2.6,3.0,3.6,8.1,44.4,1.4,3.6,38.8,0.6,0.8,71.4,2.2,4.4,48.9,1.137,0.53,G,False
Mason Plumlee,27,10.0,23.4,9.1,1.9,4.6,6.4,2.6,0.7,1.1,1.7,2.9,1.5,3.7,6.7,54.7,0.0,0.0,0.0,1.7,2.8,61.8,3.7,6.7,55.0,1.354,0.55,C,True
Jusuf Nurkic,45,29.0,17.9,8.0,2.0,3.8,5.8,1.3,0.6,0.8,1.8,2.0,0.7,3.4,6.6,50.7,0.0,0.0,0.0,1.2,2.5,49.6,3.4,6.6,50.7,1.201,0.51,C,True
Darrell Arthur,41,7.0,15.6,6.4,0.6,2.1,2.7,1.0,0.5,0.5,0.9,1.9,1.2,2.3,5.2,44.2,1.3,2.9,45.3,0.5,0.5,86.4,1.0,2.4,42.9,1.219,0.57,F,False
Juancho Hernangomez,62,9.0,13.6,4.9,0.7,2.3,3.0,0.5,0.5,0.2,0.5,1.0,0.9,1.6,3.6,45.1,0.7,1.8,40.7,0.9,1.2,75.0,0.9,1.8,49.5,1.362,0.55,PF,False
Malik Beasley,22,1.0,7.5,3.8,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,1.4,1.5,3.3,45.2,0.4,1.3,32.1,0.4,0.5,80.0,1.1,2.0,53.3,1.137,0.51,SG,False
Johnny O'Bryant III,7,0.0,6.6,2.9,0.7,0.9,1.6,0.3,0.0,0.1,0.4,0.6,0.7,1.0,2.1,46.7,0.3,0.4,66.7,0.6,0.6,100.0,0.7,1.7,41.7,1.333,0.53,F,True
Jarnell Stokes,2,0.0,3.5,1.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.5,inf,0.5,0.5,100.0,0.0,0.0,0.0,0.5,1.0,50.0,0.5,0.5,100.0,3.0,1.0,C,False
Mike Miller,20,0.0,7.6,1.4,0.1,1.8,1.9,1.1,0.1,0.0,0.7,0.5,1.7,0.5,1.2,39.1,0.4,1.0,40.0,0.1,0.1,100.0,0.1,0.2,33.3,1.217,0.57,SG,False
Alonzo Gee,13,0.0,6.8,0.8,0.3,0.8,1.2,0.5,0.4,0.1,0.3,1.1,1.5,0.2,1.1,21.4,0.0,0.2,0.0,0.4,0.7,55.6,0.2,0.8,27.3,0.786,0.21,SF,False
Roy Hibbert,6,0.0,1.8,0.7,0.2,0.2,0.3,0.2,0.0,0.3,0.2,0.5,1.0,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,66.7,1.333,0.67,C,True
Total,82,,,111.7,11.8,34.6,46.4,25.3,6.9,3.9,14.5,19.1,1.8,41.2,87.7,46.9,10.6,28.8,36.8,18.7,24.2,77.4,30.6,58.9,51.9,1.273,0.53,Total,False
