Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Mike Conley,69,68.0,33.2,20.5,0.4,3.1,3.5,6.3,1.3,0.3,2.3,1.8,2.8,6.7,14.6,45.9,2.5,6.1,40.7,4.6,5.3,85.9,4.2,8.6,49.7,1.401,0.54,G,False
Marc Gasol,74,74.0,34.2,19.5,0.8,5.4,6.3,4.6,0.9,1.3,2.2,2.3,2.0,7.2,15.7,45.9,1.4,3.6,38.8,3.8,4.5,83.7,5.8,12.1,48.0,1.247,0.5,C,False
Zach Randolph,73,5.0,24.5,14.1,2.5,5.7,8.2,1.7,0.5,0.1,1.4,1.9,1.2,5.9,13.2,44.9,0.3,1.3,22.3,1.9,2.6,73.1,5.6,11.9,47.4,1.066,0.46,F,False
Tony Allen,71,66.0,27.0,9.1,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,1.0,3.9,8.4,46.0,0.2,0.8,27.8,1.1,1.8,61.5,3.6,7.6,47.9,1.081,0.47,SG,False
JaMychal Green,77,75.0,27.3,8.9,2.2,4.9,7.1,1.1,0.6,0.4,1.2,3.2,0.9,3.2,6.5,50.1,0.7,1.9,38.2,1.7,2.2,80.2,2.5,4.6,54.9,1.381,0.56,F,False
Troy Daniels,67,3.0,17.7,8.2,0.3,1.2,1.5,0.7,0.3,0.1,0.7,1.3,1.0,2.8,7.4,37.4,2.1,5.3,38.9,0.6,0.8,79.6,0.7,2.1,33.6,1.113,0.51,G,False
Vince Carter,73,15.0,24.7,8.0,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,2.7,2.6,6.7,39.4,1.5,4.1,37.8,1.2,1.6,76.5,1.1,2.7,41.8,1.196,0.51,G,False
Brandan Wright,28,5.0,16.0,6.8,1.1,1.7,2.8,0.5,0.4,0.7,0.4,1.5,1.5,3.0,4.8,61.5,0.0,0.0,0.0,0.8,1.3,65.7,3.0,4.8,61.9,1.4,0.61,F,False
James Ennis III,64,28.0,23.5,6.7,1.1,3.0,4.0,1.0,0.7,0.3,0.9,2.6,1.1,2.3,5.0,45.5,0.8,2.1,37.2,1.3,1.7,78.2,1.5,2.9,51.6,1.336,0.53,F,False
Chandler Parsons,34,34.0,19.9,6.2,0.2,2.3,2.5,1.6,0.6,0.1,0.7,1.5,2.3,2.2,6.5,33.8,0.7,2.7,26.9,1.0,1.3,81.4,1.5,3.8,38.8,0.946,0.39,SF,False
Andrew Harrison,72,18.0,20.5,5.9,0.3,1.6,1.9,2.8,0.7,0.3,1.2,2.7,2.3,1.6,5.0,32.5,0.6,2.2,27.6,2.1,2.7,76.3,1.0,2.8,36.3,1.181,0.38,G,False
Troy Williams,24,13.0,17.4,5.3,0.3,1.6,1.9,0.8,1.0,0.4,1.1,1.8,0.7,2.1,5.1,41.5,0.4,1.7,24.4,0.6,1.0,60.0,1.7,3.4,50.0,1.033,0.46,F,True
Wayne Selden,11,2.0,17.2,5.0,0.1,0.9,1.0,1.1,0.4,0.1,0.8,1.1,1.3,1.8,4.5,40.0,0.3,1.9,14.3,1.1,1.6,66.7,1.5,2.6,58.6,1.1,0.43,G,True
Toney Douglas,24,0.0,16.4,4.9,0.5,2.0,2.5,2.3,0.8,0.2,0.9,2.1,2.7,1.8,4.9,36.8,0.3,1.8,16.7,1.0,1.2,82.8,1.5,3.1,48.0,1.0,0.4,PG,False
Jarell Martin,42,3.0,13.3,3.9,1.0,2.9,3.9,0.2,0.4,0.2,0.7,2.2,0.3,1.4,3.6,38.4,0.2,0.6,36.0,1.0,1.2,80.0,1.2,3.0,38.9,1.093,0.41,F,False
Wade Baldwin IV,33,1.0,12.3,3.2,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,1.6,1.1,3.5,31.3,0.1,0.7,13.6,0.9,1.1,83.8,1.0,2.8,35.5,0.922,0.33,G,False
Deyonta Davis,36,0.0,6.6,1.6,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,0.3,0.7,1.3,51.1,0.0,0.0,0.0,0.3,0.5,55.6,0.7,1.3,51.1,1.234,0.51,F,False
Total,82,,,100.5,10.8,32.0,42.8,21.3,8.0,4.2,12.4,22.4,1.7,36.4,83.6,43.5,9.4,26.5,35.4,18.3,23.4,78.4,27.0,57.1,47.3,1.202,0.49,Total,False
