Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Burt,HFD,D,46,7,11,18,0,65,,3,4,0,0,1,73,0.09589,4,11,,1994-1995
Alexander Godynyuk,HFD,D,14,0,0,0,1,8,,0,0,0,0,0,16,0.0,0,0,,1994-1995
Andrei Nikolishin,HFD,C,39,8,10,18,7,10,,1,3,1,0,0,57,0.14035,6,13,,1994-1995
Andrew Cassels,HFD,C,46,7,30,37,-3,18,,1,8,0,0,1,74,0.09459,6,28,,1994-1995
Brad McCrimmon,HFD,D,33,0,1,1,7,42,,0,0,0,0,0,13,0.0,0,1,,1994-1995
Brian Glynn,HFD,D,43,1,6,7,-2,32,,0,1,0,0,0,35,0.02857,1,6,,1994-1995
Chris Pronger,HFD,D,43,5,9,14,-12,54,,3,2,0,0,1,94,0.05319,2,9,,1994-1995
Darren Turcotte,HFD,C,47,17,18,35,1,22,,3,7,1,2,3,121,0.14049,13,24,,1994-1995
Frantisek Kucera,HFD,D,48,3,17,20,3,30,,0,3,0,0,1,73,0.04109,3,17,,1994-1995
Geoff Sanderson,HFD,L,46,18,14,32,-10,24,,4,5,0,1,4,170,0.10588,14,23,,1994-1995
Glen Featherstone,HFD,D,19,2,1,3,-7,50,,0,0,0,0,0,22,0.0909,2,3,,1994-1995
Glen Wesley,HFD,D,48,2,14,16,-6,50,,1,10,0,0,1,125,0.016,1,5,,1994-1995
Igor Chibirev,HFD,C,8,3,1,4,1,0,,0,0,0,0,0,9,0.33333,3,4,,1994-1995
Jim Sandlak,HFD,R,13,0,0,0,-10,0,,0,0,0,0,0,13,0.0,0,0,,1994-1995
Jim Storm,HFD,L,6,0,3,3,2,0,,0,0,0,0,0,3,0.0,0,3,,1994-1995
Jimmy Carson,HFD,C,38,9,10,19,5,29,,4,2,0,0,3,58,0.15517,5,13,,1994-1995
Jocelyn Lemieux,HFD,R,41,6,5,11,-7,32,,0,0,0,0,1,78,0.07692,6,10,,1994-1995
Kelly Chase,HFD,R,28,0,4,4,1,141,,0,0,0,0,0,15,0.0,0,4,,1994-1995
Kevin Smyth,HFD,L,16,1,5,6,-3,13,,0,1,0,0,0,20,0.05,1,5,,1994-1995
Marek Malik,HFD,D,1,0,1,1,1,0,,0,0,0,0,0,0,,0,1,,1994-1995
Mark Janssens,HFD,C,46,2,5,7,-8,93,,0,0,0,0,0,33,0.0606,2,7,,1994-1995
Pat Verbeek,HFD,R,48,17,16,33,-2,71,,7,4,0,0,2,131,0.12977,10,22,,1994-1995
Paul Ranheim,HFD,L,47,6,14,20,-3,10,,0,1,0,0,1,73,0.08219,6,19,,1994-1995
Robert Kron,HFD,C,37,10,8,18,-3,10,,3,3,1,1,1,88,0.11363,6,10,,1994-1995
Robert Petrovicky,HFD,C,2,0,0,0,0,0,,0,0,0,0,0,1,0.0,0,0,,1994-1995
Scott Daniels,HFD,L,12,0,2,2,1,55,,0,0,0,0,0,7,0.0,0,2,,1994-1995
Steven Rice,HFD,R,40,11,10,21,2,61,,4,4,0,0,1,57,0.19298,7,13,,1994-1995
Ted Drury,HFD,C,34,3,6,9,-3,21,,0,0,0,0,0,31,0.09677,3,9,,1994-1995
