Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Burt,CAR,D,38,9,10,19,5.0,29,0:00,4,2,58,15.5,,,,,,0,0,0.0
Alexander Godynyuk,CAR,D,33,0,1,1,7.0,42,0:00,0,0,13,0.0,,,,,,0,0,0.0
Andrei Nikolishin,CAR,C,37,10,8,18,-3.0,10,0:00,3,3,88,11.4,,,,,,0,0,0.0
Brad McCrimmon,CAR,D,1,0,1,1,1.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Brian Glynn,CAR,D,46,2,5,7,-8.0,93,0:00,0,0,33,6.1,,,,,,0,0,0.0
Chris Pronger,CAR,D,48,2,14,16,-6.0,50,0:00,1,10,125,1.6,,,,,,0,0,0.0
Darren Turcotte,CAR,C,46,7,30,37,-3.0,18,0:00,1,8,74,9.5,,,,,,0,0,0.0
Frantisek Kucera,CAR,D,40,11,10,21,2.0,61,0:00,4,4,57,19.3,,,,,,0,0,0.0
Geoff Sanderson,CAR,LW,47,17,18,35,1.0,22,0:00,3,7,121,14.1,,,,,,0,0,0.0
Glen Featherstone D *,CAR,,6,0,3,3,2.0,0,0:00,0,0,3,0.0,,,,,,0,0,0.0
Glen Wesley,CAR,D,39,8,10,18,7.0,10,0:00,1,3,57,14.0,,,,,,0,0,0.0
Igor Chibirev,CAR,C,28,0,4,4,1.0,141,0:00,0,0,15,0.0,,,,,,0,0,0.0
Jim Sandlak,CAR,RW,14,0,0,0,1.0,8,0:00,0,0,16,0.0,,,,,,0,0,0.0
Jim Storm,CAR,LW,8,3,1,4,1.0,0,0:00,0,0,9,33.3,,,,,,0,0,0.0
Jimmy Carson,CAR,C,47,6,14,20,-3.0,10,0:00,0,1,73,8.2,,,,,,0,0,0.0
Jocelyn Lemieux,CAR,RW,43,5,9,14,-12.0,54,0:00,3,2,94,5.3,,,,,,0,0,0.0
Kelly Chase,CAR,RW,16,1,5,6,-3.0,13,0:00,0,1,20,5.0,,,,,,0,0,0.0
Kevin Smyth,CAR,LW,43,1,6,7,-2.0,32,0:00,0,1,35,2.9,,,,,,0,0,0.0
Marek Malik,CAR,D,12,0,2,2,1.0,55,0:00,0,0,7,0.0,,,,,,0,0,0.0
Mark Janssens,CAR,C,34,3,6,9,-3.0,21,0:00,0,0,31,9.7,,,,,,0,0,0.0
Pat Verbeek RW *,CAR,,46,7,11,18,0.0,65,0:00,3,4,73,9.6,,,,,,0,0,0.0
Paul Ranheim,CAR,RW,48,3,17,20,3.0,30,0:00,0,3,73,4.1,,,,,,0,0,0.0
Robert Kron,CAR,C,29,7,11,18,0.0,53,0:00,3,3,75,9.3,,,,,,0,0,0.0
Robert Petrovicky,CAR,C,13,0,0,0,-10.0,0,0:00,0,0,13,0.0,,,,,,0,0,0.0
Scott Daniels,CAR,LW,13,1,1,2,-7.0,32,0:00,0,0,16,6.3,,,,,,0,0,0.0
Steven Rice,CAR,RW,46,18,14,32,-10.0,24,0:00,4,5,170,10.6,,,,,,0,0,0.0
Ted Drury,CAR,C,41,6,5,11,-7.0,32,0:00,0,0,78,7.7,,,,,,0,0,0.0
Total,CAR,,2,0,0,0,0.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
