Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexei Zhitnik LW *,LA,,32,2,7,9,-6.0,20,0:00,0,2,39,5.1,,,,,,0,0,0.0
Arto Blomsten D *,LA,,9,0,1,1,-6.0,6,0:00,0,0,11,0.0,,,,,,0,0,0.0
Charlie Huddy D *,LA,,6,1,0,1,-3.0,4,0:00,0,0,15,6.7,,,,,,0,0,0.0
Chris Snell,LA,D,22,3,6,9,-2.0,6,0:00,0,0,16,18.8,,,,,,0,0,0.0
Dan Quinn,LA,LW,36,18,17,35,-8.0,70,0:00,7,5,95,18.9,,,,,,0,0,0.0
Darryl Sydor,LA,D,33,13,11,24,9.0,68,0:00,2,2,106,12.3,,,,,,0,0,0.0
Dave Thomlinson,LA,LW,1,0,0,0,-1.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Denis Tsygurov D *,LA,,1,0,0,0,1.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Eric Lacroix,LA,LW,40,5,12,17,4.0,84,0:00,2,2,70,7.1,,,,,,0,0,0.0
Eric Lavigne,LA,D,7,0,0,0,-5.0,19,0:00,0,0,7,0.0,,,,,,0,0,0.0
Gary Shuchuk,LA,RW,33,3,8,11,-5.0,12,0:00,0,0,34,8.8,,,,,,0,0,0.0
Jari Kurri,LA,RW,44,14,17,31,-3.0,32,0:00,2,4,78,17.9,,,,,,0,0,0.0
Jeff Shevalier,LA,LW,4,0,1,1,2.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
John Druce,LA,LW,41,3,18,21,-14.0,83,0:00,1,6,75,4.0,,,,,,0,0,0.0
Kevin Brown,LA,RW,26,2,5,7,3.0,20,0:00,0,1,43,4.7,,,,,,0,0,0.0
Kevin Todd,LA,LW,24,4,7,11,-16.0,38,0:00,4,2,76,5.3,,,,,,0,0,0.0
Marty McSorley,LA,D,48,4,19,23,-2.0,36,0:00,3,1,96,4.2,,,,,,0,0,0.0
Matt Johnson,LA,LW,1,1,0,1,1.0,0,0:00,0,0,1,100.0,,,,,,0,0,0.0
Michel Petit,LA,D,38,4,15,19,-4.0,8,0:00,2,3,50,8.0,,,,,,0,0,0.0
Mike Donnelly LW *,LA,,29,1,2,3,0.0,99,0:00,0,0,4,25.0,,,,,,0,0,0.0
Philippe Boucher D *,LA,,15,0,2,2,-2.0,49,0:00,0,0,12,0.0,,,,,,0,0,0.0
Randy Burridge LW *,LA,,43,15,5,20,-3.0,20,0:00,3,1,75,20.0,,,,,,0,0,0.0
Rick Tocchet,LA,RW,48,11,37,48,-20.0,6,0:00,3,19,142,7.7,,,,,,0,0,0.0
Rob Blake,LA,D,36,4,8,12,-7.0,4,0:00,0,1,38,10.5,,,,,,0,0,0.0
Rob Brown,LA,RW,21,0,0,0,-2.0,11,0:00,0,0,16,0.0,,,,,,0,0,0.0
Rob Cowie,LA,D,32,2,7,9,-7.0,22,0:00,0,3,45,4.4,,,,,,0,0,0.0
Robert Lang,LA,C,45,9,7,16,2.0,54,0:00,2,1,64,14.1,,,,,,0,0,0.0
Sean O'Donnell,LA,D,9,1,1,2,-7.0,4,0:00,0,1,22,4.5,,,,,,0,0,0.0
Tim Watters,LA,F,1,0,0,0,-1.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Tony Granato,LA,LW,38,10,19,29,-17.0,24,0:00,2,13,84,11.9,,,,,,0,0,0.0
Total,LA,,2,0,0,0,-2.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Troy Crowder,LA,RW,23,2,3,5,-7.0,18,0:00,0,0,25,8.0,,,,,,0,0,0.0
Warren Rychel LW *,LA,,14,1,0,1,0.0,102,0:00,0,0,4,25.0,,,,,,0,0,0.0
Yanic Perreault,LA,C,11,2,5,7,-3.0,27,0:00,2,1,33,6.1,,,,,,0,0,0.0
