Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Semak C *,NJ,,46,2,9,11,5.0,167,0:00,0,0,27,7.4,,,,,,0,0,0.0
Ben Hankinson RW *,NJ,,11,0,0,0,-1.0,0,0:00,0,0,10,0.0,,,,,,0,0,0.0
Bill Guerin,NJ,RW,30,8,20,28,9.0,20,0:00,2,4,43,18.6,,,,,,0,0,0.0
Bob Carpenter,NJ,C,41,4,12,16,-1.0,18,0:00,1,8,62,6.5,,,,,,0,0,0.0
Bobby Holik,NJ,C,48,2,20,22,4.0,56,0:00,1,5,111,1.8,,,,,,0,0,0.0
Brian Rolston,NJ,RW,42,10,8,18,-4.0,16,0:00,0,0,59,16.9,,,,,,0,0,0.0
Bruce Driver,NJ,D,40,7,11,18,5.0,17,0:00,2,1,92,7.6,,,,,,0,0,0.0
Chris McAlpine,NJ,D,4,1,2,3,3.0,6,0:00,0,0,6,16.7,,,,,,0,0,0.0
Claude Lemieux,NJ,RW,48,4,15,19,19.0,18,0:00,4,4,52,7.7,,,,,,0,0,0.0
Corey Millen C *,NJ,,10,1,4,5,-5.0,0,0:00,1,2,14,7.1,,,,,,0,0,0.0
Danton Cole RW *,NJ,,25,1,2,3,4.0,54,0:00,0,0,27,3.7,,,,,,0,0,0.0
Dave Emma,NJ,RW,17,0,1,1,6.0,4,0:00,0,0,11,0.0,,,,,,0,0,0.0
Jaroslav Modry,NJ,D,9,0,0,0,-1.0,27,0:00,0,0,5,0.0,,,,,,0,0,0.0
Jason Smith,NJ,D,4,0,1,1,-2.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Jim Dowd,NJ,C,21,2,5,7,2.0,6,0:00,1,1,23,8.7,,,,,,0,0,0.0
John MacLean,NJ,RW,45,23,16,39,8.0,10,0:00,1,2,133,17.3,,,,,,0,0,0.0
Ken Daneyko,NJ,D,24,0,3,3,4.0,17,0:00,0,0,19,0.0,,,,,,0,0,0.0
Kevin Dean,NJ,D,12,1,2,3,0.0,8,0:00,0,0,20,5.0,,,,,,0,0,0.0
Mike Peluso,NJ,LW,33,5,7,12,10.0,44,0:00,0,1,44,11.4,,,,,,0,0,0.0
Neal Broten C *,NJ,,46,17,12,29,13.0,32,0:00,2,6,139,12.2,,,,,,0,0,0.0
Randy McKay,NJ,RW,26,6,8,14,12.0,8,0:00,0,4,41,14.6,,,,,,0,0,0.0
Reid Simpson,NJ,LW,2,0,0,0,-3.0,0,0:00,0,0,5,0.0,,,,,,0,0,0.0
Scott Niedermayer,NJ,D,48,10,10,20,9.0,18,0:00,0,1,84,11.9,,,,,,0,0,0.0
Scott Stevens,NJ,D,48,12,13,25,6.0,72,0:00,4,2,96,12.5,,,,,,0,0,0.0
Sergei Brylin,NJ,LW,48,5,10,15,9.0,20,0:00,2,0,60,8.3,,,,,,0,0,0.0
Shawn Chambers D *,NJ,,19,2,6,8,-4.0,13,0:00,0,1,32,6.3,,,,,,0,0,0.0
Tom Chorske,NJ,RW,45,6,13,19,2.0,86,0:00,1,0,117,5.1,,,,,,0,0,0.0
Tommy Albelin,NJ,D,41,5,11,16,-1.0,19,0:00,0,0,69,7.2,,,,,,0,0,0.0
Total,NJ,,8,0,0,0,-6.0,7,0:00,0,0,8,0.0,,,,,,0,0,0.0
Valeri Zelepukin,NJ,LW,17,2,3,5,2.0,8,0:00,0,0,30,6.7,,,,,,0,0,0.0
Viacheslav Fetisov D *,NJ,,6,0,1,1,-2.0,0,0:00,0,0,4,0.0,,,,,,0,0,0.0
