Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Aaron Miller,COL,D,14,1,2,3,-1.0,6,0:00,0,0,7,14.3,,,,,,0,0,0.0
Adam Deadmarsh,COL,RW,44,6,17,23,14.0,20,0:00,3,9,102,5.9,,,,,,0,0,0.0
Adam Foote,COL,D,20,3,6,9,5.0,14,0:00,0,0,32,9.4,,,,,,0,0,0.0
Alexei Gusarov,COL,D,8,0,3,3,3.0,2,0:00,0,0,4,0.0,,,,,,0,0,0.0
Andrei Kovalenko,COL,RW,47,12,15,27,14.0,33,0:00,0,0,66,18.2,,,,,,0,0,0.0
Bill Huard LW *,COL,,14,3,1,4,3.0,22,0:00,0,0,13,23.1,,,,,,0,0,0.0
Bob Bassen,COL,C,40,10,20,30,3.0,22,0:00,5,7,70,14.3,,,,,,0,0,0.0
Chris Simon,COL,LW,29,4,8,12,5.0,41,0:00,0,0,40,10.0,,,,,,0,0,0.0
Claude Lapointe,COL,C,48,2,11,13,13.0,17,0:00,0,3,81,2.5,,,,,,0,0,0.0
Craig Wolanin,COL,D,29,3,9,12,14.0,106,0:00,0,0,33,9.1,,,,,,0,0,0.0
Curtis Leschyshyn,COL,D,48,9,8,17,16.0,56,0:00,0,0,48,18.8,,,,,,0,0,0.0
David Karpa D *,COL,,4,1,0,1,3.0,2,0:00,0,0,5,20.0,,,,,,0,0,0.0
Dwayne Norris,COL,RW,7,2,2,4,2.0,13,0:00,0,0,6,33.3,,,,,,0,0,0.0
Janne Laukkanen,COL,D,9,0,3,3,2.0,6,0:00,0,0,12,0.0,,,,,,0,0,0.0
Jon Klemm,COL,D,11,0,3,3,3.0,4,0:00,0,2,12,0.0,,,,,,0,0,0.0
Martin Rucinsky,COL,LW,40,3,6,9,12.0,40,0:00,0,0,36,8.3,,,,,,0,0,0.0
Mike Ricci,COL,C,48,18,21,39,9.0,14,0:00,3,9,167,10.8,,,,,,0,0,0.0
Owen Nolan,COL,RW,47,15,35,50,17.0,16,0:00,3,12,86,17.4,,,,,,0,0,0.0
Paul MacDermid,COL,C,35,0,7,7,17.0,52,0:00,0,0,24,0.0,,,,,,0,0,0.0
Peter Forsberg,COL,C,47,19,43,62,7.0,30,0:00,3,19,157,12.1,,,,,,0,0,0.0
Rene Corbet,COL,LW,40,0,3,3,1.0,64,0:00,0,0,28,0.0,,,,,,0,0,0.0
Scott Young,COL,RW,46,30,19,49,21.0,46,0:00,13,4,137,21.9,,,,,,0,0,0.0
Steven Finn,COL,D,13,1,2,3,1.0,2,0:00,0,0,7,14.3,,,,,,0,0,0.0
Sylvain Lefebvre,COL,D,44,2,13,15,29.0,20,0:00,0,4,43,4.7,,,,,,0,0,0.0
Total,COL,,2,0,0,0,-1.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Uwe Krupp,COL,D,45,14,10,24,-4.0,31,0:00,1,3,63,22.2,,,,,,0,0,0.0
Valeri Kamensky,COL,LW,37,12,18,30,-1.0,45,0:00,5,3,95,12.6,,,,,,0,0,0.0
Wendel Clark,COL,LW,48,15,21,36,5.0,40,0:00,9,7,73,20.5,,,,,,0,0,0.0
