Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andrei Nazarov,SJ,RW,33,2,7,9,-6.0,16,0:00,0,0,48,4.2,,,,,,0,0,0.0
Bob Errey LW *,SJ,,13,0,5,5,-9.0,14,0:00,0,2,19,0.0,,,,,,0,0,0.0
Chris Tancill,SJ,LW,47,5,11,16,-14.0,31,0:00,0,5,59,8.5,,,,,,0,0,0.0
Craig Janney C *,SJ,,33,4,20,24,-3.0,14,0:00,0,2,69,5.8,,,,,,0,0,0.0
Dody Wood,SJ,C,16,0,4,4,6.0,10,0:00,0,0,6,0.0,,,,,,0,0,0.0
Gaetan Duchesne LW *,SJ,,42,2,7,9,-1.0,29,0:00,0,2,38,5.3,,,,,,0,0,0.0
Igor Larionov,SJ,C,43,10,14,24,-4.0,40,0:00,1,2,56,17.9,,,,,,0,0,0.0
Ilya Byakin,SJ,D,45,0,6,6,7.0,71,0:00,0,0,25,0.0,,,,,,0,0,0.0
Jamie Baker,SJ,C,21,6,7,13,0.0,13,0:00,1,1,41,14.6,,,,,,0,0,0.0
Jay More,SJ,D,48,4,3,7,-8.0,117,0:00,0,0,47,8.5,,,,,,0,0,0.0
Jeff Friesen,SJ,LW,48,9,16,25,-6.0,30,0:00,3,2,83,10.8,,,,,,0,0,0.0
Jeff Norton D *,SJ,,43,7,4,11,-7.0,22,0:00,0,0,60,11.7,,,,,,0,0,0.0
Jeff Odgers,SJ,RW,18,2,5,7,-7.0,33,0:00,0,2,14,14.3,,,,,,0,0,0.0
Jim Kyte,SJ,D,26,3,5,8,-1.0,94,0:00,0,1,19,15.8,,,,,,0,0,0.0
Johan Garpenlov LW *,SJ,,16,2,0,2,-5.0,2,0:00,0,0,23,8.7,,,,,,0,0,0.0
Kevin Miller C *,SJ,,26,3,11,14,1.0,10,0:00,0,0,39,7.7,,,,,,0,0,0.0
Michal Sykora,SJ,D,13,2,2,4,4.0,27,0:00,0,0,19,10.5,,,,,,0,0,0.0
Mike Rathje,SJ,D,20,1,9,10,1.0,39,0:00,0,1,21,4.8,,,,,,0,0,0.0
Pat Falloon,SJ,RW,27,5,15,20,-4.0,10,0:00,2,7,31,16.1,,,,,,0,0,0.0
Ray Whitney,SJ,LW,46,11,23,34,-2.0,11,0:00,4,9,85,12.9,,,,,,0,0,0.0
Sandis Ozolinsh,SJ,D,39,13,12,25,-7.0,14,0:00,4,4,67,19.4,,,,,,0,0,0.0
Sergei Makarov,SJ,RW,48,15,10,25,-8.0,14,0:00,5,2,86,17.4,,,,,,0,0,0.0
Shawn Cronin,SJ,D,14,0,2,2,-7.0,16,0:00,0,0,4,0.0,,,,,,0,0,0.0
Shean Donovan,SJ,RW,6,2,0,2,-2.0,0,0:00,0,0,6,33.3,,,,,,0,0,0.0
Todd Elik LW *,SJ,,46,12,7,19,-4.0,25,0:00,0,1,91,13.2,,,,,,0,0,0.0
Tom Pederson,SJ,C,22,7,10,17,3.0,18,0:00,4,2,50,14.0,,,,,,0,0,0.0
Total,SJ,,14,0,0,0,-6.0,6,0:00,0,0,13,0.0,,,,,,0,0,0.0
Viacheslav Butsayev,SJ,C,13,1,1,2,-3.0,2,0:00,0,0,16,6.3,,,,,,0,0,0.0
Viktor Kozlov,SJ,RW,29,0,2,2,0.0,61,0:00,0,0,12,0.0,,,,,,0,0,0.0
Vlastimil Kroupa,SJ,D,9,1,1,2,0.0,29,0:00,0,0,5,20.0,,,,,,0,0,0.0
