Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andy Greene,NJ,D,72,3,6,9,-2.0,136,8:43,0,0,76,3.9,,,,,,0,0,0.0
Anssi Salmela,NJ,,15,0,4,4,-2.0,6,18:25,0,3,15,0.0,,,,,,0,0,0.0
Barry Tallackson,NJ,LW,24,0,1,1,0.0,21,14:50,0,0,5,0.0,,,,,,0,0,0.0
Bobby Holik,NJ,C,49,2,7,9,3.0,22,16:17,0,0,38,5.3,,,,,,0,0,0.0
Brendan Shanahan,NJ,LW,80,1,14,15,24.0,35,17:47,0,1,71,1.4,,,,,,0,0,0.0
Brian Gionta,NJ,RW,82,20,42,62,33.0,29,18:38,5,10,185,10.8,,,,,,1,1,100.0
Brian Rolston,NJ,RW,82,17,15,32,-1.0,164,12:03,4,2,158,10.8,,,,,,0,0,0.0
Bryce Salvador,NJ,D,71,1,17,18,18.0,46,19:01,0,0,68,1.5,,,,,,0,0,0.0
Colin White,NJ,D,76,7,16,23,-7.0,26,16:25,0,0,132,5.3,,,,,,0,0,0.0
Dainius Zubrus,NJ,C,81,20,40,60,12.0,32,16:58,3,8,248,8.1,,,,,,2,0,0.0
David Clarkson,NJ,RW,73,5,28,33,21.0,36,24:22,2,16,107,4.7,,,,,,0,0,0.0
Jamie Langenbrunner,NJ,RW,77,31,47,78,18.0,32,18:34,12,19,247,12.6,,,,,,7,3,42.9
Jay Leach,NJ,D,16,1,0,1,-4.0,2,6:53,0,0,6,16.7,,,,,,0,0,0.0
Jay Pandolfo,NJ,LW,34,6,8,14,-2.0,29,14:53,2,1,77,7.8,,,,,,1,1,100.0
John Madden,NJ,C,82,7,22,29,21.0,30,20:52,1,4,108,6.5,,,,,,0,0,0.0
Johnny Oduya,NJ,D,64,15,17,32,2.0,30,15:06,8,8,174,8.6,,,,,,1,0,0.0
Matt Halischuk,NJ,RW,17,0,3,3,1.0,6,15:10,0,0,33,0.0,,,,,,0,0,0.0
Mike Mottau,NJ,D,76,3,13,16,-1.0,78,19:28,0,0,68,4.4,,,,,,0,0,0.0
Mike Rupp,NJ,C,61,5,5,10,-12.0,10,14:50,0,0,63,7.9,,,,,,0,0,0.0
Niclas Bergfors,NJ,RW,8,0,1,1,3.0,22,4:50,0,0,3,0.0,,,,,,0,0,0.0
Niclas Havelid D *,NJ,,62,4,5,9,-2.0,66,10:11,0,1,79,5.1,,,,,,0,0,0.0
Patrick Davis,NJ,RW,15,0,0,0,1.0,25,8:50,0,0,6,0.0,,,,,,0,0,0.0
Patrik Elias,NJ,C,82,45,49,94,30.0,24,18:45,14,16,364,12.4,,,,,,8,4,50.0
Paul Martin,NJ,D,82,15,25,40,6.0,69,15:15,1,10,130,11.5,,,,,,0,0,0.0
Petr Vrana,NJ,C,8,1,0,1,-1.0,0,5:47,0,0,6,16.7,,,,,,0,0,0.0
Pierre-Luc Letourneau-Leblond,NJ,RW,1,0,1,1,-1.0,0,9:47,0,0,0,0.0,,,,,,0,0,0.0
Sheldon Brookbank D *,NJ,,4,0,0,0,-1.0,0,4:29,0,0,2,0.0,,,,,,0,0,0.0
Total,NJ,,1,0,0,0,0.0,0,4:30,0,0,0,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,81,29,40,69,25.0,56,18:05,6,11,229,12.7,,,,,,5,3,60.0
