Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Anssi Salmela,WPG,,50,0,5,5,-14.0,132,15:15,0,0,16,0.0,,,,,,0,0,0.0
Boris Valabik,WPG,D,59,0,7,7,-2.0,120,16:43,0,0,42,0.0,,,,,,0,0,0.0
Brett Sterling,WPG,LW,9,1,2,3,0.0,2,17:31,1,0,8,12.5,,,,,,0,0,0.0
Bryan Little,WPG,C,82,22,51,73,-9.0,24,18:03,12,22,150,14.7,,,,,,2,1,50.0
Chris Thorburn,WPG,RW,63,2,13,15,4.0,42,20:54,0,2,41,4.9,,,,,,0,0,0.0
Clay Wilson D *,WPG,,1,0,0,0,0.0,0,3:03,0,0,0,0.0,,,,,,0,0,0.0
Colby Armstrong,WPG,RW,79,31,20,51,-5.0,24,16:55,12,8,172,18.0,,,,,,7,1,14.3
Colin Stuart,WPG,LW,29,4,5,9,-2.0,28,12:12,0,0,33,12.1,,,,,,0,0,0.0
Eric Boulton,WPG,LW,44,4,11,15,-10.0,50,21:02,1,3,82,4.9,,,,,,0,0,0.0
Eric Perrin,WPG,C,79,14,16,30,11.0,36,15:18,0,0,131,10.7,,,,,,0,0,0.0
Erik Christensen C *,WPG,,47,9,10,19,11.0,47,18:06,2,3,90,10.0,,,,,,0,0,0.0
Garnet Exelby,WPG,D,33,5,3,8,3.0,18,12:28,0,0,54,9.3,,,,,,0,0,0.0
Grant Lewis,WPG,RW,2,0,0,0,-1.0,0,6:39,0,0,1,0.0,,,,,,0,0,0.0
Jason Williams RW *,WPG,,60,8,10,18,0.0,52,11:14,0,0,94,8.5,,,,,,0,0,0.0
Jim Slater,WPG,C,47,5,14,19,-7.0,14,14:16,1,3,90,5.6,,,,,,4,2,50.0
Joe Motzko,WPG,LW,6,1,0,1,-3.0,2,13:53,0,0,11,9.1,,,,,,1,1,100.0
Joey Crabb,WPG,RW,53,4,8,12,-2.0,50,15:44,0,2,43,9.3,,,,,,0,0,0.0
Jordan LaVallee-Smotherman,WPG,LW,2,0,0,0,-1.0,0,15:54,0,0,4,0.0,,,,,,0,0,0.0
Marty Reasoner,WPG,C,82,5,27,32,14.0,52,23:31,2,12,86,5.8,,,,,,0,0,0.0
Mathieu Schneider D *,WPG,,82,7,8,15,-10.0,104,9:35,0,0,85,8.2,,,,,,0,0,0.0
Nathan Oystrick,WPG,D,76,3,10,13,-3.0,176,7:32,0,0,71,4.2,,,,,,0,0,0.0
Niclas Havelid D *,WPG,,41,7,11,18,-9.0,8,16:04,4,2,79,8.9,,,,,,0,0,0.0
Rich Peverley C *,WPG,,81,6,33,39,-16.0,32,22:22,4,14,148,4.1,,,,,,0,0,0.0
Ron Hainsey,WPG,D,82,22,18,40,5.0,75,15:09,3,1,141,15.6,,,,,,1,0,0.0
Scott Lehman,WPG,LW,6,1,0,1,1.0,0,11:39,0,0,8,12.5,,,,,,0,0,0.0
Spencer Machacek,WPG,RW,1,0,0,0,0.0,0,15:29,0,0,1,0.0,,,,,,0,0,0.0
Tobias Enstrom,WPG,D,39,13,22,35,16.0,18,18:49,2,3,75,17.3,,,,,,3,0,0.0
Todd White,WPG,C,82,26,50,76,-14.0,44,17:14,12,31,165,15.8,,,,,,8,6,75.0
Total,WPG,,2,0,0,0,0.0,0,8:11,0,0,1,0.0,,,,,,0,0,0.0
Vyacheslav Kozlov,WPG,LW,79,43,48,91,-12.0,50,21:48,12,24,275,15.6,,,,,,5,1,20.0
Zach Bogosian,WPG,D,78,7,16,23,-2.0,36,14:10,1,1,109,6.4,,,,,,2,0,0.0
