Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Hall,TB,RW,42,2,11,13,-5.0,56,24:28,0,5,69,2.9,,,,,,0,0,0.0
Andrej Meszaros,TB,D,52,7,9,16,-13.0,32,17:01,1,3,60,11.7,,,,,,0,0,0.0
Andrew Hutchinson D *,TB,,1,0,0,0,-1.0,0,14:04,0,0,0,0.0,,,,,,0,0,0.0
Brandon Bochenski,TB,RW,7,0,1,1,-1.0,29,7:00,0,0,6,0.0,,,,,,0,0,0.0
Brandon Segal,TB,RW,2,0,0,0,-5.0,0,14:43,0,0,2,0.0,,,,,,0,0,0.0
Chris Gratton F *,TB,,6,1,2,3,0.0,6,13:42,1,0,10,10.0,,,,,,0,0,0.0
Cory Murphy D *,TB,,73,6,10,16,1.0,151,10:40,1,1,100,6.0,,,,,,3,1,33.3
David Koci LW *,TB,,12,1,1,2,1.0,6,21:56,0,0,13,7.7,,,,,,0,0,0.0
Evgeny Artyukhin,TB,RW,46,6,10,16,-8.0,16,15:40,2,4,64,9.4,,,,,,9,3,33.3
Gary Roberts,TB,F,31,4,5,9,-1.0,12,13:31,1,0,51,7.8,,,,,,0,0,0.0
Geoff Kinrade,TB,D,17,0,0,0,-4.0,14,16:45,0,0,11,0.0,,,,,,0,0,0.0
Jamie Heward,TB,D,18,0,2,2,-3.0,10,10:47,0,0,16,0.0,,,,,,0,0,0.0
Janne Niskala,TB,D,11,0,3,3,-3.0,6,13:23,0,0,7,0.0,,,,,,0,0,0.0
Jason Ward,TB,C,2,0,0,0,0.0,0,13:47,0,0,2,0.0,,,,,,0,0,0.0
Jeff Halpern,TB,C,71,2,17,19,-8.0,48,19:37,0,2,66,3.0,,,,,,0,0,0.0
Josef Melichar D *,TB,,18,1,4,5,-5.0,6,11:40,0,1,22,4.5,,,,,,0,0,0.0
Jussi Jokinen LW *,TB,,52,2,14,16,-4.0,36,24:11,1,4,87,2.3,,,,,,0,0,0.0
Kevin Quick,TB,D,33,1,1,2,3.0,132,6:14,0,0,8,12.5,,,,,,0,0,0.0
Lukas Krajicek,TB,D,50,4,19,23,-4.0,36,23:31,2,10,63,6.3,,,,,,0,0,0.0
Marek Malik,TB,D,54,2,4,6,-7.0,60,10:17,0,0,64,3.1,,,,,,0,0,0.0
Mark Recchi RW *,TB,,82,19,26,45,-20.0,52,17:40,7,8,194,9.8,,,,,,5,0,0.0
Martins Karsums RW *,TB,,42,0,5,5,-3.0,36,19:09,0,0,22,0.0,,,,,,0,0,0.0
Matt Lashoff D *,TB,,30,4,3,7,-11.0,27,11:38,2,2,32,12.5,,,,,,0,0,0.0
Matt Pettinger,TB,LW,25,5,10,15,-3.0,12,20:08,4,6,47,10.6,,,,,,0,0,0.0
Matt Smaby,TB,D,24,0,5,5,1.0,29,16:58,0,0,16,0.0,,,,,,0,0,0.0
Matthew Carle D *,TB,,25,0,2,2,-4.0,4,16:38,0,0,8,0.0,,,,,,0,0,0.0
Mike Lundin,TB,D,13,0,2,2,-1.0,4,11:48,0,2,11,0.0,,,,,,0,0,0.0
Noah Welch D *,TB,,1,0,0,0,0.0,2,9:31,0,0,1,0.0,,,,,,0,0,0.0
Paul Ranger,TB,D,59,8,7,15,-14.0,24,12:18,2,0,82,9.8,,,,,,0,0,0.0
Paul Szczechura,TB,C,74,5,5,10,-9.0,29,11:11,1,1,90,5.6,,,,,,1,1,100.0
Radek Smolenak,TB,F,5,0,1,1,0.0,0,10:07,0,0,2,0.0,,,,,,0,0,0.0
Radim Vrbata,TB,RW,12,0,7,7,-7.0,10,23:46,0,4,19,0.0,,,,,,0,0,0.0
Richard Petiot,TB,D,43,0,4,4,-11.0,50,19:05,0,0,28,0.0,,,,,,0,0,0.0
Ryan Craig,TB,C,23,3,3,6,2.0,54,9:03,0,0,25,12.0,,,,,,0,0,0.0
Ryan Malone,TB,LW,79,23,23,46,-13.0,39,14:56,9,8,181,12.7,,,,,,5,1,20.0
Shane O'Brien D *,TB,,7,0,1,1,-3.0,2,10:47,0,0,11,0.0,,,,,,0,0,0.0
Steve Downie RW *,TB,,18,3,3,6,-1.0,8,14:13,1,0,41,7.3,,,,,,1,0,0.0
Steve Eminger D *,TB,,62,13,32,45,-15.0,20,16:53,2,17,97,13.4,,,,,,1,0,0.0
Steven Stamkos,TB,C,77,29,38,67,-9.0,54,20:14,10,14,291,10.0,,,,,,11,3,27.3
Total,TB,,1,0,0,0,-1.0,0,17:32,0,0,1,0.0,,,,,,0,0,0.0
Ty Wishart,TB,D,6,0,1,1,0.0,0,13:23,0,1,7,0.0,,,,,,0,0,0.0
Vincent Lecavalier,TB,C,82,30,50,80,4.0,14,21:16,7,18,262,11.5,,,,,,5,1,20.0
Vinny Prospal,TB,LW,70,26,19,45,4.0,98,17:44,7,4,124,21.0,,,,,,4,1,25.0
Vladimir Mihalik,TB,D,11,0,3,3,5.0,21,20:36,0,0,10,0.0,,,,,,0,0,0.0
Zenon Konopka,TB,C,6,0,1,1,1.0,10,8:20,0,0,14,0.0,,,,,,0,0,0.0
