Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexei Semenov,SJ,D,55,2,9,11,-6.0,18,13:54,0,0,104,1.9,,,,,,0,0,0.0
Brad Lukowich,SJ,D,47,1,7,8,3.0,57,13:02,0,1,28,3.6,,,,,,0,0,0.0
Brad Staubitz,SJ,RW,13,2,2,4,0.0,8,9:04,0,1,14,14.3,,,,,,0,0,0.0
Christian Ehrhoff,SJ,D,73,10,35,45,15.0,110,21:16,6,16,198,5.1,,,,,,0,0,0.0
Claude Lemieux,SJ,RW,17,1,1,2,-2.0,4,7:43,0,0,9,11.1,,,,,,0,0,0.0
Dan Boyle,SJ,D,80,25,34,59,5.0,46,18:57,8,15,266,9.4,,,,,,10,4,40.0
Derek Joslin,SJ,D,10,0,0,0,-2.0,4,9:44,0,0,11,0.0,,,,,,0,0,0.0
Devin Setoguchi,SJ,RW,76,38,33,71,16.0,18,21:21,11,7,251,15.1,,,,,,2,1,50.0
Douglas Murray,SJ,D,58,0,8,8,5.0,12,16:12,0,0,43,0.0,,,,,,0,0,0.0
Jamie McGinn,SJ,LW,75,0,7,7,6.0,38,16:38,0,0,56,0.0,,,,,,0,0,0.0
Jeremy Roenick,SJ,C,62,10,13,23,8.0,25,15:00,0,0,108,9.3,,,,,,0,0,0.0
Jody Shelley,SJ,LW,19,3,2,5,-1.0,14,15:21,0,0,24,12.5,,,,,,0,0,0.0
Joe Pavelski,SJ,C,81,31,34,65,16.0,25,16:12,11,12,246,12.6,,,,,,2,0,0.0
Jonathan Cheechoo,SJ,RW,82,6,30,36,15.0,42,23:54,3,18,104,5.8,,,,,,0,0,0.0
Lukas Kaspar,SJ,LW,70,2,2,4,-6.0,116,6:11,0,0,44,4.5,,,,,,0,0,0.0
Marc-Edouard Vlasic,SJ,D,77,8,34,42,-12.0,63,21:14,5,20,165,4.8,,,,,,0,0,0.0
Marcel Goc,SJ,C,64,5,8,13,-4.0,22,10:08,0,0,79,6.3,,,,,,0,0,0.0
Mike Grier,SJ,RW,66,12,17,29,-3.0,59,15:19,5,4,152,7.9,,,,,,3,2,66.7
Milan Michalek,SJ,LW,77,16,41,57,6.0,52,24:46,8,24,213,7.5,,,,,,7,2,28.6
Patrick Marleau,SJ,C,82,25,61,86,16.0,56,19:27,11,24,139,18.0,,,,,,0,0,0.0
Riley Armstrong,SJ,RW,18,0,1,1,-5.0,21,7:39,0,0,17,0.0,,,,,,0,0,0.0
Rob Blake,SJ,D,71,22,30,52,8.0,51,17:46,11,13,161,13.7,,,,,,5,3,60.0
Ryan Vesce,SJ,RW,2,0,0,0,-1.0,2,4:42,0,0,1,0.0,,,,,,0,0,0.0
Ryane Clowe,SJ,LW,77,23,34,57,11.0,52,18:27,6,13,179,12.8,,,,,,4,1,25.0
Tom Cavanagh,SJ,C,35,1,2,3,0.0,76,6:13,0,0,22,4.5,,,,,,0,0,0.0
Tomas Plihal,SJ,C,42,4,9,13,-1.0,24,11:38,1,2,50,8.0,,,,,,4,1,25.0
Total,SJ,,12,0,0,0,-3.0,6,11:21,0,0,9,0.0,,,,,,0,0,0.0
Travis Moen LW *,SJ,,35,4,2,6,-6.0,2,8:55,1,0,27,14.8,,,,,,0,0,0.0
