Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Suitor,Vancouver Stealth,D,16,9,10,19,35,0,0,0,95,26,19,0,0,6/23,26%
Brandon Clelland,Vancouver Stealth,T,18,9,11,20,38,0,0,0,51,24,6,0,0,96/251,38%
Brandon Goodwin,Vancouver Stealth,T,18,8,18,26,6,0,0,0,48,21,14,0,0,0/0,-
Brendan Fowler,Vancouver Stealth,F,6,0,0,0,0,0,0,0,31,16,0,0,0,88/171,51%
Brodie MacDonald,Vancouver Stealth,G,13,0,0,0,0,0,0,0,5,0,0,0,0,0/0,-
Casey Jackson,Vancouver Stealth,F,4,6,4,10,0,0,0,0,11,8,0,0,0,0/0,-
Chris O'Dougherty,Vancouver Stealth,D,16,0,9,9,28,0,0,0,77,23,10,0,0,0/3,-
Cliff Smith,Vancouver Stealth,T,13,2,1,3,32,0,0,0,22,8,8,0,0,0/0,-
Cody Teichroeb,Vancouver Stealth,D,7,0,2,2,9,0,0,0,18,7,2,0,0,0/0,-
Corey Small,Vancouver Stealth,F,18,28,49,77,0,0,0,0,37,51,0,0,0,0/0,-
Eric Penney,Vancouver Stealth,G,14,0,2,2,2,0,0,0,11,2,0,0,0,0/0,-
Evan Messenger,Vancouver Stealth,F,7,4,2,6,0,0,0,0,14,7,1,0,0,0/0,-
Ian Hawksbee,Vancouver Stealth,D,18,0,9,9,17,0,0,0,147,17,11,0,0,0/1,-
James Rahe,Vancouver Stealth,F,12,6,8,14,4,0,0,0,32,5,2,0,0,0/0,-
Joel McCready,Vancouver Stealth,F,14,20,14,34,33,0,0,0,55,32,3,0,0,0/0,-
Jon Harnett,Vancouver Stealth,D,2,0,1,1,0,0,0,0,3,0,2,0,0,0/0,-
Justin Salt,Vancouver Stealth,T,11,1,6,7,4,0,0,0,54,7,12,0,0,0/0,-
Logan Schuss,Vancouver Stealth,F,15,26,36,62,4,0,0,0,65,43,7,0,0,0/0,-
Mackenzie Mitchell,Vancouver Stealth,D,2,0,0,0,2,0,0,0,4,1,0,0,0,0/0,-
Matt Beers,Vancouver Stealth,D,18,3,10,13,45,0,0,0,94,21,15,0,0,0/1,-
Pat Saunders,Vancouver Stealth,F,14,14,18,32,4,0,0,0,28,26,2,0,0,0/0,-
Peter McFetridge,Vancouver Stealth,D,11,2,2,4,8,0,0,0,30,11,10,0,0,0/0,-
Reid Mydske,Vancouver Stealth,D,5,0,1,1,4,0,0,0,4,2,0,0,0,0/0,-
Rhys Duch,Vancouver Stealth,F,18,19,46,65,14,0,0,0,73,50,2,0,0,0/0,-
Ryan Fournier,Vancouver Stealth,D,6,3,2,5,2,0,0,0,18,8,2,0,0,33/81,41%
Thomas Hoggarth,Vancouver Stealth,T,15,3,2,5,15,0,0,0,21,3,7,0,0,0/0,-
Tony Malcom,Vancouver Stealth,F,18,23,24,47,4,0,0,0,78,40,7,0,0,0/0,-
Travis Cornwall,Vancouver Stealth,T,11,4,4,8,4,0,0,0,32,7,9,0,0,0/0,-
Tye Belanger,Vancouver Stealth,G,9,0,1,1,0,0,0,0,6,0,0,0,0,0/0,-
Tyler Garrison,Vancouver Stealth,D,1,0,1,1,0,0,0,0,6,2,0,0,0,2/4,50%
Tyson Roe,Vancouver Stealth,D,5,1,0,1,0,0,0,0,11,1,2,0,0,0/0,-
