Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Shute,Saskatchewan Rush,G,1,0,1,1,0,0,0,0,0,0,0,0,0,0/0,-
Adrian Sorichetti,Saskatchewan Rush,T,18,7,8,15,6,0,0,0,64,15,20,0,0,0/0,-
Ben McIntosh,Saskatchewan Rush,F,18,46,34,80,17,0,0,0,70,36,9,0,0,0/0,-
Brett Mydske,Saskatchewan Rush,D,17,2,3,5,19,0,0,0,59,10,16,0,0,0/0,-
Chris Corbeil,Saskatchewan Rush,T,18,7,5,12,20,0,0,0,97,15,21,0,0,0/0,-
Curtis Knight,Saskatchewan Rush,F,14,15,29,44,0,0,0,0,42,21,1,0,0,0/0,-
Dan Taylor,Saskatchewan Rush,F,4,1,4,5,0,0,0,0,11,6,1,0,0,0/0,-
Evan Kirk,Saskatchewan Rush,G,18,0,6,6,0,0,0,0,6,0,0,0,0,0/0,-
Jeff Cornwall,Saskatchewan Rush,T,18,2,6,8,4,0,0,0,71,12,13,0,0,0/0,-
Jeff Shattler,Saskatchewan Rush,F,17,24,36,60,8,0,0,0,76,34,8,0,0,0/0,-
Jeremy Thompson,Saskatchewan Rush,T,18,6,9,15,26,0,0,0,164,23,15,0,0,234/434,54%
Kyle Rubisch,Saskatchewan Rush,D,17,1,8,9,10,0,0,0,130,15,25,0,0,0/0,-
Mark Matthews,Saskatchewan Rush,F,18,32,84,116,6,0,0,0,67,66,7,0,0,0/0,-
Matt Hossack,Saskatchewan Rush,D,17,3,7,10,4,0,0,0,61,2,11,0,0,0/0,-
Matt MacGrotty,Saskatchewan Rush,D,4,0,1,1,2,0,0,0,15,1,4,0,0,0/0,-
Matthew Dinsdale,Saskatchewan Rush,F,17,23,22,45,4,0,0,0,39,17,1,0,0,0/0,-
Mike Messenger,Saskatchewan Rush,D,18,8,4,12,17,0,0,0,92,15,22,0,0,37/84,44%
Nick Finlay,Saskatchewan Rush,T,3,1,1,2,0,0,0,0,8,2,0,0,0,0/0,-
Nik Bilic,Saskatchewan Rush,D,11,0,2,2,9,0,0,0,31,3,8,0,0,0/0,-
Robert Church,Saskatchewan Rush,F,18,47,60,107,6,0,0,0,72,24,6,0,0,0/0,-
Ryan Dilks,Saskatchewan Rush,D,18,2,5,7,0,0,0,0,62,11,20,0,0,0/0,-
Ryan Keenan,Saskatchewan Rush,F,18,26,47,73,2,0,0,0,66,35,6,0,0,0/0,-
Tor Reinholdt,Saskatchewan Rush,D,3,0,1,1,0,0,0,0,11,0,0,0,0,0/0,-
Tyler Carlson,Saskatchewan Rush,G,17,0,1,1,0,0,0,0,1,0,0,0,0,0/0,-
