Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Crepinsek,Georgia Swarm,D,18,2,5,7,4,0,0,0,88,6,10,0,0,0/1,-
Brayden Hill,Georgia Swarm,D,2,0,1,1,0,0,0,0,1,0,0,0,0,0/0,-
Bryan Cole,Georgia Swarm,T,18,6,8,14,25,0,0,0,95,14,15,0,0,0/0,-
Chad Tutton,Georgia Swarm,T,10,0,7,7,22,0,0,0,37,5,10,0,0,0/0,-
Connor Sellars,Georgia Swarm,D,18,1,10,11,7,0,0,0,76,11,13,0,0,34/100,34%
Ethan O'Connor,Georgia Swarm,T,14,0,3,3,8,0,0,0,29,2,1,0,0,0/4,-
Jason Noble,Georgia Swarm,D,18,0,5,5,22,0,0,0,48,4,8,0,0,0/0,-
Jerome Thompson,Georgia Swarm,F,9,6,6,12,4,0,0,0,20,6,3,0,0,0/0,-
Jesse King,Georgia Swarm,F,18,28,41,69,7,0,0,0,69,32,4,0,0,0/0,-
Joel White,Georgia Swarm,T,9,2,2,4,6,0,0,0,62,3,13,0,0,0/0,-
John Ranagan,Georgia Swarm,D,18,3,4,7,17,0,0,0,55,5,12,0,0,0/0,-
Jordan Hall,Georgia Swarm,F,10,14,18,32,21,0,0,0,38,12,3,0,0,0/0,-
Jordan MacIntosh,Georgia Swarm,T,17,8,19,27,6,0,0,0,113,18,19,0,0,185/393,47%
Kevin Orleman,Georgia Swarm,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Kiel Matisz,Georgia Swarm,F,17,16,50,66,2,0,0,0,66,20,2,0,0,0/0,-
Leo Stouros,Georgia Swarm,D,18,1,1,2,4,0,0,0,44,7,7,0,0,0/0,-
Lyle Thompson,Georgia Swarm,F,18,46,40,86,6,0,0,0,123,49,21,0,0,7/16,44%
Mike Poulin,Georgia Swarm,G,18,0,9,9,0,0,0,0,9,1,0,0,0,0/0,-
Miles Thompson,Georgia Swarm,F,17,21,22,43,8,0,0,0,53,27,1,0,0,0/0,-
Randy Staats,Georgia Swarm,F,16,30,39,69,13,0,0,0,57,43,2,0,0,0/0,-
Shayne Jackson,Georgia Swarm,F,18,33,52,85,9,0,0,0,75,35,3,0,0,0/0,-
Warren Hill,Georgia Swarm,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Zed Williams,Georgia Swarm,T,9,5,3,8,4,0,0,0,41,8,7,0,0,0/0,-
